V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
CHENGGUAN 	Total	184453	97543	86910	30990	10326	20664	16.80	10.59	23.78
CHENGGUAN 	Gongdelin	46369	24723	21646	6655	2136	4519	14.35	8.64	20.88
CHENGGUAN 	Zhaxi	22610	13389	9221	2834	1061	1773	12.53	7.92	19.23
CHENGGUAN 	Jibenggang	24927	12659	12268	3777	1113	2664	15.15	8.79	21.72
CHENGGUAN 	Bakuo	12880	6387	6493	2356	694	1662	18.29	10.87	25.60
CHENGGUAN 	Jiri	26418	13584	12834	5722	1817	3905	21.66	13.38	30.43
CHENGGUAN 	Chongsaikang	9922	5039	4883	1976	599	1377	19.92	11.89	28.20
CHENGGUAN 	Caigongtang	5335	2607	2728	939	335	604	17.60	12.85	22.14
CHENGGUAN 	Najin	16541	8298	8243	3306	1192	2114	19.99	14.36	25.65
CHENGGUAN 	Niangre	13490	6877	6613	2428	811	1617	18	11.79	24.45
CHENGGUAN 	Duodi	5961	3980	1981	997	568	429	16.73	14.27	21.66
LINZHOU 	Total	34986	16931	18055	15968	5009	10959	45.64	29.58	60.70
LINZHOU 	Ganqu	5626	2779	2847	2552	742	1810	45.36	26.70	63.58
LINZHOU 	Chundui	3658	1782	1876	1444	438	1006	39.48	24.58	53.62
LINZHOU 	Kazi	3433	1615	1818	1405	405	1000	40.93	25.08	55.01
LINZHOU 	Qiangga	3793	1775	2018	1893	549	1344	49.91	30.93	66.60
LINZHOU 	Songpan	2765	1262	1503	1315	402	913	47.56	31.85	60.75
LINZHOU 	Jiangrexia	3206	1476	1730	1678	528	1150	52.34	35.77	66.47
LINZHOU 	Bianjiaolin	3245	1550	1695	1727	571	1156	53.22	36.84	68.20
LINZHOU 	Pangduo	3019	1590	1429	886	264	622	29.35	16.60	43.53
LINZHOU 	Alang	2884	1411	1473	1512	507	1005	52.43	35.93	68.23
LINZHOU 	Tanggu	3357	1691	1666	1556	603	953	46.35	35.66	57.20
DANGXIONG 	Total	25303	12497	12806	10901	3695	7206	43.08	29.57	56.27
DANGXIONG 	Yangbajing	2872	1392	1480	1294	496	798	45.06	35.63	53.92
DANGXIONG 	Dangquka	2953	1514	1439	782	229	553	26.48	15.13	38.43
DANGXIONG 	Geda	2402	1132	1270	1104	401	703	45.96	35.42	55.35
DANGXIONG 	Ningzhong	5114	2582	2532	2198	744	1454	42.98	28.81	57.42
DANGXIONG 	Gongtang	3434	1695	1739	1373	429	944	39.98	25.31	54.28
DANGXIONG 	Longren	2385	1142	1243	1161	396	765	48.68	34.68	61.54
DANGXIONG 	Wuma	3436	1675	1761	1513	464	1049	44.03	27.70	59.57
DANGXIONG 	Namuhu	2707	1365	1342	1476	536	940	54.53	39.27	70.04
NIMU 	Total	19369	9418	9951	5049	1750	3299	26.07	18.58	33.15
NIMU 	Tarong	4425	2162	2263	969	305	664	21.90	14.11	29.34
NIMU 	Tunba	1660	807	853	426	156	270	25.66	19.33	31.65
NIMU 	Xumai	3590	1675	1915	935	315	620	26.04	18.81	32.38
NIMU 	Pusong	1349	651	698	373	106	267	27.65	16.28	38.25
NIMU 	Pagu	2079	1053	1026	522	178	344	25.11	16.90	33.53
NIMU 	Majiang	1462	754	708	310	120	190	21.20	15.92	26.84
NIMU 	Keru	768	408	360	244	106	138	31.77	25.98	38.33
NIMU 	Nimu	4036	1908	2128	1270	464	806	31.47	24.32	37.88
QUSHUI 	Total	21589	10670	10919	7255	2594	4661	33.61	24.31	42.69
QUSHUI 	Qushui	5500	2766	2734	1756	653	1103	31.93	23.61	40.34
QUSHUI 	Niedang	2933	1562	1371	873	329	544	29.76	21.06	39.68
QUSHUI 	Chabala	2828	1370	1458	1228	405	823	43.42	29.56	56.45
QUSHUI 	Caina	3225	1483	1742	1094	388	706	33.92	26.16	40.53
QUSHUI 	Nanmu	2010	1009	1001	940	353	587	46.77	34.99	58.64
QUSHUI 	Daga	5093	2480	2613	1364	466	898	26.78	18.79	34.37
DUILONGDEQING 	Total	29212	14736	14476	6844	2548	4296	23.43	17.29	29.68
DUILONGDEQING 	Dongga	7319	3967	3352	1477	633	844	20.18	15.96	25.18
DUILONGDEQING 	Naiqiong	5545	2584	2961	809	284	525	14.59	10.99	17.73
DUILONGDEQING 	Deqing	3948	1889	2059	744	271	473	18.84	14.35	22.97
DUILONGDEQING 	Ma	3078	1507	1571	1140	406	734	37.04	26.94	46.72
DUILONGDEQING 	Gurong	3986	2063	1923	1139	401	738	28.58	19.44	38.38
DUILONGDEQING 	Yangda	2644	1320	1324	1003	349	654	37.93	26.44	49.40
DUILONGDEQING 	Liuwu	2692	1406	1286	532	204	328	19.76	14.51	25.51
DAZI 	Total	17353	8700	8653	4532	1634	2898	26.12	18.78	33.49
DAZI 	Deqing	5140	2514	2626	1323	487	836	25.74	19.37	31.84
DAZI 	Tajie	2025	975	1050	527	188	339	26.02	19.28	32.29
DAZI 	Zhangduo	2850	1607	1243	746	259	487	26.18	16.12	39.18
DAZI 	Tangga	3149	1549	1600	878	293	585	27.88	18.92	36.56
DAZI 	Xue	1657	805	852	428	157	271	25.83	19.5	31.81
DAZI 	Bangdui	2532	1250	1282	630	250	380	24.88	20	29.64
MOZHUGONGKA 	Total	25246	12707	12539	12134	4142	7992	48.06	32.60	63.74
MOZHUGONGKA 	Gongka	3703	1884	1819	1135	344	791	30.65	18.26	43.49
MOZHUGONGKA 	Jiama	1947	1009	938	1063	414	649	54.60	41.03	69.19
MOZHUGONGKA 	Tangjia	3688	1815	1873	2035	686	1349	55.18	37.80	72.02
MOZHUGONGKA 	Zhaxigang	4166	2137	2029	1773	672	1101	42.56	31.45	54.26
MOZHUGONGKA 	Nimajiangre	4692	2371	2321	2488	842	1646	53.03	35.51	70.92
MOZHUGONGKA 	Zhaxue	4058	2020	2038	2340	753	1587	57.66	37.28	77.87
MOZHUGONGKA 	Riduo	1072	531	541	624	228	396	58.21	42.94	73.20
MOZHUGONGKA 	Menba	1920	940	980	676	203	473	35.21	21.60	48.27
CHANGDU 	Total	68852	36152	32700	25265	7659	17606	36.69	21.19	53.84
CHANGDU 	Chengguan	24738	13758	10980	5417	1728	3689	21.90	12.56	33.60
CHANGDU 	Karuo	3060	1730	1330	663	153	510	21.67	8.84	38.35
CHANGDU 	Eluo	3833	1975	1858	1586	480	1106	41.38	24.30	59.53
CHANGDU 	Mangda	4403	2313	2090	2257	825	1432	51.26	35.67	68.52
CHANGDU 	Shagong	3247	1583	1664	1466	342	1124	45.15	21.60	67.55
CHANGDU 	Ruoba	2112	1085	1027	1217	406	811	57.62	37.42	78.97
CHANGDU 	Aixi	2864	1457	1407	1415	442	973	49.41	30.34	69.15
CHANGDU 	Ruyi	1772	864	908	799	272	527	45.09	31.48	58.04
