V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
DONGSHAN 	Total	47162	23268	23894	26311	14017	12294	4101	2300	1801	13.48	14.10	12.78
DONGSHAN 	Donghu	6023	2902	3121	3579	1868	1711	486	259	227	11.96	12.18	11.71
DONGSHAN 	Nonglin	4055	1936	2119	2332	1192	1140	130	72	58	5.28	5.70	4.84
DONGSHAN 	Meihuacun	4836	2419	2417	2920	1591	1329	274	157	117	8.58	8.98	8.09
DONGSHAN 	Huanghuagang	7027	3610	3417	4131	2197	1934	370	183	187	8.22	7.69	8.82
DONGSHAN 	Huale	3685	1826	1859	2207	1166	1041	201	116	85	8.35	9.05	7.55
DONGSHAN 	Jianshe	3878	1916	1962	2105	1134	971	454	245	209	17.74	17.77	17.71
DONGSHAN 	Datang	3697	1783	1914	1889	993	896	460	268	192	19.58	21.25	17.65
DONGSHAN 	Zhuguang	5029	2507	2522	2370	1321	1049	755	444	311	24.16	25.16	22.87
DONGSHAN 	Dadong	5871	2825	3046	3041	1596	1445	682	402	280	18.32	20.12	16.23
DONGSHAN 	Baiyun	3061	1544	1517	1737	959	778	289	154	135	14.26	13.84	14.79
LIWAN 	Total	39641	19655	19986	19656	11149	8507	5357	3044	2313	21.42	21.45	21.38
LIWAN 	Jinhua	4183	2047	2136	2008	1106	902	724	397	327	26.5	26.41	26.61
LIWAN 	Lingnan	2969	1487	1482	1389	798	591	486	269	217	25.92	25.21	26.86
LIWAN 	Nanyuan	4600	2304	2296	2313	1343	970	558	299	259	19.44	18.21	21.07
LIWAN 	Caihong	3802	1897	1905	1985	1106	879	510	298	212	20.44	21.23	19.43
LIWAN 	Duobao	3084	1586	1498	1573	936	637	214	129	85	11.98	12.11	11.77
LIWAN 	Longjin	3307	1622	1685	1458	810	648	564	339	225	27.89	29.5	25.77
LIWAN 	Xicun	3416	1693	1723	1793	1013	780	402	228	174	18.31	18.37	18.24
LIWAN 	Zhanqian	2898	1488	1410	1631	952	679	265	146	119	13.98	13.30	14.91
