V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
XIAODIAN 	Total	39036	19617	19419	20990	12670	8320	1559	852	707	6.91	6.30	7.83
XIAODIAN 	Wucheng	8514	4333	4181	3723	2046	1677	319	181	138	7.89	8.13	7.60
XIAODIAN 	Yingpan	6734	3348	3386	3824	2123	1701	348	193	155	8.34	8.33	8.35
XIAODIAN 	Beiying	3134	1525	1609	1431	842	589	264	136	128	15.58	13.91	17.85
XIAODIAN 	Pingyang	6186	3106	3080	3447	2066	1381	286	173	113	7.66	7.73	7.56
XIAODIAN 	Huangling	3292	1539	1753	1589	996	593	136	62	74	7.88	5.86	11.09
XIAODIAN 	Xiaodian	4263	2196	2067	2703	1666	1037	108	55	53	3.84	3.20	4.86
XIAODIAN 	Beige	2731	1501	1230	1971	1341	630	42	20	22	2.09	1.47	3.37
XIAODIAN 	Xiwenzhuang	1964	959	1005	882	621	261	16	12	4	1.78	1.90	1.51
XIAODIAN 	Liujiabao	2218	1110	1108	1420	969	451	40	20	20	2.74	2.02	4.25
YINGZE 	Total	38106	18514	19592	22332	12167	10165	1876	941	935	7.75	7.18	8.42
YINGZE 	Liuxang	2851	1406	1445	1744	949	795	146	81	65	7.72	7.86	7.56
YINGZE 	Wenmiao	5302	2562	2740	3066	1693	1373	273	134	139	8.18	7.33	9.19
YINGZE 	Miaoqian	5425	2647	2778	3378	1777	1601	276	135	141	7.55	7.06	8.09
YINGZE 	Yingze	8022	3809	4213	4234	2241	1993	333	148	185	7.29	6.20	8.49
YINGZE 	Qiaodong	9463	4596	4867	5309	2946	2363	547	280	267	9.34	8.68	10.15
YINGZE 	Laojunying	4801	2303	2498	3103	1581	1522	208	102	106	6.28	6.06	6.51
YINGZE 	Haozhuang	2046	1071	975	1374	881	493	86	55	31	5.89	5.88	5.92
YINGZE 	Mengjiajing	196	120	76	124	99	25	7	6	1	5.34	5.71	3.85
XINGHUALING 	Total	42022	21191	20831	24385	13912	10473	2356	1229	1127	8.81	8.12	9.72
XINGHUALING 	Julun	6160	3103	3057	3703	2093	1610	316	154	162	7.86	6.85	9.14
XINGHUALING 	Sanqiao	6493	3207	3286	3605	1915	1690	450	242	208	11.10	11.22	10.96
XINGHUALING 	Gulou	2588	1232	1356	1556	823	733	111	56	55	6.66	6.37	6.98
XINGHUALING 	Xinghualing	2493	1185	1308	1554	795	759	153	73	80	8.96	8.41	9.54
XINGHUALING 	Balingqiao	2699	1358	1341	1572	858	714	192	103	89	10.88	10.72	11.08
