V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
DONGSHI 	Total	20319	10359	9960	10744	6283	4461	3296	1289	2007	23.48	17.02	31.03
DONGSHI 	Mingguanglu	1883	910	973	1087	567	520	155	69	86	12.48	10.85	14.19
DONGSHI 	Chezhan	1584	839	745	645	401	244	422	171	251	39.55	29.90	50.71
DONGSHI 	Shenglilu	1086	557	529	556	328	228	125	48	77	18.36	12.77	25.25
DONGSHI 	Sanlijie	2974	1530	1444	1652	994	658	401	124	277	19.53	11.09	29.63
DONGSHI 	Tonglinglu	3412	1723	1689	1659	962	697	677	298	379	28.98	23.65	35.22
DONGSHI 	Qilizhan	2359	1214	1145	1325	789	536	336	107	229	20.23	11.94	29.93
DONGSHI 	Hongguang	2769	1428	1341	1539	922	617	401	134	267	20.67	12.69	30.20
DONGSHI 	Hepinglu	1768	899	869	963	554	409	310	136	174	24.35	19.71	29.85
DONGSHI 	Datonglu	2484	1259	1225	1318	766	552	469	202	267	26.25	20.87	32.60
ZHONGSHI 	Total	19752	9899	9853	11658	6556	5102	1940	718	1222	14.27	9.87	19.32
ZHONGSHI 	Shouchun	1116	526	590	635	327	308	97	41	56	13.25	11.14	15.38
ZHONGSHI 	Gulou	664	332	332	405	230	175	36	17	19	8.16	6.88	9.79
ZHONGSHI 	Xiaoyaojin	627	317	310	388	220	168	42	17	25	9.77	7.17	12.95
ZHONGSHI 	Sanpailou	1472	707	765	933	495	438	84	32	52	8.26	6.07	10.61
ZHONGSHI 	Xianqiao	770	394	376	365	212	153	92	38	54	20.13	15.20	26.09
ZHONGSHI 	Yimin	2327	1164	1163	1300	753	547	374	129	245	22.34	14.63	30.93
ZHONGSHI 	Anqinglu	2884	1485	1399	1683	907	776	166	92	74	8.98	9.21	8.71
ZHONGSHI 	Guangming	1896	937	959	1116	597	519	109	49	60	8.90	7.59	10.36
ZHONGSHI 	Bozhoulu	2932	1489	1443	1709	975	734	282	147	135	14.16	13.10	15.54
ZHONGSHI 	Shuanggang	5064	2548	2516	3124	1840	1284	658	156	502	17.40	7.82	28.11
XISHI 	Total	32884	17603	15281	15858	8866	6992	1683	743	940	9.59	7.73	11.85
XISHI 	Sanlian	3046	1757	1289	1248	696	552	110	57	53	8.10	7.57	8.76
XISHI 	Chaohulu	1762	945	817	1063	623	440	67	28	39	5.93	4.30	8.14
XISHI 	Baohe	4538	2555	1983	1854	1002	852	261	113	148	12.34	10.13	14.80
XISHI 	Wuhulu	4121	2070	2051	2456	1411	1045	261	104	157	9.61	6.86	13.06
XISHI 	Nanqilizhan	4442	2206	2236	2500	1388	1112	414	175	239	14.21	11.20	17.69
XISHI 	Cun	5581	3164	2417	2157	1176	981	125	55	70	5.48	4.47	6.66
XISHI 	Huposhanzhuang	1477	745	732	1055	574	481	45	22	23	4.09	3.69	4.56
XISHI 	Xiyuanxincun	3109	1642	1467	1231	687	544	88	40	48	6.67	5.5	8.11
XISHI 	Shushanlu	4808	2519	2289	2294	1309	985	312	149	163	11.97	10.22	14.20
HEFEI JIAOQU 	Total	60735	31678	29057	39111	22755	16356	2373	1283	1090	5.72	5.34	6.25
HEFEI JIAOQU 	Xinghuacun	8355	4304	4051	5297	3086	2211	380	214	166	6.69	6.48	6.98
HEFEI JIAOQU 	Qilitang	3064	1543	1521	2081	1214	867	173	90	83	7.68	6.90	8.74
HEFEI JIAOQU 	Changqing	12966	6983	5983	8037	4775	3262	549	297	252	6.39	5.86	7.17
HEFEI JIAOQU 	Daxing	2904	1518	1386	1897	1122	775	161	97	64	7.82	7.96	7.63
HEFEI JIAOQU 	Dayang	1966	968	998	1325	708	617	53	31	22	3.85	4.19	3.44
HEFEI JIAOQU 	Luogang	5794	2971	2823	3505	2021	1484	227	110	117	6.08	5.16	7.31
HEFEI JIAOQU 	Yixing	2868	1484	1384	1513	921	592	69	42	27	4.36	4.36	4.36
HEFEI JIAOQU 	Yicheng	1849	945	904	1435	766	669	34	23	11	2.31	2.92	1.62
HEFEI JIAOQU 	Chengdong	5503	2847	2656	3738	2252	1486	260	144	116	6.5	6.01	7.24
HEFEI JIAOQU 	Daxu	1707	866	841	1340	711	629	27	16	11	1.98	2.20	1.72
HEFEI JIAOQU 	Sanshigang	864	434	430	723	373	350	11	6	5	1.5	1.58	1.41
HEFEI JIAOQU 	Xinzhanzonghekaifashiyanqu	2248	1194	1054	1596	975	621	64	35	29	3.86	3.47	4.46
HEFEI JIAOQU 	Gaoxinjishuchanyekaifaqu	7948	4186	3762	4684	2725	1959	310	150	160	6.21	5.22	7.55
HEFEI JIAOQU 	Jingjijishukaifaqu	2699	1435	1264	1940	1106	834	55	28	27	2.76	2.47	3.14
CHANGFENG 	Total	61464	31498	29966	51092	27153	23939	563	297	266	1.09	1.08	1.10
CHANGFENG 	Shuihu	4697	2385	2312	3313	1836	1477	161	80	81	4.63	4.18	5.20
CHANGFENG 	Caoan	2060	1080	980	1730	939	791	20	10	10	1.14	1.05	1.25
CHANGFENG 	Yanggong	2040	1057	983	1771	931	840	10	6	4	0.56	0.64	0.47
CHANGFENG 	Zhuangmu	1510	770	740	1217	667	550	18	5	13	1.46	0.74	2.31
CHANGFENG 	Yangmiao	2319	1186	1133	1964	1039	925	16	8	8	0.81	0.76	0.86
CHANGFENG 	Wushan	2856	1453	1403	2341	1227	1114	25	13	12	1.06	1.05	1.07
CHANGFENG 	Gangji	1914	966	948	1629	847	782	27	17	10	1.63	1.97	1.26
CHANGFENG 	Shuangdun	2748	1397	1351	2155	1190	965	37	22	15	1.69	1.82	1.53
CHANGFENG 	Xiatang	3039	1550	1489	2434	1293	1141	46	25	21	1.85	1.90	1.81
CHANGFENG 	Zhuxang	2639	1356	1283	2173	1146	1027	23	14	9	1.05	1.21	0.87
