V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
YINCHUAN CHENGQU 	Total	282273	142940	139333	21909	13384	8525	260364	129556	130808	92.24	90.64	93.88
YINCHUAN CHENGQU 	Shenglijie	51200	27600	23600	5599	3621	1978	45601	23979	21622	89.06	86.88	91.62
YINCHUAN CHENGQU 	Zhongshannanjie	22563	11591	10972	2938	1872	1066	19625	9719	9906	86.98	83.85	90.28
YINCHUAN CHENGQU 	Yuhuanggebeijie	38116	18849	19267	2874	1600	1274	35242	17249	17993	92.46	91.51	93.39
YINCHUAN CHENGQU 	Wenhuajie	26330	13037	13293	1162	657	505	25168	12380	12788	95.59	94.96	96.20
YINCHUAN CHENGQU 	Jiefangxijie	42550	21132	21418	1753	923	830	40797	20209	20588	95.88	95.63	96.12
YINCHUAN CHENGQU 	Qianjinjie	17904	8714	9190	1215	694	521	16689	8020	8669	93.21	92.04	94.33
YINCHUAN CHENGQU 	Funingjie	37340	18832	18508	2545	1721	824	34795	17111	17684	93.18	90.86	95.55
YINCHUAN CHENGQU 	Xinhuajie	14641	7275	7366	1372	816	556	13269	6459	6810	90.63	88.78	92.45
YINCHUAN CHENGQU 	Fenghuangbeijie	31629	15910	15719	2451	1480	971	29178	14430	14748	92.25	90.70	93.82
YINCHUAN XINCHENGQU 	Total	247421	125771	121650	47230	25323	21907	200191	100448	99743	80.91	79.87	81.99
YINCHUAN XINCHENGQU 	Xinchengdongjie	27181	13598	13583	3687	2089	1598	23494	11509	11985	86.44	84.64	88.24
YINCHUAN XINCHENGQU 	Tiedongjie	21442	10789	10653	2647	1430	1217	18795	9359	9436	87.66	86.75	88.58
YINCHUAN XINCHENGQU 	Xihuayuanlu	43539	22196	21343	6998	3728	3270	36541	18468	18073	83.93	83.20	84.68
YINCHUAN XINCHENGQU 	Beijingxilu	29932	14854	15078	4243	2110	2133	25689	12744	12945	85.82	85.80	85.85
YINCHUAN XINCHENGQU 	Wenchanglu	27437	14495	12942	3544	2079	1465	23893	12416	11477	87.08	85.66	88.68
YINCHUAN XINCHENGQU 	Shuofanglu	68160	34207	33953	15877	8208	7669	52283	25999	26284	76.71	76	77.41
YINCHUAN XINCHENGQU 	Ninghualu	29730	15632	14098	10234	5679	4555	19496	9953	9543	65.58	63.67	67.69
YINCHUAN JIAOQU 	Total	264674	139918	124756	201919	108212	93707	62755	31706	31049	23.71	22.66	24.89
YINCHUAN JIAOQU 	Luhua	17860	9308	8552	16213	8381	7832	1647	927	720	9.22	9.96	8.42
YINCHUAN JIAOQU 	Liangtian	26255	13926	12329	18247	9810	8437	8008	4116	3892	30.5	29.56	31.57
YINCHUAN JIAOQU 	Yinxin	43183	22712	20471	25261	13670	11591	17922	9042	8880	41.5	39.81	43.38
YINCHUAN JIAOQU 	Honghua	78219	42619	35600	57427	32299	25128	20792	10320	10472	26.58	24.21	29.42
YINCHUAN JIAOQU 	Manchun	20915	11246	9669	18064	9852	8212	2851	1394	1457	13.63	12.40	15.07
YINCHUAN JIAOQU 	Daxin	22757	11570	11187	13791	7219	6572	8966	4351	4615	39.40	37.61	41.25
YINCHUAN JIAOQU 	Zhangzheng	11144	5666	5478	10662	5386	5276	482	280	202	4.33	4.94	3.69
YINCHUAN JIAOQU 	Yonggu	6881	3510	3371	6654	3386	3268	227	124	103	3.30	3.53	3.06
YINCHUAN JIAOQU 	Tonggui	11484	5751	5733	11045	5463	5582	439	288	151	3.82	5.01	2.63
YINCHUAN JIAOQU 	Lucaowa	25976	13610	12366	24555	12746	11809	1421	864	557	5.47	6.35	4.5
YONGNING 	Total	188817	97245	91572	155987	79838	76149	32830	17407	15423	17.39	17.90	16.84
YONGNING 	Yanghe	21595	11053	10542	2593	1240	1353	19002	9813	9189	87.99	88.78	87.17
YONGNING 	Lijun	17961	9216	8745	17132	8730	8402	829	486	343	4.62	5.27	3.92
YONGNING 	Wangyuan	17404	9005	8399	15154	7813	7341	2250	1192	1058	12.93	13.24	12.60
YONGNING 	Rencun	14448	7440	7008	14093	7223	6870	355	217	138	2.46	2.92	1.97
YONGNING 	Wanghong	17168	8875	8293	16659	8574	8085	509	301	208	2.96	3.39	2.51
YONGNING 	Zenggang	17199	8724	8475	16920	8555	8365	279	169	110	1.62	1.94	1.30
