V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
DONGCHENG 	Total	475210	238424	236786	17772	2325	15447	3.74	0.98	6.52
DONGCHENG 	Donghuamen	55396	28149	27247	1490	156	1334	2.69	0.55	4.90
DONGCHENG 	Jingshan	33104	16534	16570	1474	200	1274	4.45	1.21	7.69
DONGCHENG 	Jiaodaokou	36028	19214	16814	1452	194	1258	4.03	1.01	7.48
DONGCHENG 	Andingmen	39382	19391	19991	1721	215	1506	4.37	1.11	7.53
DONGCHENG 	Beixinqiao	58120	28920	29200	2776	434	2342	4.78	1.5	8.02
DONGCHENG 	Dongsi	35906	17736	18170	1671	223	1448	4.65	1.26	7.97
DONGCHENG 	Chaoyangmen	30917	15665	15252	1119	108	1011	3.62	0.69	6.63
DONGCHENG 	Jianguomen	51653	25759	25894	1755	229	1526	3.40	0.89	5.89
DONGCHENG 	Dongzhimen	42827	21608	21219	1485	180	1305	3.47	0.83	6.15
DONGCHENG 	Hepingli	91877	45448	46429	2829	386	2443	3.08	0.85	5.26
XICHENG 	Total	629371	320332	309039	19335	2486	16849	3.07	0.78	5.45
XICHENG 	Xichanganjie	50761	25324	25437	1778	186	1592	3.5	0.73	6.26
XICHENG 	Changqiao	61187	30476	30711	2099	268	1831	3.43	0.88	5.96
XICHENG 	Xinjiekou	62670	33262	29408	2310	264	2046	3.69	0.79	6.96
XICHENG 	Fusuijing	57212	28306	28906	2075	285	1790	3.63	1.01	6.19
XICHENG 	Fengsheng	36893	18898	17995	1357	174	1183	3.68	0.92	6.57
XICHENG 	Erlonglu	39355	19983	19372	1069	137	932	2.72	0.69	4.81
XICHENG 	Yuetan	100809	50863	49946	2205	268	1937	2.19	0.53	3.88
XICHENG 	Fuchengmenwai	56722	29586	27136	1488	199	1289	2.62	0.67	4.75
XICHENG 	Zhanlanlu	68714	35466	33248	2277	345	1932	3.31	0.97	5.81
XICHENG 	Deshengmenwai	95048	48168	46880	2677	360	2317	2.82	0.75	4.94
CHONGWEN 	Total	305305	152136	153169	15715	1936	13779	5.15	1.27	9
CHONGWEN 	Qianmen	31070	15131	15939	1702	204	1498	5.48	1.35	9.40
CHONGWEN 	Chongwenmenwai	23999	11906	12093	1186	108	1078	4.94	0.91	8.91
CHONGWEN 	Donghuashi	43214	21651	21563	2039	269	1770	4.72	1.24	8.21
CHONGWEN 	Longtan	46526	23096	23430	2343	298	2045	5.04	1.29	8.73
CHONGWEN 	Tiyuguanlu	40385	20353	20032	1930	247	1683	4.78	1.21	8.40
CHONGWEN 	Tiantan	50739	25163	25576	2956	364	2592	5.83	1.45	10.13
CHONGWEN 	Yongdingmenwai	69372	34836	34536	3559	446	3113	5.13	1.28	9.01
XUANWU 	Total	468658	242478	226180	18309	2669	15640	3.91	1.10	6.91
XUANWU 	Dashanlan	38434	19847	18587	1426	142	1284	3.71	0.72	6.91
XUANWU 	Tianqiao	40517	20082	20435	1921	209	1712	4.74	1.04	8.38
XUANWU 	Chunshu	35336	17652	17684	1343	140	1203	3.80	0.79	6.80
XUANWU 	Taoranting	47075	23090	23985	2373	308	2065	5.04	1.33	8.61
XUANWU 	Guangnei	71734	35788	35946	2781	385	2396	3.88	1.08	6.67
XUANWU 	Niujie	42248	22151	20097	1375	158	1217	3.25	0.71	6.06
XUANWU 	Baizhifang	75546	38602	36944	2818	353	2465	3.73	0.91	6.67
XUANWU 	Guangwai	101050	51719	49331	3486	460	3026	3.45	0.89	6.13
XUANWU 	Qinghe	16718	13547	3171	786	514	272	4.70	3.79	8.58
CHAOYANG 	Total	2040230	1085494	954736	63125	11181	51944	3.09	1.03	5.44
CHAOYANG 	Jianwai	45222	22914	22308	1390	176	1214	3.07	0.77	5.44
CHAOYANG 	Chaowai	40928	22083	18845	1305	214	1091	3.19	0.97	5.79
CHAOYANG 	Hujialou	58490	28961	29529	1630	167	1463	2.79	0.58	4.95
CHAOYANG 	Sanlitun	46267	24923	21344	1121	123	998	2.42	0.49	4.68
CHAOYANG 	Zuojiazhuang	74735	37116	37619	2048	261	1787	2.74	0.70	4.75
CHAOYANG 	Xiangheyuan	46143	24033	22110	959	145	814	2.08	0.60	3.68
CHAOYANG 	Hepingjie	85644	43344	42300	1750	234	1516	2.04	0.54	3.58
CHAOYANG 	Anzhen	62657	31595	31062	1290	151	1139	2.06	0.48	3.67
CHAOYANG 	Yayuncun	60998	32490	28508	1116	152	964	1.83	0.47	3.38
CHAOYANG 	Xiaoguan	50753	26242	24511	969	145	824	1.91	0.55	3.36
CHAOYANG 	Saxianqiao	65888	35631	30257	1262	144	1118	1.92	0.40	3.70
CHAOYANG 	Maizidian	31272	16471	14801	841	162	679	2.69	0.98	4.59
CHAOYANG 	Tuanjiehu	36480	17943	18537	814	102	712	2.23	0.57	3.84
CHAOYANG 	Liulitun	68097	34695	33402	2473	384	2089	3.63	1.11	6.25
CHAOYANG 	Balizhuang	73093	35490	37603	2335	314	2021	3.19	0.88	5.37
CHAOYANG 	Shuangjing	61188	32161	29027	2516	355	2161	4.11	1.10	7.44
CHAOYANG 	Jingsong	65410	33635	31775	1898	253	1645	2.90	0.75	5.18
CHAOYANG 	Panjiayuan	88991	44879	44112	2783	402	2381	3.13	0.90	5.40
CHAOYANG 	Fatou	23812	12590	11222	742	108	634	3.12	0.86	5.65
CHAOYANG 	Guanzhuang	74081	36775	37306	1575	224	1351	2.13	0.61	3.62
CHAOYANG 	Jichang	23415	12475	10940	273	28	245	1.17	0.22	2.24
CHAOYANG 	Wangjing	81546	46137	35409	1933	393	1540	2.37	0.85	4.35
CHAOYANG 	Nanmofang	62502	35532	26970	2328	515	1813	3.72	1.45	6.72
CHAOYANG 	Gaobeidian	50568	28201	22367	1627	328	1299	3.22	1.16	5.81
CHAOYANG 	Jiangtai	29611	15519	14092	853	139	714	2.88	0.90	5.07
CHAOYANG 	Taiyanggong	50859	28074	22785	1144	236	908	2.25	0.84	3.99
CHAOYANG 	Datun	85398	46137	39261	1614	295	1319	1.89	0.64	3.36
CHAOYANG 	Xiaohongmen	31297	16947	14350	1532	345	1187	4.90	2.04	8.27
CHAOYANG 	Shibalidian	74969	44352	30617	3086	772	2314	4.12	1.74	7.56
CHAOYANG 	Wangsiying	21010	11869	9141	872	199	673	4.15	1.68	7.36
CHAOYANG 	Pingfang	32908	18494	14414	1372	341	1031	4.17	1.84	7.15
CHAOYANG 	Dongfeng	52098	29920	22178	2426	615	1811	4.66	2.06	8.17
CHAOYANG 	Wali	38114	21348	16766	1708	436	1272	4.48	2.04	7.59
CHAOYANG 	Laiguangying	45007	25304	19703	1515	351	1164	3.37	1.39	5.91
CHAOYANG 	Jinzhan	11423	6077	5346	623	102	521	5.45	1.68	9.75
CHAOYANG 	Dongba	33584	18343	15241	1615	356	1259	4.81	1.94	8.26
CHAOYANG 	Louzizhuang	15317	8258	7059	905	202	703	5.91	2.45	9.96
CHAOYANG 	Huanggang	8293	4509	3784	483	93	390	5.82	2.06	10.31
CHAOYANG 	Cuigezhuang	11932	6376	5556	649	122	527	5.44	1.91	9.49
CHAOYANG 	Sunhe	14025	8046	5979	820	155	665	5.85	1.93	11.12
CHAOYANG 	Nangao	19962	11847	8115	856	141	715	4.29	1.19	8.81
CHAOYANG 	Changying	16383	9248	7135	782	207	575	4.77	2.24	8.06
CHAOYANG 	Sanjianfang	20528	11259	9269	865	154	711	4.21	1.37	7.67
CHAOYANG 	Guanzhuang	20374	10923	9451	1084	180	904	5.32	1.65	9.57
CHAOYANG 	Dougezhuang	10799	6754	4045	466	100	366	4.32	1.48	9.05
CHAOYANG 	Heizhuanghu	18159	9574	8585	877	160	717	4.83	1.67	8.35
FENGTAI 	Total	1204944	634094	570850	50444	9231	41213	4.19	1.46	7.22
FENGTAI 	Youanmen	65352	33424	31928	2790	456	2334	4.27	1.36	7.31
FENGTAI 	Taipingqiao	35805	19232	16573	925	143	782	2.58	0.74	4.72
FENGTAI 	Xiluoyuan	67805	34331	33474	2465	391	2074	3.64	1.14	6.20
FENGTAI 	Dahongmen	74714	38042	36672	3526	594	2932	4.72	1.56	8
FENGTAI 	Nanyuan	33327	17793	15534	1864	359	1505	5.59	2.02	9.69
FENGTAI 	Donggaodi	43565	22679	20886	1064	109	955	2.44	0.48	4.57
FENGTAI 	Dongtiejiangying	97931	50877	47054	4222	684	3538	4.31	1.34	7.52
FENGTAI 	Lugouqiao	81823	42663	39160	3094	550	2544	3.78	1.29	6.5
FENGTAI 	Fengtai	89432	44234	45198	3663	466	3197	4.10	1.05	7.07
FENGTAI 	Xincun	60396	32352	28044	2466	408	2058	4.08	1.26	7.34
FENGTAI 	Changxindian	68401	35054	33347	3133	412	2721	4.58	1.18	8.16
FENGTAI 	Yungang	28966	15060	13906	958	200	758	3.31	1.33	5.45
FENGTAI 	Fangzhuang	59538	31034	28504	1217	200	1017	2.04	0.64	3.57
FENGTAI 	Wanping	17909	9818	8091	946	177	769	5.28	1.80	9.5
FENGTAI 	Majiabao	43062	21767	21295	1656	248	1408	3.85	1.14	6.61
FENGTAI 	Heyi	20199	10657	9542	1097	173	924	5.43	1.62	9.68
FENGTAI 	Lugouqiao	100351	57363	42988	4084	947	3137	4.07	1.65	7.30
FENGTAI 	Hua	80197	44302	35895	3698	889	2809	4.61	2.01	7.83
FENGTAI 	Nanyuan	75553	40477	35076	3637	873	2764	4.81	2.16	7.88
FENGTAI 	Changxindian	27292	14792	12500	1663	378	1285	6.09	2.56	10.28
FENGTAI 	Wangzuo	31133	16853	14280	2135	536	1599	6.86	3.18	11.20
FENGTAI 	Laozhuangzi	2193	1290	903	141	38	103	6.43	2.95	11.41
SHIJINGSHAN 	Total	430235	229445	200790	17068	3104	13964	3.97	1.35	6.95
SHIJINGSHAN 	Babaoshan	88223	47118	41105	2678	501	2177	3.04	1.06	5.30
SHIJINGSHAN 	Laoshan	33665	17708	15957	1238	250	988	3.68	1.41	6.19
SHIJINGSHAN 	Bajiao	62744	33154	29590	2254	374	1880	3.59	1.13	6.35
SHIJINGSHAN 	Gucheng	55720	33017	22703	2577	511	2066	4.62	1.55	9.10
SHIJINGSHAN 	Pinguoyuan	71922	37573	34349	3049	559	2490	4.24	1.49	7.25
SHIJINGSHAN 	Jindingjie	54271	27149	27122	2883	463	2420	5.31	1.71	8.92
SHIJINGSHAN 	Guangning	12741	6996	5745	670	125	545	5.26	1.79	9.49
SHIJINGSHAN 	Wulituo	26734	13748	12986	1141	229	912	4.27	1.67	7.02
SHIJINGSHAN 	Shougangqianankuangqu	24215	12982	11233	578	92	486	2.39	0.71	4.33
HAIDIAN 	Total	2004043	1072390	931653	45904	7849	38055	2.29	0.73	4.08
HAIDIAN 	Wanshoulu	128294	62684	65610	2761	347	2414	2.15	0.55	3.68
HAIDIAN 	Yongdinglu	33496	17309	16187	463	38	425	1.38	0.22	2.63
HAIDIAN 	Yangfangdian	96723	47514	49209	1971	195	1776	2.04	0.41	3.61
HAIDIAN 	Ganjiakou	100258	50474	49784	1991	309	1682	1.99	0.61	3.38
HAIDIAN 	Balizhuang	73821	36002	37819	1355	210	1145	1.84	0.58	3.03
HAIDIAN 	Zizhuyuan	122451	65640	56811	1645	225	1420	1.34	0.34	2.5
HAIDIAN 	Beixiaguan	119219	64156	55063	2153	284	1869	1.81	0.44	3.39
HAIDIAN 	Beitaipingzhuang	123095	64134	58961	2572	361	2211	2.09	0.56	3.75
HAIDIAN 	Shuangyushu	44863	24075	20788	838	99	739	1.87	0.41	3.55
HAIDIAN 	Xueyuanlu	143346	79656	63690	1667	203	1464	1.16	0.25	2.30
HAIDIAN 	Zhongguancun	51977	28824	23153	856	132	724	1.65	0.46	3.13
HAIDIAN 	Haidian	98194	52197	45997	1957	259	1698	1.99	0.5	3.69
HAIDIAN 	Qinglongqiao	68959	34369	34590	2323	490	1833	3.37	1.43	5.30
HAIDIAN 	Qinghuayuan	46299	30966	15333	297	39	258	0.64	0.13	1.68
HAIDIAN 	Yanyuan	34409	19328	15081	251	26	225	0.73	0.13	1.49
HAIDIAN 	Xiangshan	32102	16481	15621	1207	309	898	3.76	1.87	5.75
HAIDIAN 	Qinghe	62746	33337	29409	1701	290	1411	2.71	0.87	4.80
HAIDIAN 	Tiancunlu	39510	21568	17942	996	176	820	2.52	0.82	4.57
HAIDIAN 	Huayuanlu	117994	62146	55848	1908	235	1673	1.62	0.38	3
