V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
LIXIA 	Total	512056	266664	245392	14005	2049	11956	2.74	0.77	4.87
LIXIA 	Jiefanglu	27100	13293	13807	822	116	706	3.03	0.87	5.11
LIXIA 	Silijie	50844	28953	21891	1016	161	855	2	0.56	3.91
LIXIA 	Baotuquan	39817	19859	19958	954	110	844	2.40	0.55	4.23
LIXIA 	Quanchenglu	18969	10624	8345	1235	184	1051	6.51	1.73	12.59
LIXIA 	Dongmen	28424	14087	14337	1363	168	1195	4.80	1.19	8.34
LIXIA 	Dongguan	39954	19617	20337	1609	221	1388	4.03	1.13	6.82
LIXIA 	Jianzhuxincun	46648	24124	22524	1557	179	1378	3.34	0.74	6.12
LIXIA 	Wenhuadonglu	86890	45138	41752	1004	110	894	1.16	0.24	2.14
LIXIA 	Hepinglu	30033	15417	14616	601	82	519	2	0.53	3.55
LIXIA 	Dianliuxincun	36456	17944	18512	805	93	712	2.21	0.52	3.85
LIXIA 	Yaojia	106921	57608	49313	3039	625	2414	2.84	1.08	4.90
JINAN SHIZHONG 	Total	484418	244090	240328	20754	3558	17196	4.28	1.46	7.16
JINAN SHIZHONG 	Ganshiqiao	26308	12429	13879	865	80	785	3.29	0.64	5.66
JINAN SHIZHONG 	Jingerlu	8375	4200	4175	344	37	307	4.11	0.88	7.35
JINAN SHIZHONG 	Guanyijie	8081	4083	3998	482	56	426	5.96	1.37	10.66
JINAN SHIZHONG 	Weijiazhuang	15502	9826	5676	809	281	528	5.22	2.86	9.30
JINAN SHIZHONG 	Daguanyuan	13564	6706	6858	645	122	523	4.76	1.82	7.63
JINAN SHIZHONG 	Jingqilu	9904	4860	5044	348	53	295	3.51	1.09	5.85
JINAN SHIZHONG 	Chalujie	9499	4555	4944	400	51	349	4.21	1.12	7.06
JINAN SHIZHONG 	Silicun	25528	12184	13344	919	146	773	3.60	1.20	5.79
JINAN SHIZHONG 	Luoyuan	27622	13614	14008	1400	177	1223	5.07	1.30	8.73
JINAN SHIZHONG 	Wangguanzhuang	30772	15223	15549	1606	247	1359	5.22	1.62	8.74
JINAN SHIZHONG 	Erqixincun	29041	14318	14723	1488	182	1306	5.12	1.27	8.87
JINAN SHIZHONG 	Liulishan	33858	16358	17500	1043	119	924	3.08	0.73	5.28
JINAN SHIZHONG 	Qilishan	28447	13792	14655	1336	191	1145	4.70	1.38	7.81
JINAN SHIZHONG 	Yuhanlu	16767	8313	8454	313	55	258	1.87	0.66	3.05
JINAN SHIZHONG 	Shunyulu	40839	21234	19605	916	136	780	2.24	0.64	3.98
JINAN SHIZHONG 	Qixian	66907	35126	31781	2740	522	2218	4.10	1.49	6.98
JINAN SHIZHONG 	Shiliulihe	42814	21504	21310	3132	727	2405	7.32	3.38	11.29
JINAN SHIZHONG 	Dangjiazhuang	50590	25765	24825	1968	376	1592	3.89	1.46	6.41
HUAIYIN 	Total	336376	172112	164264	18458	2954	15504	5.49	1.72	9.44
HUAIYIN 	Daodejie	15364	7042	8322	971	128	843	6.32	1.82	10.13
HUAIYIN 	Xishichang	17072	8285	8787	1189	159	1030	6.96	1.92	11.72
HUAIYIN 	Zhongdahuaishu	18796	9402	9394	1071	153	918	5.70	1.63	9.77
HUAIYIN 	Zhenxingjie	29588	15523	14065	1415	223	1192	4.78	1.44	8.47
HUAIYIN 	Yingshijie	29750	15001	14749	1548	231	1317	5.20	1.54	8.93
HUAIYIN 	Wuligou	25789	12499	13290	1214	117	1097	4.71	0.94	8.25
HUAIYIN 	Qingniangongyuan	16668	8433	8235	752	123	629	4.51	1.46	7.64
HUAIYIN 	Nanxinzhuang	23917	12403	11514	948	106	842	3.96	0.85	7.31
HUAIYIN 	Kuangshan	26652	14179	12473	985	185	800	3.70	1.30	6.41
HUAIYIN 	Zhangzhuanglu	23204	11706	11498	888	147	741	3.83	1.26	6.44
HUAIYIN 	Duandianbeilu	28216	15791	12425	1297	226	1071	4.60	1.43	8.62
HUAIYIN 	Meilihu	12800	6784	6016	939	150	789	7.34	2.21	13.12
HUAIYIN 	Duandian	50785	25984	24801	3684	726	2958	7.25	2.79	11.93
HUAIYIN 	Wujiabao	17775	9080	8695	1557	280	1277	8.76	3.08	14.69
TIANQIAO 	Total	483991	247028	236963	26754	4271	22483	5.53	1.73	9.49
TIANQIAO 	Dikoulu	46264	24919	21345	1741	215	1526	3.76	0.86	7.15
TIANQIAO 	Zhijinshi	18058	8721	9337	783	79	704	4.34	0.91	7.54
TIANQIAO 	Weibeilu	10178	5768	4410	598	99	499	5.88	1.72	11.32
TIANQIAO 	Gongrenxincunbeicun	24771	11624	13147	1234	192	1042	4.98	1.65	7.93
TIANQIAO 	Guanzhaying	13772	6916	6856	1019	142	877	7.40	2.05	12.79
TIANQIAO 	Liujiazhuang	9178	4462	4716	534	69	465	5.82	1.55	9.86
TIANQIAO 	Baohuajie	12181	6000	6181	1025	141	884	8.41	2.35	14.30
TIANQIAO 	Beitan	14959	7529	7430	1019	155	864	6.81	2.06	11.63
TIANQIAO 	Gongrenxincunnancun	24526	12132	12394	1302	173	1129	5.31	1.43	9.11
TIANQIAO 	Chenjialou	12651	6142	6509	720	98	622	5.69	1.60	9.56
TIANQIAO 	Tianqiaodongjie	11420	5658	5762	705	110	595	6.17	1.94	10.33
TIANQIAO 	Wuyingshan	30016	14536	15480	1248	166	1082	4.16	1.14	6.99
TIANQIAO 	Yaoshan	16387	8090	8297	1442	320	1122	8.80	3.96	13.52
TIANQIAO 	Beiyuan	178643	94325	84318	8002	1397	6605	4.48	1.48	7.83
TIANQIAO 	Sangzidian	24183	12015	12168	2157	428	1729	8.92	3.56	14.21
TIANQIAO 	Daqiao	18635	9154	9481	2027	318	1709	10.88	3.47	18.03
TIANQIAO 	Jinjia	18169	9037	9132	1198	169	1029	6.59	1.87	11.27
LICHENG 	Total	729078	373415	355663	59848	12501	47347	8.21	3.35	13.31
LICHENG 	Hongjialou	168170	87570	80600	4894	758	4136	2.91	0.87	5.13
LICHENG 	Huashan	47667	24245	23422	3292	486	2806	6.91	2	11.98
LICHENG 	Wangsheren	93376	48297	45079	4127	494	3633	4.42	1.02	8.06
LICHENG 	Zhonggong	56499	28649	27850	7190	1900	5290	12.73	6.63	18.99
LICHENG 	Liubu	41741	21248	20493	7435	2172	5263	17.81	10.22	25.68
LICHENG 	Xiying	22621	11542	11079	3963	1186	2777	17.52	10.28	25.07
LICHENG 	Ganggou	46321	24360	21961	4153	827	3326	8.97	3.39	15.15
LICHENG 	Suncun	42461	21546	20915	3885	630	3255	9.15	2.92	15.56
LICHENG 	Guodian	37188	19354	17834	2397	310	2087	6.45	1.60	11.70
LICHENG 	Dongjia	38518	19584	18934	3660	506	3154	9.5	2.58	16.66
LICHENG 	Tangwang	46062	22683	23379	4236	672	3564	9.20	2.96	15.24
LICHENG 	Yaoqiang	38941	19125	19816	2842	427	2415	7.30	2.23	12.19
LICHENG 	Gaoer	10786	5534	5252	2147	636	1511	19.91	11.49	28.77
LICHENG 	Jinxiuchuan	14845	7612	7233	2237	683	1554	15.07	8.97	21.48
LICHENG 	Caishi	23882	12066	11816	3390	814	2576	14.19	6.75	21.80
CHANGQING 	Total	405043	201027	204016	47738	10875	36863	11.79	5.41	18.07
CHANGQING 	Changqing	80802	39374	41428	5612	944	4668	6.95	2.40	11.27
CHANGQING 	Pingandian	39948	19804	20144	4347	836	3511	10.88	4.22	17.43
CHANGQING 	Guide	60518	29950	30568	7582	1691	5891	12.53	5.65	19.27
CHANGQING 	Xiaoli	37340	18783	18557	6240	1699	4541	16.71	9.05	24.47
CHANGQING 	Gushan	28052	13994	14058	3424	732	2692	12.21	5.23	19.15
CHANGQING 	Zhangxia	35883	17862	18021	3555	746	2809	9.91	4.18	15.59
CHANGQING 	Wande	42350	21075	21275	4204	950	3254	9.93	4.51	15.29
CHANGQING 	Wufengshan	22880	11480	11400	3319	826	2493	14.51	7.20	21.87
CHANGQING 	Mashan	24663	12356	12307	3550	816	2734	14.39	6.60	22.22
CHANGQING 	Shuangquan	20478	10114	10364	3216	799	2417	15.70	7.90	23.32
CHANGQING 	Wujiazhuang	12129	6235	5894	2689	836	1853	22.17	13.41	31.44
PINGYIN 	Total	269161	132469	136692	35396	8387	27009	13.15	6.33	19.76
PINGYIN 	Pingyin	81162	40130	41032	6895	1458	5437	8.5	3.63	13.25
PINGYIN 	Meigui	14716	7320	7396	1858	486	1372	12.63	6.64	18.55
PINGYIN 	Diaoshanpo	20158	9922	10236	1493	362	1131	7.41	3.65	11.05
PINGYIN 	Donga	28457	13728	14729	3803	734	3069	13.36	5.35	20.84
PINGYIN 	Hongfanchi	19223	9391	9832	4100	1077	3023	21.33	11.47	30.75
PINGYIN 	Kongcun	20529	10147	10382	2878	620	2258	14.02	6.11	21.75
PINGYIN 	Xiaozhi	27262	13426	13836	4015	993	3022	14.73	7.40	21.84
PINGYIN 	Luanwan	16952	8445	8507	3418	944	2474	20.16	11.18	29.08
PINGYIN 	Ancheng	11822	5853	5969	2457	704	1753	20.78	12.03	29.37
PINGYIN 	Ligou	10207	5070	5137	1508	426	1082	14.77	8.40	21.06
PINGYIN 	Dianzi	18673	9037	9636	2971	583	2388	15.91	6.45	24.78
