V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
XIAODIAN 	Total	402840	204786	198054	13938	3793	10145	3.46	1.85	5.12
XIAODIAN 	Wucheng	89181	45709	43472	1094	229	865	1.23	0.5	1.99
XIAODIAN 	Yingpan	69827	34757	35070	1683	319	1364	2.41	0.92	3.89
XIAODIAN 	Beiying	31900	15779	16121	951	259	692	2.98	1.64	4.29
XIAODIAN 	Pingyang	61953	31181	30772	1223	274	949	1.97	0.88	3.08
XIAODIAN 	Huangling	32621	15434	17187	1218	328	890	3.73	2.13	5.18
XIAODIAN 	Xiaodian	47113	25629	21484	2053	606	1447	4.36	2.36	6.74
XIAODIAN 	Beige	27827	15195	12632	2239	737	1502	8.05	4.85	11.89
XIAODIAN 	Xiwenzhuang	20262	9915	10347	1124	348	776	5.55	3.51	7.5
XIAODIAN 	Liujiabao	22156	11187	10969	2353	693	1660	10.62	6.19	15.13
YINGZE 	Total	395875	198841	197034	11415	2417	8998	2.88	1.22	4.57
YINGZE 	Liuxang	28768	14245	14523	997	158	839	3.47	1.11	5.78
YINGZE 	Wenmiao	53051	26159	26892	1882	343	1539	3.55	1.31	5.72
YINGZE 	Miaoqian	54357	26797	27560	1285	175	1110	2.36	0.65	4.03
YINGZE 	Yingze	89211	46097	43114	1682	409	1273	1.89	0.89	2.95
YINGZE 	Qiaodong	96571	48085	48486	3282	691	2591	3.40	1.44	5.34
YINGZE 	Laojunying	49753	24392	25361	776	125	651	1.56	0.51	2.57
YINGZE 	Haozhuang	22180	11885	10295	1301	421	880	5.87	3.54	8.55
YINGZE 	Mengjiajing	1984	1181	803	210	95	115	10.58	8.04	14.32
XINGHUALING 	Total	432920	220512	212408	10711	1921	8790	2.47	0.87	4.14
XINGHUALING 	Julun	63609	32398	31211	2178	382	1796	3.42	1.18	5.75
XINGHUALING 	Sanqiao	65699	32147	33552	1547	226	1321	2.35	0.70	3.94
XINGHUALING 	Gulou	26907	13119	13788	779	110	669	2.90	0.84	4.85
XINGHUALING 	Xinghualing	27365	13691	13674	696	112	584	2.54	0.82	4.27
XINGHUALING 	Balingqiao	28455	14291	14164	697	113	584	2.45	0.79	4.12
XINGHUALING 	Dadongguan	35965	19313	16652	1215	244	971	3.38	1.26	5.83
XINGHUALING 	Zhigongxinjie	34939	17523	17416	82	10	72	0.23	0.06	0.41
XINGHUALING 	Dunhuafang	62945	32470	30475	2281	321	1960	3.62	0.99	6.43
XINGHUALING 	Jianhe	56200	28884	27316	96	17	79	0.17	0.06	0.29
XINGHUALING 	Yangjiayu	12831	6962	5869	721	254	467	5.62	3.65	7.96
XINGHUALING 	Zhongjianhe	12823	6956	5867	180	54	126	1.40	0.78	2.15
XINGHUALING 	Xiaofan	5182	2758	2424	239	78	161	4.61	2.83	6.64
JIANCAOPING 	Total	277867	146085	131782	11974	2947	9027	4.31	2.02	6.85
