V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
JIANGAN 	Total	719973	363353	356620	127870	67388	60482	592103	295965	296138	82.24	81.45	83.04
JIANGAN 	Shanghai	28291	13670	14621	2851	1260	1591	25440	12410	13030	89.92	90.78	89.12
JIANGAN 	Dazhi	29744	14718	15026	3306	1710	1596	26438	13008	13430	88.89	88.38	89.38
JIANGAN 	Yiyuan	22053	10919	11134	1890	934	956	20163	9985	10178	91.43	91.45	91.41
JIANGAN 	Chezhan	26529	12950	13579	3247	1487	1760	23282	11463	11819	87.76	88.52	87.04
JIANGAN 	Siwei	30038	14484	15554	2929	1307	1622	27109	13177	13932	90.25	90.98	89.57
JIANGAN 	Yongqing	31237	15565	15672	4005	1999	2006	27232	13566	13666	87.18	87.16	87.20
JIANGAN 	Xima	56881	27998	28883	3536	1648	1888	53345	26350	26995	93.78	94.11	93.46
JIANGAN 	Qiuchang	35533	17666	17867	4153	2095	2058	31380	15571	15809	88.31	88.14	88.48
JIANGAN 	Laodong	69466	34217	35249	6501	3112	3389	62965	31105	31860	90.64	90.91	90.39
JIANGAN 	Erqi	87759	45472	42287	18311	10194	8117	69448	35278	34170	79.13	77.58	80.80
JIANGAN 	Xincun	64480	32919	31561	9519	4987	4532	54961	27932	27029	85.24	84.85	85.64
JIANGAN 	Danshuichi	43809	22450	21359	5157	2728	2429	38652	19722	18930	88.23	87.85	88.63
JIANGAN 	Daishan	13738	7349	6389	4739	2619	2120	8999	4730	4269	65.5	64.36	66.82
JIANGAN 	Taibei	32753	16449	16304	4049	2129	1920	28704	14320	14384	87.64	87.06	88.22
JIANGAN 	Huaqiao	106081	53673	52408	25852	13809	12043	80229	39864	40365	75.63	74.27	77.02
JIANGAN 	Chenjiaji	5100	2694	2406	3489	1874	1615	1611	820	791	31.59	30.44	32.88
JIANGAN 	Houhu	36481	20160	16321	24336	13496	10840	12145	6664	5481	33.29	33.06	33.58
JIANGHAN 	Total	594105	305081	289024	140545	74167	66378	453560	230914	222646	76.34	75.69	77.03
JIANGHAN 	Minzu	41310	24763	16547	8359	4588	3771	32951	20175	12776	79.77	81.47	77.21
JIANGHAN 	Hualou	20799	10366	10433	3674	1836	1838	17125	8530	8595	82.34	82.29	82.38
JIANGHAN 	Shuita	19441	9552	9889	1787	878	909	17654	8674	8980	90.81	90.81	90.81
JIANGHAN 	Minquan	37309	18314	18995	5425	2674	2751	31884	15640	16244	85.46	85.40	85.52
JIANGHAN 	Manchun	25830	12588	13242	7881	3629	4252	17949	8959	8990	69.49	71.17	67.89
JIANGHAN 	Minyi	31321	15614	15707	3980	2036	1944	27341	13578	13763	87.29	86.96	87.62
JIANGHAN 	Xinhua	38351	19053	19298	3342	1627	1715	35009	17426	17583	91.29	91.46	91.11
JIANGHAN 	Wansong	94414	47291	47123	14568	7901	6667	79846	39390	40456	84.57	83.29	85.85
JIANGHAN 	Tangjiadun	77104	39478	37626	24762	12806	11956	52342	26672	25670	67.88	67.56	68.22
JIANGHAN 	Beihu	31034	15581	15453	3010	1654	1356	28024	13927	14097	90.30	89.38	91.23
JIANGHAN 	Qianjin	25383	12514	12869	2919	1405	1514	22464	11109	11355	88.5	88.77	88.24
JIANGHAN 	Changqing	78456	41535	36921	33735	18590	15145	44721	22945	21776	57	55.24	58.98
JIANGHAN 	Hanxing	73353	38432	34921	27103	14543	12560	46250	23889	22361	63.05	62.16	64.03
硚口 	Total	683294	341048	342246	189684	92183	97501	493610	248865	244745	72.24	72.97	71.51
硚口 	Yijiadun	88795	45012	43783	16607	8623	7984	72188	36389	35799	81.30	80.84	81.76
硚口 	Hanjiadun	55461	29388	26073	8437	4705	3732	47024	24683	22341	84.79	83.99	85.69
硚口 	Zongguan	50081	26177	23904	10655	6323	4332	39426	19854	19572	78.72	75.85	81.88
硚口 	Hanshuiqiao	64766	32730	32036	10948	5835	5113	53818	26895	26923	83.10	82.17	84.04
硚口 	Baofeng	63675	31180	32495	6181	3008	3173	57494	28172	29322	90.29	90.35	90.24
硚口 	Ronghua	44804	21955	22849	5765	2739	3026	39039	19216	19823	87.13	87.52	86.76
硚口 	Chongren	40295	19029	21266	11200	4491	6709	29095	14538	14557	72.20	76.40	68.45
硚口 	Hanzhong	27792	14504	13288	5969	3051	2918	21823	11453	10370	78.52	78.96	78.04
硚口 	Hanzheng	135353	63786	71567	67288	29193	38095	68065	34593	33472	50.29	54.23	46.77
硚口 	Liujiaoting	44788	21093	23695	14175	6037	8138	30613	15056	15557	68.35	71.38	65.66
硚口 	Changfeng	67484	36194	31290	32459	18178	14281	35025	18016	17009	51.90	49.78	54.36
HANYANG 	Total	504175	259365	244810	125128	64279	60849	379047	195086	183961	75.18	75.22	75.14
HANYANG 	Cuiwei	50426	26978	23448	7474	3814	3660	42952	23164	19788	85.18	85.86	84.39
HANYANG 	Jianqiao	47107	23207	23900	5184	2633	2551	41923	20574	21349	89	88.65	89.33
HANYANG 	Wulidun	64180	32959	31221	11382	6090	5292	52798	26869	25929	82.27	81.52	83.05
HANYANG 	Qingchuan	24385	11220	13165	5853	2273	3580	18532	8947	9585	76	79.74	72.81
HANYANG 	Yuehu	38679	20315	18364	6889	3097	3792	31790	17218	14572	82.19	84.76	79.35
HANYANG 	Yingwu	46563	23957	22606	6643	3542	3101	39920	20415	19505	85.73	85.22	86.28
HANYANG 	Zhoutou	38721	19803	18918	6466	3318	3148	32255	16485	15770	83.30	83.24	83.36
HANYANG 	Qinduankou	57027	29499	27528	15078	8169	6909	41949	21330	20619	73.56	72.31	74.90
HANYANG 	Jianghanerqiao	44862	22438	22424	3029	1372	1657	41833	21066	20767	93.25	93.89	92.61
HANYANG 	Jiangdi	27022	14281	12741	17987	9399	8588	9035	4882	4153	33.44	34.19	32.60
HANYANG 	Yongfeng	58951	31419	27532	33607	17711	15896	25344	13708	11636	42.99	43.63	42.26
HANYANG 	Wuhanliangzhongchang	6252	3289	2963	5536	2861	2675	716	428	288	11.45	13.01	9.72
WUCHANG 	Total	971932	497811	474121	117265	63217	54048	854667	434594	420073	87.93	87.30	88.60
WUCHANG 	Jiyuqiao	37449	18837	18612	4743	2570	2173	32706	16267	16439	87.33	86.36	88.32
WUCHANG 	Yangyuan	86461	45700	40761	10007	5053	4954	76454	40647	35807	88.43	88.94	87.85
WUCHANG 	Xujiapeng	96990	50267	46723	10956	6491	4465	86034	43776	42258	88.70	87.09	90.44
WUCHANG 	Xinhe	41509	21767	19742	4997	2547	2450	36512	19220	17292	87.96	88.30	87.59
WUCHANG 	Liangdao	61300	31013	30287	8045	4440	3605	53255	26573	26682	86.88	85.68	88.10
WUCHANG 	Zhonghualu	36989	18043	18946	4351	2163	2188	32638	15880	16758	88.24	88.01	88.45
WUCHANG 	Huanghelou	51836	26368	25468	6106	3144	2962	45730	23224	22506	88.22	88.08	88.37
WUCHANG 	Ziyang	62772	31185	31587	8611	4397	4214	54161	26788	27373	86.28	85.90	86.66
WUCHANG 	Baishazhou	58311	29737	28574	8325	4396	3929	49986	25341	24645	85.72	85.22	86.25
WUCHANG 	Shouyilu	77699	39290	38409	9185	4930	4255	68514	34360	34154	88.18	87.45	88.92
WUCHANG 	Zhongnanlu	135389	67488	67901	20242	10801	9441	115147	56687	58460	85.05	84	86.10
WUCHANG 	Shuiguohu	160762	82027	78735	16502	9300	7202	144260	72727	71533	89.74	88.66	90.85
WUCHANG 	Luojiashan	57271	32472	24799	4894	2828	2066	52377	29644	22733	91.45	91.29	91.67
WUCHANG 	Shidong	7194	3617	3577	301	157	144	6893	3460	3433	95.82	95.66	95.97
QINGSHAN 	Total	442062	229975	212087	45454	26038	19416	396608	203937	192671	89.72	88.68	90.85
QINGSHAN 	Hongweilu	78332	41193	37139	6781	3621	3160	71551	37572	33979	91.34	91.21	91.49
QINGSHAN 	Ganghuacun	79813	41655	38158	5568	4153	1415	74245	37502	36743	93.02	90.03	96.29
QINGSHAN 	Yejin	65986	33334	32652	4450	2449	2001	61536	30885	30651	93.26	92.65	93.87
QINGSHAN 	Xingouqiao	60430	30659	29771	4114	2243	1871	56316	28416	27900	93.19	92.68	93.72
QINGSHAN 	Honggangcheng	37368	18948	18420	3112	1636	1476	34256	17312	16944	91.67	91.37	91.99
QINGSHAN 	Gongrencun	27504	15313	12191	9186	5460	3726	18318	9853	8465	66.60	64.34	69.44
QINGSHAN 	Qingshanzhen	25621	13437	12184	3228	1838	1390	22393	11599	10794	87.40	86.32	88.59
QINGSHAN 	Changqian	18015	9832	8183	5409	2967	2442	12606	6865	5741	69.98	69.82	70.16
QINGSHAN 	Wudong	18136	9539	8597	1067	491	576	17069	9048	8021	94.12	94.85	93.30
QINGSHAN 	Baiyushan	30857	16065	14792	2539	1180	1359	28318	14885	13433	91.77	92.65	90.81
HONGSHAN 	Total	867192	477914	389278	327015	177795	149220	540177	300119	240058	62.29	62.80	61.67
HONGSHAN 	Luonan	197773	107513	90260	26417	15547	10870	171356	91966	79390	86.64	85.54	87.96
HONGSHAN 	Guanshan	194643	111832	82811	15366	8590	6776	179277	103242	76035	92.11	92.32	91.82
HONGSHAN 	Shizishan	58417	34756	23661	8360	5037	3323	50057	29719	20338	85.69	85.51	85.96
HONGSHAN 	Zhangjiawan	13275	7086	6189	2638	1447	1191	10637	5639	4998	80.13	79.58	80.76
HONGSHAN 	Hongqi	515	274	241	216	108	108	299	166	133	58.06	60.58	55.19
HONGSHAN 	Gehua	5250	2677	2573	384	162	222	4866	2515	2351	92.69	93.95	91.37
HONGSHAN 	Huashan	27953	14532	13421	24997	12765	12232	2956	1767	1189	10.57	12.16	8.86
HONGSHAN 	Zuoling	28152	14418	13734	23380	11615	11765	4772	2803	1969	16.95	19.44	14.34
HONGSHAN 	Hongshan	86515	47911	38604	58701	33056	25645	27814	14855	12959	32.15	31.01	33.57
HONGSHAN 	Qingling	35205	18285	16920	28321	14644	13677	6884	3641	3243	19.55	19.91	19.17
HONGSHAN 	Jiufeng	19218	10113	9105	14372	7428	6944	4846	2685	2161	25.22	26.55	23.73
HONGSHAN 	Heping	108021	59797	48224	62853	35809	27044	45168	23988	21180	41.81	40.12	43.92
HONGSHAN 	Jianshe	52236	27196	25040	34906	17810	17096	17330	9386	7944	33.18	34.51	31.73
HONGSHAN 	Tianxing	2865	1447	1418	2771	1388	1383	94	59	35	3.28	4.08	2.47
HONGSHAN 	Donghukaifaqu	24107	13405	10702	14605	8173	6432	9502	5232	4270	39.42	39.03	39.90
HONGSHAN 	Wugangbeihunongchang	13047	6672	6375	8728	4216	4512	4319	2456	1863	33.10	36.81	29.22
DONGXIHU 	Total	293402	153867	139535	200908	103242	97666	92494	50625	41869	31.52	32.90	30.01
DONGXIHU 	Wujiashan	76244	39815	36429	35539	17784	17755	40705	22031	18674	53.39	55.33	51.26
DONGXIHU 	Xingou	15917	7990	7927	11601	5569	6032	4316	2421	1895	27.12	30.30	23.91
DONGXIHU 	Baiquanbanshichu	12427	6407	6020	10530	5374	5156	1897	1033	864	15.27	16.12	14.35
DONGXIHU 	Sandianbanshichu	14179	7396	6783	12908	6675	6233	1271	721	550	8.96	9.75	8.11
DONGXIHU 	Lijiadunbanshichu	26728	14434	12294	20478	11038	9440	6250	3396	2854	23.38	23.53	23.21
DONGXIHU 	Cihuidunbanshichu	22433	12256	10177	16663	8783	7880	5770	3473	2297	25.72	28.34	22.57
DONGXIHU 	Zoumalingbanshichu	13232	6905	6327	11342	5808	5534	1890	1097	793	14.28	15.89	12.53
DONGXIHU 	Changqinghuayuankaifaqu	21338	11635	9703	2666	1857	809	18672	9778	8894	87.51	84.04	91.66
DONGXIHU 	Jinghebanshichu	13330	7029	6301	11467	5908	5559	1863	1121	742	13.98	15.95	11.78
DONGXIHU 	Changqingbanshichu	24057	12284	11773	18947	9589	9358	5110	2695	2415	21.24	21.94	20.51
DONGXIHU 	Hebaohubanshichu	8997	4758	4239	7884	4119	3765	1113	639	474	12.37	13.43	11.18
DONGXIHU 	Xingoubanshichu	11874	6126	5748	10919	5513	5406	955	613	342	8.04	10.01	5.95
DONGXIHU 	Xinandubanshichu	15284	7792	7492	14199	7174	7025	1085	618	467	7.10	7.93	6.23
DONGXIHU 	Dongshanbanshichu	17362	9040	8322	15765	8051	7714	1597	989	608	9.20	10.94	7.31
HANNAN 	Total	97088	49765	47323	79783	40223	39560	17305	9542	7763	17.82	19.17	16.40
HANNAN 	Shamao	53200	27015	26185	39935	19902	20033	13265	7113	6152	24.93	26.33	23.49
HANNAN 	Dengjiakou	6701	3476	3225	6129	3133	2996	572	343	229	8.54	9.87	7.10
HANNAN 	Daju	5571	2863	2708	5225	2657	2568	346	206	140	6.21	7.20	5.17
HANNAN 	Shuihong	6699	3471	3228	6333	3242	3091	366	229	137	5.46	6.60	4.24
HANNAN 	Dongchengyuannongchang	7115	3709	3406	6112	3151	2961	1003	558	445	14.10	15.04	13.07
HANNAN 	Wujinnongchang	4672	2472	2200	4376	2266	2110	296	206	90	6.34	8.33	4.09
HANNAN 	Hannannongchang	7918	4024	3894	6895	3415	3480	1023	609	414	12.92	15.13	10.63
HANNAN 	Yinlianhunongchang	5212	2735	2477	4778	2457	2321	434	278	156	8.33	10.16	6.30
CAIDIAN 	Total	508381	263693	244688	351026	176552	174474	157355	87141	70214	30.95	33.05	28.70
CAIDIAN 	Caidian	97044	51977	45067	26490	12916	13574	70554	39061	31493	72.70	75.15	69.88
CAIDIAN 	Xinnong	36274	18177	18097	26419	12983	13436	9855	5194	4661	27.17	28.57	25.76
CAIDIAN 	!p\q	34608	17738	16870	30690	15385	15305	3918	2353	1565	11.32	13.27	9.28
