V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
YINCHUAN CHENGQU 	Total	94267	100	29540	31.34	57599	61.10	7041	7.47	87	0.09	          	          
YINCHUAN CHENGQU 	Shenglijie	14805	100	4918	33.22	8920	60.25	957	6.46	10	0.07	          	          
YINCHUAN CHENGQU 	Zhongshannanjie	7960	100	2784	34.97	4711	59.18	465	5.84	          	          	          	          
YINCHUAN CHENGQU 	Yuhuanggebeijie	12659	100	3746	29.59	8019	63.35	880	6.95	14	0.11	          	          
YINCHUAN CHENGQU 	Wenhuajie	9359	100	2899	30.98	5729	61.21	721	7.70	10	0.11	          	          
YINCHUAN CHENGQU 	Jiefangxijie	14583	100	4714	32.33	8808	60.40	1053	7.22	8	0.05	          	          
YINCHUAN CHENGQU 	Qianjinjie	6057	100	1911	31.55	3627	59.88	511	8.44	8	0.13	          	          
YINCHUAN CHENGQU 	Funingjie	12924	100	3894	30.13	7957	61.57	1055	8.16	18	0.14	          	          
YINCHUAN CHENGQU 	Xinhuajie	5089	100	1598	31.40	3097	60.86	386	7.58	8	0.16	          	          
YINCHUAN CHENGQU 	Fenghuangbeijie	10831	100	3076	28.40	6731	62.15	1013	9.35	11	0.10	          	          
YINCHUAN XINCHENGQU 	Total	75790	100	23471	30.97	47871	63.16	4393	5.80	55	0.07	          	          
YINCHUAN XINCHENGQU 	Xinchengdongjie	7866	100	2684	34.12	4702	59.78	476	6.05	4	0.05	          	          
YINCHUAN XINCHENGQU 	Tiedongjie	7423	100	2351	31.67	4536	61.11	530	7.14	6	0.08	          	          
YINCHUAN XINCHENGQU 	Xihuayuanlu	14873	100	4969	33.41	9045	60.81	849	5.71	10	0.07	          	          
YINCHUAN XINCHENGQU 	Beijingxilu	9641	100	3087	32.02	6043	62.68	506	5.25	5	0.05	          	          
YINCHUAN XINCHENGQU 	Wenchanglu	9204	100	2726	29.62	5996	65.15	477	5.18	5	0.05	          	          
YINCHUAN XINCHENGQU 	Shuofanglu	16459	100	4498	27.33	10904	66.25	1041	6.32	16	0.10	          	          
YINCHUAN XINCHENGQU 	Ninghualu	10324	100	3156	30.57	6645	64.36	514	4.98	9	0.09	          	          
YINCHUAN JIAOQU 	Total	81633	100	25318	31.01	48353	59.23	7799	9.55	163	0.20	          	          
YINCHUAN JIAOQU 	Luhua	4887	100	865	17.70	3254	66.58	757	15.49	11	0.23	          	          
YINCHUAN JIAOQU 	Liangtian	7858	100	2254	28.68	4803	61.12	780	9.93	21	0.27	          	          
YINCHUAN JIAOQU 	Yinxin	13370	100	3740	27.97	8333	62.33	1265	9.46	32	0.24	          	          
YINCHUAN JIAOQU 	Honghua	28160	100	13518	48	13642	48.44	982	3.49	18	0.06	          	          
YINCHUAN JIAOQU 	Manchun	5979	100	1532	25.62	3773	63.10	660	11.04	14	0.23	          	          
YINCHUAN JIAOQU 	Daxin	6948	100	1728	24.87	4433	63.80	776	11.17	11	0.16	          	          
YINCHUAN JIAOQU 	Zhangzheng	2947	100	389	13.20	1909	64.78	634	21.51	15	0.51	          	          
YINCHUAN JIAOQU 	Yonggu	1894	100	298	15.73	1193	62.99	391	20.64	12	0.63	          	          
YINCHUAN JIAOQU 	Tonggui	3190	100	479	15.02	1989	62.35	710	22.26	12	0.38	          	          
YINCHUAN JIAOQU 	Lucaowa	6400	100	515	8.05	5024	78.5	844	13.19	17	0.27	          	          
YONGNING 	Total	50388	100	7820	15.52	33252	65.99	9059	17.98	257	0.51	          	          
YONGNING 	Yanghe	6665	100	1759	26.39	4576	68.66	328	4.92	2	0.03	          	          
YONGNING 	Lijun	4693	100	655	13.96	2992	63.75	1009	21.5	37	0.79	          	          
YONGNING 	Wangyuan	4866	100	880	18.08	3256	66.91	715	14.69	15	0.31	          	          
YONGNING 	Rencun	3682	100	392	10.65	2305	62.60	958	26.02	27	0.73	          	          
YONGNING 	Wanghong	4356	100	502	11.52	2712	62.26	1103	25.32	39	0.90	          	          
YONGNING 	Zenggang	4409	100	547	12.41	2842	64.46	988	22.41	32	0.73	          	          
YONGNING 	Yanghe	7839	100	1035	13.20	5139	65.56	1619	20.65	46	0.59	          	          
YONGNING 	Shengli	3936	100	468	11.89	2519	64	926	23.53	23	0.58	          	          
YONGNING 	Tongqiao	4200	100	572	13.62	2681	63.83	923	21.98	24	0.57	          	          
YONGNING 	Jinsha	570	100	162	28.42	352	61.75	54	9.47	2	0.35	          	          
YONGNING 	Huangyangtanqu	2360	100	564	23.90	1600	67.80	193	8.18	3	0.13	          	          
YONGNING 	Minningcun	2421	100	259	10.70	1953	80.67	205	8.47	4	0.17	          	          
YONGNING 	Haiyuandiaozhuang	391	100	25	6.39	325	83.12	38	9.72	3	0.77	          	          
HELAN 	Total	49295	100	7944	16.12	32938	66.82	8237	16.71	176	0.36	          	          
HELAN 	Xigang	13225	100	2548	19.27	9121	68.97	1526	11.54	30	0.23	          	          
HELAN 	Jingui	4832	100	724	14.98	3151	65.21	934	19.33	23	0.48	          	          
HELAN 	Ligang	4983	100	653	13.10	3208	64.38	1090	21.87	32	0.64	          	          
HELAN 	Hongguang	3784	100	616	16.28	2589	68.42	570	15.06	9	0.24	          	          
HELAN 	Panchang	4354	100	537	12.33	2838	65.18	959	22.03	20	0.46	          	          
HELAN 	Fengdeng	3200	100	447	13.97	2058	64.31	679	21.22	16	0.5	          	          
HELAN 	Sishilidian	3666	100	547	14.92	2482	67.70	624	17.02	13	0.35	          	          
HELAN 	Changxin	4069	100	528	12.98	2718	66.80	810	19.91	13	0.32	          	          
HELAN 	Tongyi	2977	100	439	14.75	1932	64.90	596	20.02	10	0.34	          	          
HELAN 	Jinshan	1193	100	202	16.93	829	69.49	159	13.33	3	0.25	          	          
HELAN 	Nanliangtaizi	969	100	63	6.5	795	82.04	108	11.15	3	0.31	          	          
HELAN 	Nuanquannongchang	1478	100	486	32.88	863	58.39	126	8.53	3	0.20	          	          
HELAN 	Ningxiayuanzhongchang	565	100	154	27.26	354	62.65	56	9.91	1	0.18	          	          
DAWUKOU 	Total	41775	100	11130	26.64	27033	64.71	3561	8.52	51	0.12	          	          
DAWUKOU 	Changsheng	6232	100	1920	30.81	3978	63.83	327	5.25	7	0.11	          	          
DAWUKOU 	Chaoyang	19541	100	5145	26.33	12424	63.58	1948	9.97	24	0.12	          	          
DAWUKOU 	Renminlu	12028	100	3002	24.96	7974	66.30	1036	8.61	16	0.13	          	          
DAWUKOU 	Changcheng	2634	100	884	33.56	1668	63.33	81	3.08	1	0.04	          	          
DAWUKOU 	Dawukou	1340	100	179	13.36	989	73.81	169	12.61	3	0.22	          	          
SHIZUISHAN 	Total	39265	100	10173	25.91	25697	65.45	3363	8.56	32	0.08	          	          
SHIZUISHAN 	Yucailu	4497	100	1072	23.84	2909	64.69	513	11.41	3	0.07	          	          
SHIZUISHAN 	Nanjie	10249	100	2435	23.76	6680	65.18	1120	10.93	14	0.14	          	          
SHIZUISHAN 	Zhongjie	5922	100	1454	24.55	3934	66.43	530	8.95	4	0.07	          	          
SHIZUISHAN 	Beijie	4490	100	1146	25.52	2880	64.14	459	10.22	5	0.11	          	          
SHIZUISHAN 	Hebinjie	9937	100	2779	27.97	6765	68.08	391	3.93	2	0.02	          	          
SHIZUISHAN 	Huochezhan	4170	100	1287	30.86	2529	60.65	350	8.39	4	0.10	          	          
SHITANJING 	Total	19059	100	4836	25.37	12854	67.44	1360	7.14	9	0.05	          	          
SHITANJING 	Xinhuabeijie	6795	100	1517	22.33	4793	70.54	484	7.12	1	0.01	          	          
SHITANJING 	Xinhuananjie	3726	100	882	23.67	2558	68.65	285	7.65	1	0.03	          	          
SHITANJING 	Baijigou	5987	100	1642	27.43	4052	67.68	291	4.86	2	0.03	          	          
SHITANJING 	Goukou	2551	100	795	31.16	1451	56.88	300	11.76	5	0.20	          	          
PINGLUO 	Total	72103	100	12351	17.13	49460	68.60	10081	13.98	211	0.29	          	          
PINGLUO 	Chengguan	11908	100	2613	21.94	8265	69.41	1011	8.49	19	0.16	          	          
PINGLUO 	Huangquqiao	2996	100	472	15.75	2058	68.69	456	15.22	10	0.33	          	          
