V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
JINSHUIQU 	Miaoli	59348	33970	25378	1466	428	1038	2.47	1.26	4.09
JINSHUIQU 										
JINSHUIQU 	Yaoqiao	18747	9379	9368	1273	355	918	6.79	3.79	9.80
SHANGJIEQU 	Total	62398	31804	30594	2422	352	2070	3.88	1.11	6.77
SHANGJIEQU 										
SHANGJIEQU 	Jiyuanlu	41160	20828	20332	1338	183	1155	3.25	0.88	5.68
SHANGJIEQU 										
SHANGJIEQU 	Xinanxilu	2856	1636	1220	156	37	119	5.46	2.26	9.75
SHANGJIEQU 										
SHANGJIEQU 	Kuangshan	1697	847	850	87	12	75	5.13	1.42	8.82
SHANGJIEQU 										
SHANGJIEQU 	Niezhai	16685	8493	8192	841	120	721	5.04	1.41	8.80
MANGSHANQU 	Total	115305	59217	56088	6900	1726	5174	5.98	2.91	9.22
MANGSHANQU 										
MANGSHANQU 	Liuzhai	11297	5943	5354	246	30	216	2.18	0.5	4.03
MANGSHANQU 										
MANGSHANQU 	Laoyachen	30103	16161	13942	1914	469	1445	6.36	2.90	10.36
MANGSHANQU 										
MANGSHANQU 	Huayuankou	20170	10139	10031	1874	543	1331	9.29	5.36	13.27
MANGSHANQU 										
MANGSHANQU 	Guxing	35002	17534	17468	2226	504	1722	6.36	2.87	9.86
MANGSHANQU 										
MANGSHANQU 	Maozhuang	18733	9440	9293	640	180	460	3.42	1.91	4.95
ZHONGMU 	Total	487961	247540	240421	33543	10002	23541	6.87	4.04	9.79
ZHONGMU 										
ZHONGMU 	Chengguan	58997	30057	28940	849	172	677	1.44	0.57	2.34
ZHONGMU 										
ZHONGMU 	Hansi	29166	14542	14624	1641	462	1179	5.63	3.18	8.06
ZHONGMU 										
ZHONGMU 	Guandu	27809	13818	13991	2458	631	1827	8.84	4.57	13.06
ZHONGMU 										
ZHONGMU 	Langchenggang	23971	12294	11677	2603	787	1816	10.86	6.40	15.55
ZHONGMU 										
ZHONGMU 	Wantan	18849	9448	9401	1105	376	729	5.86	3.98	7.75
ZHONGMU 										
ZHONGMU 	Baisha	28920	14652	14268	3316	1096	2220	11.47	7.48	15.56
ZHONGMU 										
ZHONGMU 	gan	27800	14058	13742	1053	320	733	3.79	2.28	5.33
ZHONGMU 										
ZHONGMU 	Xiezhuang	15685	8156	7529	776	249	527	4.95	3.05	7
ZHONGMU 										
ZHONGMU 	Zhangzhuang	21538	11121	10417	2090	626	1464	9.70	5.63	14.05
ZHONGMU 										
ZHONGMU 	Huangdian	27478	13962	13516	2056	623	1433	7.48	4.46	10.60
ZHONGMU 										
ZHONGMU 	Cangzhai	10692	5398	5294	887	252	635	8.30	4.67	11.99
ZHONGMU 										
ZHONGMU 	Dameng	33690	16897	16793	2681	752	1929	7.96	4.45	11.49
ZHONGMU 										
ZHONGMU 	Dongzhang	16631	8422	8209	1007	282	725	6.05	3.35	8.83
ZHONGMU 										
ZHONGMU 	Liuji	29972	15063	14909	1797	546	1251	6	3.62	8.39
ZHONGMU 										
ZHONGMU 	Luyimiao	11456	5865	5591	1068	405	663	9.32	6.91	11.86
ZHONGMU 										
ZHONGMU 	Bagang	19940	10246	9694	1453	438	1015	7.29	4.27	10.47
ZHONGMU 										
ZHONGMU 	Sanguanmiao	27486	14033	13453	1613	402	1211	5.87	2.86	9
ZHONGMU 										
ZHONGMU 	Fengtang	13157	6813	6344	1399	447	952	10.63	6.56	15.01
ZHONGMU 										
ZHONGMU 	Diaojia	23370	11863	11507	2495	772	1723	10.68	6.51	14.97
ZHONGMU 										
ZHONGMU 	Yaojia	21354	10832	10522	1196	364	832	5.60	3.36	7.91
GONGYI 	Total	560192	284901	275291	33532	6436	27096	5.99	2.26	9.84
GONGYI 										
GONGYI 	Xinhua	67038	35535	31503	1815	318	1497	2.71	0.89	4.75
GONGYI 										
GONGYI 	Mihe	35656	18022	17634	1237	161	1076	3.47	0.89	6.10
GONGYI 										
GONGYI 	Xinzhong	15138	7808	7330	1146	266	880	7.57	3.41	12.01
GONGYI 										
GONGYI 	Xiaoguan	27770	13925	13845	2641	695	1946	9.51	4.99	14.06
GONGYI 										
GONGYI 	Zhulin	4446	2220	2226	284	51	233	6.39	2.30	10.47
GONGYI 										
GONGYI 	Dayugou	30985	16330	14655	2406	519	1887	7.77	3.18	12.88
GONGYI 										
GONGYI 	Heluo	15633	7629	8004	755	89	666	4.83	1.17	8.32
GONGYI 										
GONGYI 	Zhanjie	24665	12238	12427	1391	140	1251	5.64	1.14	10.07
GONGYI 										
GONGYI 	Nanhedu	15977	8079	7898	1108	147	961	6.93	1.82	12.17
GONGYI 										
GONGYI 	Kangdian	34214	17164	17050	1406	204	1202	4.11	1.19	7.05
GONGYI 										
GONGYI 	Xiaoyi	31579	15940	15639	1539	183	1356	4.87	1.15	8.67
GONGYI 										
GONGYI 	Beishankou	32405	16412	15993	1733	335	1398	5.35	2.04	8.74
GONGYI 										
GONGYI 	Xicun	41203	20808	20395	3300	763	2537	8.01	3.67	12.44
GONGYI 										
GONGYI 	Zhitian	36099	18486	17613	1700	227	1473	4.71	1.23	8.36
GONGYI 										
GONGYI 	Huiguo	57708	28837	28871	4635	846	3789	8.03	2.93	13.12
GONGYI 										
GONGYI 	Luzhuang	44413	22312	22101	3175	648	2527	7.15	2.90	11.43
GONGYI 										
GONGYI 	Jiajinkou	18399	9339	9060	1592	410	1182	8.65	4.39	13.05
GONGYI 										
GONGYI 	Shecun	19023	9773	9250	1020	258	762	5.36	2.64	8.24
GONGYI 										
GONGYI 	Taoyuan	7841	4044	3797	649	176	473	8.28	4.35	12.46
XINGYANG 	Total	464302	235066	229236	21082	3843	17239	4.54	1.63	7.52
XINGYANG 										
XINGYANG 	Chengguan	59501	29648	29853	993	150	843	1.67	0.51	2.82
XINGYANG 										
XINGYANG 	Qiaolou	35090	18262	16828	841	115	726	2.40	0.63	4.31
XINGYANG 										
XINGYANG 	Yulong	39494	20504	18990	1474	284	1190	3.73	1.39	6.27
XINGYANG 										
XINGYANG 	Guangwu	60103	30294	29809	2469	494	1975	4.11	1.63	6.63
XINGYANG 										
XINGYANG 	Wangcun	38881	19377	19504	1790	233	1557	4.60	1.20	7.98
XINGYANG 										
XINGYANG 	Sishui	17443	8565	8878	671	89	582	3.85	1.04	6.56
XINGYANG 										
XINGYANG 	Gaoyang	22232	10990	11242	1756	234	1522	7.90	2.13	13.54
XINGYANG 										
XINGYANG 	Xiawo	23977	11837	12140	965	116	849	4.02	0.98	6.99
XINGYANG 										
XINGYANG 	Liuhe	15030	7778	7252	1281	259	1022	8.52	3.33	14.09
XINGYANG 										
XINGYANG 	Cuimiao	35625	18272	17353	2034	481	1553	5.71	2.63	8.95
XINGYANG 										
XINGYANG 	Jiayu	35987	18877	17110	2461	620	1841	6.84	3.28	10.76
XINGYANG 										
XINGYANG 	Chengguan	39350	19716	19634	1875	267	1608	4.76	1.35	8.19
XINGYANG 										
XINGYANG 	Gaocun	27571	13785	13786	1409	268	1141	5.11	1.94	8.28
XINGYANG 										
XINGYANG 	Beimang	10150	5121	5029	762	156	606	7.51	3.05	12.05
XINGYANG 										
XINGYANG 	Miaozi	3868	2040	1828	301	77	224	7.78	3.77	12.25
XINMI 	Total	565642	292961	272681	29529	7874	21655	5.22	2.69	7.94
XINMI 										
XINMI 	Chengguan	73166	37873	35293	2561	726	1835	3.5	1.92	5.20
XINMI 										
XINMI 	Micun	35595	19008	16587	2416	572	1844	6.79	3.01	11.12
XINMI 										
XINMI 	Niudian	39703	20728	18975	1250	285	965	3.15	1.37	5.09
XINMI 										
XINMI 	Pingmo	28229	14578	13651	987	251	736	3.5	1.72	5.39
XINMI 										
XINMI 	Chaohua	55572	28787	26785	2697	725	1972	4.85	2.52	7.36
XINMI 										
XINMI 	Goutang	36887	19008	17879	2667	774	1893	7.23	4.07	10.59
XINMI 										
XINMI 	Dakui	41504	21002	20502	2821	780	2041	6.80	3.71	9.96
XINMI 										
XINMI 	Liuzhai	31049	15977	15072	351	90	261	1.13	0.56	1.73
XINMI 										
XINMI 	Baizhai	41236	21601	19635	1741	502	1239	4.22	2.32	6.31
XINMI 										
XINMI 	Yuecun	30893	16342	14551	2347	689	1658	7.60	4.22	11.39
XINMI 										
XINMI 	Laiji	42929	22593	20336	2687	761	1926	6.26	3.37	9.47
XINMI 										
XINMI 	Qiligang	37504	19117	18387	1451	339	1112	3.87	1.77	6.05
XINMI 										
XINMI 	Yuanzhuang	15723	8138	7585	1891	521	1370	12.03	6.40	18.06
XINMI 										
XINMI 	Jianshan	6984	3618	3366	88	22	66	1.26	0.61	1.96
XINMI 										
XINMI 	Quliang	48668	24591	24077	3574	837	2737	7.34	3.40	11.37
XINZHENG 	Total	453992	232442	221550	27899	6877	21022	6.15	2.96	9.49
XINZHENG 										
XINZHENG 	Chengguan	25462	12492	12970	809	100	709	3.18	0.80	5.47
XINZHENG 										
XINZHENG 	Xincun	25301	12817	12484	1635	374	1261	6.46	2.92	10.10
XINZHENG 										
XINZHENG 	Xindian	37310	18766	18544	570	152	418	1.53	0.81	2.25
XINZHENG 										
XINZHENG 	Guanyinsi	33648	17000	16648	2673	621	2052	7.94	3.65	12.33
XINZHENG 										
XINZHENG 	Lihe	22601	11365	11236	1079	197	882	4.77	1.73	7.85
XINZHENG 										
XINZHENG 	Hezhuang	42073	21409	20664	2169	491	1678	5.16	2.29	8.12
XINZHENG 										
XINZHENG 	Xuedian	32044	16566	15478	1679	389	1290	5.24	2.35	8.33
XINZHENG 										
XINZHENG 	Mengzhuang	29426	14994	14432	1398	309	1089	4.75	2.06	7.55
XINZHENG 										
XINZHENG 	Guodian	33050	16957	16093	2008	507	1501	6.08	2.99	9.33
XINZHENG 										
XINZHENG 	Longhu	47438	25042	22396	4421	1259	3162	9.32	5.03	14.12
XINZHENG 										
XINZHENG 	Chengguan	52645	27635	25010	2050	637	1413	3.89	2.31	5.65
XINZHENG 										
XINZHENG 	Qianhuzhai	14724	7611	7113	1307	403	904	8.88	5.29	12.71
XINZHENG 										
XINZHENG 	Baqian	29694	15178	14516	2071	445	1626	6.97	2.93	11.20
XINZHENG 										
XINZHENG 	Longwang	28576	14610	13966	4030	993	3037	14.10	6.80	21.75
DENGFENG 	Total	449421	235114	214307	25968	7049	18919	5.78	3	8.83
DENGFENG 										
DENGFENG 	Songyang	45059	23387	21672	967	219	748	2.15	0.94	3.45
DENGFENG 										
DENGFENG 	Shaolin	17284	11684	5600	477	151	326	2.76	1.29	5.82
DENGFENG 										
DENGFENG 	Zhongyue	15686	8164	7522	471	118	353	3	1.45	4.69
DENGFENG 										
DENGFENG 	Dajindian	40553	20783	19770	3058	844	2214	7.54	4.06	11.20
DENGFENG 										
DENGFENG 	Yingyang	33070	16798	16272	1804	437	1367	5.46	2.60	8.40
DENGFENG 										
DENGFENG 	Ludian	18711	9468	9243	1335	337	998	7.13	3.56	10.80
DENGFENG 										
DENGFENG 	Gaocheng	45406	23927	21479	2800	779	2021	6.17	3.26	9.41
DENGFENG 										
DENGFENG 	Daye	55870	29038	26832	1947	478	1469	3.48	1.65	5.47
DENGFENG 										
DENGFENG 	Xuanhua	16670	8595	8075	1701	468	1233	10.20	5.45	15.27
DENGFENG 										
DENGFENG 	Songbiao	9922	5174	4748	731	213	518	7.37	4.12	10.91
DENGFENG 										
DENGFENG 	Dongjindian	40196	20625	19571	2742	787	1955	6.82	3.82	9.99
DENGFENG 										
DENGFENG 	Baiping	10438	5449	4989	992	314	678	9.5	5.76	13.59
DENGFENG 										
DENGFENG 	Junzhao	26678	13698	12980	2123	579	1544	7.96	4.23	11.90
DENGFENG 										
DENGFENG 	Shidao	26769	13921	12848	1664	463	1201	6.22	3.33	9.35
DENGFENG 										
DENGFENG 	Tangzhuang	27381	14081	13300	990	274	716	3.62	1.95	5.38
DENGFENG 										
DENGFENG 	Xuzhuang	19728	10322	9406	2166	588	1578	10.98	5.70	16.78
LONGTINGQU 	Total	76227	38351	37876	3507	652	2855	4.60	1.70	7.54
LONGTINGQU 										
LONGTINGQU 	Beishudian	13622	8320	5302	549	118	431	4.03	1.42	8.13
LONGTINGQU 										
LONGTINGQU 	Wuchaomen	12181	5669	6512	568	78	490	4.66	1.38	7.52
LONGTINGQU 										
LONGTINGQU 	Daxing	18771	9297	9474	983	210	773	5.24	2.26	8.16
LONGTINGQU 										
LONGTINGQU 	Liangyuan	14089	6617	7472	408	61	347	2.90	0.92	4.64
LONGTINGQU 										
LONGTINGQU 	Beidaomen	17564	8448	9116	999	185	814	5.69	2.19	8.93
SHUNHEHUIZUQU 	Total	160827	78623	82204	7312	1464	5848	4.55	1.86	7.11
SHUNHEHUIZUQU 										
SHUNHEHUIZUQU 	Qingping	12626	5959	6667	839	165	674	6.65	2.77	10.11
SHUNHEHUIZUQU 										
SHUNHEHUIZUQU 	Tieta	32352	15824	16528	1044	197	847	3.23	1.24	5.12
SHUNHEHUIZUQU 										
SHUNHEHUIZUQU 	Caomen	11106	5405	5701	1049	206	843	9.45	3.81	14.79
SHUNHEHUIZUQU 										
SHUNHEHUIZUQU 	Songmen	37383	18041	19342	1545	313	1232	4.13	1.73	6.37
SHUNHEHUIZUQU 										
SHUNHEHUIZUQU 	Gongye	42171	20966	21205	1857	399	1458	4.40	1.90	6.88
SHUNHEHUIZUQU 										
SHUNHEHUIZUQU 	Pinshijiyuan	25189	12428	12761	978	184	794	3.88	1.48	6.22
GULOUQU 	Total	111278	54439	56839	5428	1014	4414	4.88	1.86	7.77
GULOUQU 										
GULOUQU 	Wolong	15461	7516	7945	1114	234	880	7.21	3.11	11.08
GULOUQU 										
GULOUQU 	Xinhua	14833	7233	7600	993	191	802	6.69	2.64	10.55
GULOUQU 										
GULOUQU 	Xiangguosi	6076	3044	3032	412	67	345	6.78	2.20	11.38
GULOUQU 										
GULOUQU 	Zhouqiao	21160	10211	10949	801	135	666	3.79	1.32	6.08
GULOUQU 										
GULOUQU 	Xisimen	19388	9447	9941	980	159	821	5.05	1.68	8.26
GULOUQU 										
GULOUQU 	Chengxi	34360	16988	17372	1128	228	900	3.28	1.34	5.18
NANGUANQU 	Total	99481	48231	51250	6661	1367	5294	6.70	2.83	10.33
NANGUANQU 										
NANGUANQU 	Wuyi	24176	11752	12424	1158	216	942	4.79	1.84	7.58
NANGUANQU 										
NANGUANQU 	Caishi	13795	6645	7150	906	151	755	6.57	2.27	10.56
NANGUANQU 										
NANGUANQU 	Sanlibao	20035	9640	10395	1464	307	1157	7.31	3.18	11.13
NANGUANQU 										
NANGUANQU 	Guanfang	14151	6794	7357	1262	271	991	8.92	3.99	13.47
NANGUANQU 										
NANGUANQU 	Xinmenguan	12996	6360	6636	999	220	779	7.69	3.46	11.74
NANGUANQU 										
NANGUANQU 	Fanta	14328	7040	7288	872	202	670	6.09	2.87	9.19
KAIFENG JIAOQU 	Total	209813	107172	102641	10302	3169	7133	4.91	2.96	6.95
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Dongjiao	39766	20790	18976	2062	680	1382	5.19	3.27	7.28
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Xijiao	28688	14522	14166	950	274	676	3.31	1.89	4.77
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Nanjiao	24391	12104	12287	646	163	483	2.65	1.35	3.93
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Beijiao	31354	16081	15273	982	254	728	3.13	1.58	4.77
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Wangtun	13988	6953	7035	470	118	352	3.36	1.70	5
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Tubaigang	17928	8969	8959	1003	288	715	5.59	3.21	7.98
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Liuyuankou	23551	11916	11635	2344	785	1559	9.95	6.59	13.40
KAIFENG JIAOQU 										
KAIFENG JIAOQU 	Shuidao	20075	10311	9764	1309	442	867	6.52	4.29	8.88
KAIFENG JIAOQU 		          	          	          	          	          	          	          	          	          
KAIFENG JIAOQU 	KaifengJingjijishukaifaquguanwei									
KAIFENG JIAOQU 		10072	5526	4546	536	165	371	5.32	2.99	8.16
QIXIAN 	Total	715491	357213	358278	84292	22288	62004	11.78	6.24	17.31
QIXIAN 										
QIXIAN 	Chengguan	41504	20284	21220	2560	477	2083	6.17	2.35	9.82
QIXIAN 										
QIXIAN 	Wulihe	40721	20261	20460	4649	1265	3384	11.42	6.24	16.54
QIXIAN 										
QIXIAN 	Fuji	38174	19108	19066	4630	1206	3424	12.13	6.31	17.96
QIXIAN 										
QIXIAN 	Yu	42358	21143	21215	5366	1409	3957	12.67	6.66	18.65
QIXIAN 										
QIXIAN 	Gaoyang	45323	22597	22726	4935	1285	3650	10.89	5.69	16.06
QIXIAN 										
QIXIAN 	Gegang	47815	23894	23921	8351	2212	6139	17.47	9.26	25.66
QIXIAN 										
QIXIAN 	Yanggu	32052	15867	16185	4095	1017	3078	12.78	6.41	19.02
QIXIAN 										
QIXIAN 	Peicundian	38331	19320	19011	5643	1560	4083	14.72	8.07	21.48
QIXIAN 										
QIXIAN 	Xingkou	32120	15987	16133	2822	727	2095	8.79	4.55	12.99
QIXIAN 										
QIXIAN 	Zongdian	22424	11318	11106	3413	904	2509	15.22	7.99	22.59
QIXIAN 										
QIXIAN 	Banmu	27537	13763	13774	3683	1100	2583	13.37	7.99	18.75
QIXIAN 										
QIXIAN 	Zhulin	22566	11352	11214	2643	689	1954	11.71	6.07	17.42
QIXIAN 										
QIXIAN 	Guanzhuang	27946	14006	13940	3957	1080	2877	14.16	7.71	20.64
QIXIAN 										
QIXIAN 	Hugang	27450	13742	13708	4393	1121	3272	16	8.16	23.87
QIXIAN 										
QIXIAN 	Sumu	32574	16208	16366	2845	761	2084	8.73	4.70	12.73
QIXIAN 										
QIXIAN 	Shahuo	30585	15242	15343	2230	578	1652	7.29	3.79	10.77
QIXIAN 										
QIXIAN 	Pingcheng	44123	22139	21984	7052	1903	5149	15.98	8.60	23.42
QIXIAN 										
QIXIAN 	Nigou	31461	15666	15795	3209	882	2327	10.20	5.63	14.73
QIXIAN 										
QIXIAN 	Shiyuan	41252	20755	20497	4224	1198	3026	10.24	5.77	14.76
QIXIAN 										
QIXIAN 	Xizhai	27453	13794	13659	2479	629	1850	9.03	4.56	13.54
QIXIAN 										
QIXIAN 	Chengjiao	21722	10767	10955	1113	285	828	5.12	2.65	7.56
TONGXU 	Total	402111	201350	200761	50230	13920	36310	12.49	6.91	18.09
TONGXU 										
TONGXU 	Chengguan	50124	24941	25183	4741	1283	3458	9.46	5.14	13.73
TONGXU 										
TONGXU 	Shugang	30524	15280	15244	5139	1352	3787	16.84	8.85	24.84
TONGXU 										
TONGXU 	Yuhuangmiao	37914	18992	18922	4954	1266	3688	13.07	6.67	19.49
TONGXU 										
TONGXU 	Sisuolou	39970	20044	19926	3159	888	2271	7.90	4.43	11.40
TONGXU 										
TONGXU 	Zhusha	44731	22299	22432	4851	1299	3552	10.84	5.83	15.83
TONGXU 										
TONGXU 	Fengzhuang	23397	11743	11654	4222	1184	3038	18.05	10.08	26.07
TONGXU 										
TONGXU 	Sunying	29038	14720	14318	4502	1319	3183	15.5	8.96	22.23
TONGXU 										
TONGXU 	Dagangli	32644	16362	16282	5194	1390	3804	15.91	8.5	23.36
TONGXU 										
TONGXU 	Dige	27712	13825	13887	2499	793	1706	9.02	5.74	12.28
TONGXU 										
TONGXU 	Liancheng	28918	14453	14465	4747	1305	3442	16.42	9.03	23.80
TONGXU 										
TONGXU 	Changzhi	30914	15459	15455	3128	881	2247	10.12	5.70	14.54
TONGXU 										
TONGXU 	Lizhuang	26225	13232	12993	3094	960	2134	11.80	7.26	16.42
WEISHI 	Total	583128	293449	289679	59576	16711	42865	10.22	5.69	14.80
WEISHI 										
WEISHI 	Weichuan	37696	19076	18620	4646	1236	3410	12.32	6.48	18.31
WEISHI 										
WEISHI 	Zhuqu	33366	16810	16556	2140	546	1594	6.41	3.25	9.63
WEISHI 										
WEISHI 	Caizhuang	37536	18806	18730	4642	1240	3402	12.37	6.59	18.16
WEISHI 										
WEISHI 	Yongxing	46794	23386	23408	4476	1229	3247	9.57	5.26	13.87
WEISHI 										
WEISHI 	Zhangshi	32020	15907	16113	3681	1027	2654	11.5	6.46	16.47
WEISHI 										
WEISHI 	Shibali	38136	19209	18927	5101	1431	3670	13.38	7.45	19.39
WEISHI 										
WEISHI 	Chengguan	39650	18979	20671	830	152	678	2.09	0.80	3.28
WEISHI 										
WEISHI 	Xingzhuang	32454	16259	16195	2227	695	1532	6.86	4.27	9.46
WEISHI 										
WEISHI 	Zhuangtou	33310	17017	16293	2639	850	1789	7.92	5	10.98
WEISHI 										
WEISHI 	Daying	32943	16972	15971	5574	1661	3913	16.92	9.79	24.5
WEISHI 										
WEISHI 	Dama	30201	15587	14614	2373	653	1720	7.86	4.19	11.77
WEISHI 										
WEISHI 	Gangli	39089	20136	18953	6694	1664	5030	17.13	8.26	26.54
WEISHI 										
WEISHI 	Menlouren	25181	12765	12416	3822	1222	2600	15.18	9.57	20.94
WEISHI 										
WEISHI 	Daqiao	33722	16969	16753	1519	466	1053	4.5	2.75	6.29
WEISHI 										
WEISHI 	Nancao	35252	17649	17603	4026	1126	2900	11.42	6.38	16.47
WEISHI 										
WEISHI 	Xiaochen	19174	9588	9586	2662	780	1882	13.88	8.14	19.63
WEISHI 										
WEISHI 	Shuipo	36604	18334	18270	2524	733	1791	6.90	4	9.80
KAIFENG 	Total	505262	254289	250973	53862	14838	39024	10.66	5.84	15.55
