V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
FURONG 	Total	387709	203357	184352	131069	72251	58818	256640	131106	125534	66.19	64.47	68.09
FURONG 	Wenyilu	39181	19964	19217	7244	4223	3021	31937	15741	16196	81.51	78.85	84.28
FURONG 	Chaoyangjie	46120	23116	23004	5897	3038	2859	40223	20078	20145	87.21	86.86	87.57
FURONG 	Jiucaiyuan	43087	21060	22027	8032	4062	3970	35055	16998	18057	81.36	80.71	81.98
FURONG 	Liuzhengjie	13487	6895	6592	2798	1574	1224	10689	5321	5368	79.25	77.17	81.43
FURONG 	Jiefanglu	14518	6856	7662	2643	1155	1488	11875	5701	6174	81.80	83.15	80.58
FURONG 	Fuhoujie	12741	6342	6399	2994	1642	1352	9747	4700	5047	76.5	74.11	78.87
FURONG 	Duzhengjie	13527	7310	6217	2192	1253	939	11335	6057	5278	83.80	82.86	84.90
FURONG 	Wulipai	15681	7887	7794	4015	2186	1829	11666	5701	5965	74.40	72.28	76.53
FURONG 	Huoxing	24376	12596	11780	5372	2936	2436	19004	9660	9344	77.96	76.69	79.32
FURONG 	Mawangdui	47615	26140	21475	28549	15903	12646	19066	10237	8829	40.04	39.16	41.11
FURONG 	Dongtundu	33260	18122	15138	21133	11809	9324	12127	6313	5814	36.46	34.84	38.41
FURONG 	Xianghu	14919	9522	5397	10589	7142	3447	4330	2380	1950	29.02	24.99	36.13
FURONG 	Dongan	69197	37547	31650	29611	15328	14283	39586	22219	17367	57.21	59.18	54.87
TIANXIN 	Total	393831	201645	192186	86369	45216	41153	307462	156429	151033	78.07	77.58	78.59
TIANXIN 	Shuyuanlu	36065	18143	17922	4700	2304	2396	31365	15839	15526	86.97	87.30	86.63
TIANXIN 	Pozijie	20937	10393	10544	5439	2848	2591	15498	7545	7953	74.02	72.60	75.43
TIANXIN 	Xueyuanjie	21148	10307	10841	4092	2040	2052	17056	8267	8789	80.65	80.21	81.07
TIANXIN 	Chengnanlu	41062	20395	20667	6935	3588	3347	34127	16807	17320	83.11	82.41	83.81
TIANXIN 	Yunanjie	67039	33508	33531	8508	4655	3853	58531	28853	29678	87.31	86.11	88.51
TIANXIN 	Jinpenling	78633	43010	35623	8708	4976	3732	69925	38034	31891	88.93	88.43	89.52
TIANXIN 	Xinkaipu	87679	45170	42509	22809	12109	10700	64870	33061	31809	73.99	73.19	74.83
TIANXIN 	Datuo	41268	20719	20549	25178	12696	12482	16090	8023	8067	38.99	38.72	39.26
YUELU 	Total	405369	215029	190340	129260	66827	62433	276109	148202	127907	68.11	68.92	67.20
YUELU 	Wangyuehu	32011	15723	16288	4280	2001	2279	27731	13722	14009	86.63	87.27	86.01
YUELU 	Yuelu	64388	36214	28174	21404	10631	10773	42984	25583	17401	66.76	70.64	61.76
YUELU 	Juzizhou	91276	50033	41243	15075	8032	7043	76201	42001	34200	83.48	83.95	82.92
YUELU 	Yinpenling	41959	20907	21052	7541	3939	3602	34418	16968	17450	82.03	81.16	82.89
YUELU 	Guanshaling	33668	17113	16555	13741	6870	6871	19927	10243	9684	59.19	59.86	58.5
YUELU 	Wangchengpo	30644	16296	14348	10307	5513	4794	20337	10783	9554	66.37	66.17	66.59
YUELU 	Xihu	39959	21595	18364	12515	6865	5650	27444	14730	12714	68.68	68.21	69.23
YUELU 	Xianjiahu	3632	1926	1706	1532	860	672	2100	1066	1034	57.82	55.35	60.61
YUELU 	Dongfanghong	14035	7357	6678	8528	4442	4086	5507	2915	2592	39.24	39.62	38.81
YUELU 	Wangyue	20373	10360	10013	11951	6040	5911	8422	4320	4102	41.34	41.70	40.97
YUELU 	Tianding	33424	17505	15919	22386	11634	10752	11038	5871	5167	33.02	33.54	32.46
KAIFU 	Total	421610	212129	209481	129906	67003	62903	291704	145126	146578	69.19	68.41	69.97
