V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
FURONG 	Total	30581	15505	15076	18644	10355	8289	1367	714	653	6.83	6.45	7.30
FURONG 	Wenyilu	2990	1470	1520	1936	1020	916	129	67	62	6.25	6.16	6.34
FURONG 	Chaoyangjie	3775	1811	1964	2207	1150	1057	258	139	119	10.47	10.78	10.12
FURONG 	Jiucaiyuan	3388	1574	1814	2325	1149	1176	130	51	79	5.30	4.25	6.29
FURONG 	Liuzhengjie	1040	533	507	600	337	263	87	47	40	12.66	12.24	13.20
FURONG 	Jiefanglu	1219	549	670	683	349	334	90	46	44	11.64	11.65	11.64
FURONG 	Fuhoujie	1032	493	539	629	322	307	70	43	27	10.01	11.78	8.08
FURONG 	Duzhengjie	957	458	499	490	251	239	105	63	42	17.65	20.06	14.95
FURONG 	Wulipai	1278	611	667	861	459	402	41	19	22	4.55	3.97	5.19
FURONG 	Huoxing	1923	984	939	1305	747	558	99	47	52	7.05	5.92	8.52
FURONG 	Mawangdui	3732	2016	1716	2547	1562	985	146	86	60	5.42	5.22	5.74
FURONG 	Dongtundu	2675	1414	1261	1912	1153	759	102	53	49	5.06	4.39	6.06
FURONG 	Xianghu	828	477	351	685	420	265	17	9	8	2.42	2.10	2.93
FURONG 	Dongan	5744	3115	2629	2464	1436	1028	93	44	49	3.64	2.97	4.55
TIANXIN 	Total	32230	16025	16205	14810	8253	6557	2104	1149	955	12.44	12.22	12.71
TIANXIN 	Shuyuanlu	2878	1317	1561	1392	748	644	270	145	125	16.25	16.24	16.25
TIANXIN 	Pozijie	1538	736	802	840	440	400	165	86	79	16.42	16.35	16.49
TIANXIN 	Xueyuanjie	1720	824	896	857	454	403	210	117	93	19.68	20.49	18.75
TIANXIN 	Chengnanlu	3319	1637	1682	1932	1055	877	253	139	114	11.58	11.64	11.5
TIANXIN 	Yunanjie	5524	2673	2851	2546	1390	1156	452	259	193	15.08	15.71	14.31
TIANXIN 	Jinpenling	6673	3626	3047	2643	1466	1177	349	196	153	11.66	11.79	11.5
TIANXIN 	Xinkaipu	7228	3595	3633	2699	1589	1110	279	147	132	9.37	8.47	10.63
TIANXIN 	Datuo	3350	1617	1733	1901	1111	790	126	60	66	6.22	5.12	7.71
YUELU 	Total	33802	17794	16008	14945	8544	6401	1745	1026	719	10.46	10.72	10.10
YUELU 	Wangyuehu	2688	1308	1380	1486	797	689	296	170	126	16.61	17.58	15.46
YUELU 	Yuelu	5704	3227	2477	2083	1171	912	116	75	41	5.28	6.02	4.30
YUELU 	Juzizhou	7476	4082	3394	2354	1382	972	212	125	87	8.26	8.29	8.22
YUELU 	Yinpenling	3399	1672	1727	1856	1024	832	362	201	161	16.32	16.41	16.21
YUELU 	Guanshaling	2762	1378	1384	1599	908	691	219	135	84	12.05	12.94	10.84
YUELU 	Wangchengpo	2588	1351	1237	1168	699	469	190	99	91	13.99	12.41	16.25
