V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
CHANGAN 	Total	422592	214120	208472	12376	3469	8907	2.93	1.62	4.27
CHANGAN 	Jianshedajie	33322	16202	17120	1147	303	844	3.44	1.87	4.93
CHANGAN 	Qingyuanjie	23286	11488	11798	1295	364	931	5.56	3.17	7.89
CHANGAN 	Tannanlu	23069	10605	12464	1064	323	741	4.61	3.05	5.95
CHANGAN 	Yucaijie	30090	14856	15234	1086	327	759	3.61	2.20	4.98
CHANGAN 	Yuejinlu	38790	20773	18017	1108	312	796	2.86	1.5	4.42
CHANGAN 	Yudong	61945	31354	30591	1574	484	1090	2.54	1.54	3.56
CHANGAN 	Hedong	78097	40612	37485	2219	662	1557	2.84	1.63	4.15
CHANGAN 	Dongdajie	75100	38210	36890	1367	319	1048	1.82	0.83	2.84
CHANGAN 	Yuhualu	58893	30020	28873	1516	375	1141	2.57	1.25	3.95
QIAODONG 	Total	257186	134117	123069	8533	2388	6145	3.32	1.78	4.99
QIAODONG 	Zhongshandonglu	19299	9814	9485	341	137	204	1.77	1.40	2.15
QIAODONG 	Penghoujie	54851	28381	26470	2067	525	1542	3.77	1.85	5.83
QIAODONG 	Dongfenglu	33555	18623	14932	1072	301	771	3.19	1.62	5.16
QIAODONG 	Donghualu	21787	11204	10583	1054	345	709	4.84	3.08	6.70
QIAODONG 	Xiumen	20102	9870	10232	586	173	413	2.92	1.75	4.04
QIAODONG 	Fukanglu	17764	9722	8042	697	209	488	3.92	2.15	6.07
QIAODONG 	Jiananlu	27386	13284	14102	1178	330	848	4.30	2.48	6.01
QIAODONG 	Shenglibeijie	62442	33219	29223	1538	368	1170	2.46	1.11	4
QIAOXI 	Total	242428	122142	120286	8021	2243	5778	3.31	1.84	4.80
QIAOXI 	Dongli	40804	20133	20671	1798	439	1359	4.41	2.18	6.57
QIAOXI 	Zhongshanlu	3833	2230	1603	202	46	156	5.27	2.06	9.73
QIAOXI 	Yonganjie	6382	3267	3115	426	130	296	6.68	3.98	9.5
QIAOXI 	Nanchangjie	12480	6452	6028	704	172	532	5.64	2.67	8.83
QIAOXI 	Xinghuajie	38856	22401	16455	1829	750	1079	4.71	3.35	6.56
QIAOXI 	Yuhuaxilu	16385	8616	7769	677	184	493	4.13	2.14	6.35
QIAOXI 	Youyidajie	65421	31870	33551	1531	335	1196	2.34	1.05	3.56
QIAOXI 	Hongqidajie	58267	27173	31094	854	187	667	1.47	0.69	2.15
XINHUA 	Total	310493	159247	151246	10503	3256	7247	3.38	2.04	4.79
XINHUA 	Gexinjie	39453	24773	14680	1492	908	584	3.78	3.67	3.98
XINHUA 	Nandajie	3058	1801	1257	117	39	78	3.83	2.17	6.21
XINHUA 	Xinhualu	14851	8288	6563	724	195	529	4.88	2.35	8.06
XINHUA 	Ninganlu	37901	18457	19444	1610	363	1247	4.25	1.97	6.41
XINHUA 	Dongjiao	32049	15986	16063	1422	355	1067	4.44	2.22	6.64
XINHUA 	Xijiao	36087	17660	18427	833	209	624	2.31	1.18	3.39
XINHUA 	Hezuolu	29220	14344	14876	742	157	585	2.54	1.09	3.93
XINHUA 	Lianmenglu	64243	31217	33026	1573	442	1131	2.45	1.42	3.42
XINHUA 	Shigangdajie	53631	26721	26910	1990	588	1402	3.71	2.20	5.21
SHIJIAZHUANG JIAOQU 	Total	359860	182981	176879	16242	7480	8762	4.51	4.09	4.95
SHIJIAZHUANG JIAOQU 	Xili	36549	18818	17731	1598	684	914	4.37	3.63	5.15
SHIJIAZHUANG JIAOQU 	Zhentou	43467	22029	21438	2036	900	1136	4.68	4.09	5.30
SHIJIAZHUANG JIAOQU 	Suncun	20740	10487	10253	1421	494	927	6.85	4.71	9.04
SHIJIAZHUANG JIAOQU 	Huaidi	29117	14857	14260	1066	487	579	3.66	3.28	4.06
SHIJIAZHUANG JIAOQU 	Wuqilu	20303	10753	9550	129	62	67	0.64	0.58	0.70
