V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
DONGSHAN 	Total	484900	245318	239582	8727	729	7998	1.80	0.30	3.34
DONGSHAN 	Donghu	60497	29414	31083	912	85	827	1.51	0.29	2.66
DONGSHAN 	Nonglin	40736	19880	20856	423	31	392	1.04	0.16	1.88
DONGSHAN 	Meihuacun	48628	24669	23959	830	59	771	1.71	0.24	3.22
DONGSHAN 	Huanghuagang	71198	36974	34224	795	65	730	1.12	0.18	2.13
DONGSHAN 	Huale	44516	25338	19178	482	32	450	1.08	0.13	2.35
DONGSHAN 	Jianshe	39679	19683	19996	797	56	741	2.01	0.28	3.71
DONGSHAN 	Datang	36105	17503	18602	894	77	817	2.48	0.44	4.39
DONGSHAN 	Zhuguang	49595	24423	25172	1457	135	1322	2.94	0.55	5.25
DONGSHAN 	Dadong	62108	31205	30903	1417	119	1298	2.28	0.38	4.20
DONGSHAN 	Baiyun	31838	16229	15609	720	70	650	2.26	0.43	4.16
LIWAN 	Total	409368	206351	203017	12385	1204	11181	3.03	0.58	5.51
LIWAN 	Jinhua	42631	21318	21313	1277	100	1177	3	0.47	5.52
LIWAN 	Lingnan	29782	14722	15060	1048	79	969	3.52	0.54	6.43
LIWAN 	Nanyuan	47851	24651	23200	1497	155	1342	3.13	0.63	5.78
LIWAN 	Caihong	38504	19228	19276	1024	103	921	2.66	0.54	4.78
LIWAN 	Duobao	32286	16547	15739	952	98	854	2.95	0.59	5.43
LIWAN 	Longjin	33820	16595	17225	1106	98	1008	3.27	0.59	5.85
LIWAN 	Xicun	33867	17059	16808	861	80	781	2.54	0.47	4.65
LIWAN 	Zhanqian	29751	15366	14385	720	81	639	2.42	0.53	4.44
LIWAN 	Shamian	3849	1874	1975	73	9	64	1.90	0.48	3.24
LIWAN 	Fengyuan	46247	22792	23455	1553	159	1394	3.36	0.70	5.94
LIWAN 	Changhua	28767	14042	14725	1047	114	933	3.64	0.81	6.34
LIWAN 	Hualin	42013	22157	19856	1227	128	1099	2.92	0.58	5.53
YUEXIU 	Total	296582	146147	150435	6927	574	6353	2.34	0.39	4.22
YUEXIU 	Renmin	29809	14883	14926	967	89	878	3.24	0.60	5.88
YUEXIU 	Daxin	38534	19314	19220	1097	80	1017	2.85	0.41	5.29
YUEXIU 	Shishu	33901	16659	17242	734	63	671	2.17	0.38	3.89
YUEXIU 	Guangta	28248	13830	14418	712	49	663	2.52	0.35	4.60
YUEXIU 	Liurong	34842	17166	17676	606	55	551	1.74	0.32	3.12
YUEXIU 	Dongfeng	31651	15706	15945	777	62	715	2.45	0.39	4.48
YUEXIU 	Hongqiao	31276	15090	16186	659	57	602	2.11	0.38	3.72
YUEXIU 	Guangwei	27954	13937	14017	556	43	513	1.99	0.31	3.66
YUEXIU 	Beijing	23220	11546	11674	612	58	554	2.64	0.5	4.75
YUEXIU 	Liuhua	17147	8016	9131	207	18	189	1.21	0.22	2.07
HAIZHU 	Total	1082422	570571	511851	25914	3180	22734	2.39	0.56	4.44
HAIZHU 	Chigang	89743	46411	43332	1868	224	1644	2.08	0.48	3.79
HAIZHU 	Xingang	67534	36639	30895	694	77	617	1.03	0.21	2
HAIZHU 	Changgang	79853	40232	39621	1724	165	1559	2.16	0.41	3.93
HAIZHU 	Jiangnanzhong	62532	31511	31021	1796	180	1616	2.87	0.57	5.21
HAIZHU 	Binjiang	51667	29548	22119	1901	196	1705	3.68	0.66	7.71
HAIZHU 	Sushe	52325	26645	25680	1337	138	1199	2.56	0.52	4.67
HAIZHU 	Haizhuang	53270	26466	26804	1603	125	1478	3.01	0.47	5.51
HAIZHU 	Nanhuaxi	36704	17815	18889	1357	99	1258	3.70	0.56	6.66
HAIZHU 	Longfeng	74286	37855	36431	2591	268	2323	3.49	0.71	6.38
HAIZHU 	Shayuan	47987	24468	23519	1117	109	1008	2.33	0.45	4.29
HAIZHU 	Nanshitou	75767	41491	34276	1927	253	1674	2.54	0.61	4.88
HAIZHU 	Fengyang	64651	34679	29972	1188	193	995	1.84	0.56	3.32
HAIZHU 	Ruibao	55572	29657	25915	1124	205	919	2.02	0.69	3.55
HAIZHU 	Jianghai	42445	23507	18938	1022	213	809	2.41	0.91	4.27
HAIZHU 	Xinjiao	228086	123647	104439	4665	735	3930	2.05	0.59	3.76
TIANHE 	Total	966480	531964	434516	14267	2261	12006	1.48	0.43	2.76
TIANHE 	Wushan	79894	49214	30680	558	45	513	0.70	0.09	1.67
TIANHE 	Yuancun	62881	33364	29517	1284	177	1107	2.04	0.53	3.75
TIANHE 	Chepi	47141	25546	21595	1131	166	965	2.40	0.65	4.47
TIANHE 	Shahe	41481	20896	20585	632	79	553	1.52	0.38	2.69
TIANHE 	Dengfeng	69010	36134	32876	1127	132	995	1.63	0.37	3.03
TIANHE 	Shipai	120899	64774	56125	1025	203	822	0.85	0.31	1.46
TIANHE 	Shadong	26863	13916	12947	468	61	407	1.74	0.44	3.14
TIANHE 	Tianhenan	49841	25614	24227	460	47	413	0.92	0.18	1.70
TIANHE 	Linhe	48909	27194	21715	487	60	427	1	0.22	1.97
TIANHE 	Xinghua	65770	35719	30051	1078	175	903	1.64	0.49	3
TIANHE 	Tangxia	58794	31712	27082	684	91	593	1.16	0.29	2.19
TIANHE 	Tianyuan	27859	15626	12233	242	26	216	0.87	0.17	1.77
TIANHE 	Xiancun	25731	15870	9861	440	123	317	1.71	0.78	3.21
TIANHE 	Liede	14918	8823	6095	271	60	211	1.82	0.68	3.46
TIANHE 	Dongpu	94577	54086	40491	1739	311	1428	1.84	0.58	3.53
TIANHE 	Shahe	131912	73476	58436	2641	505	2136	2	0.69	3.66
