V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
DONGCHENG 	Total	43605	21162	22443	24332	13030	11302	2565	1528	1037	9.54	10.5	8.40
DONGCHENG 	Donghuamen	4743	2248	2495	2704	1434	1270	186	90	96	6.44	5.91	7.03
DONGCHENG 	Jingshan	3111	1519	1592	1693	919	774	226	141	85	11.78	13.30	9.90
DONGCHENG 	Jiaodaokou	3064	1497	1567	1634	904	730	202	126	76	11	12.23	9.43
DONGCHENG 	Andingmen	3634	1787	1847	1883	1054	829	284	176	108	13.11	14.31	11.53
DONGCHENG 	Beixinqiao	5616	2748	2868	3181	1737	1444	383	229	154	10.75	11.65	9.64
DONGCHENG 	Dongsi	3290	1599	1691	1862	983	879	209	125	84	10.09	11.28	8.72
DONGCHENG 	Chaoyangmen	2737	1341	1396	1471	787	684	167	98	69	10.20	11.07	9.16
DONGCHENG 	Jianguomen	4607	2252	2355	2525	1353	1172	257	150	107	9.24	9.98	8.37
DONGCHENG 	Dongzhimen	4071	1994	2077	2299	1227	1072	234	137	97	9.24	10.04	8.30
DONGCHENG 	Hepingli	8732	4177	4555	5080	2632	2448	417	256	161	7.59	8.86	6.17
XICHENG 	Total	57918	28809	29109	32504	17955	14549	3059	1716	1343	8.60	8.72	8.45
XICHENG 	Xichanganjie	4764	2351	2413	2781	1538	1243	272	157	115	8.91	9.26	8.47
XICHENG 	Changqiao	5268	2572	2696	2830	1556	1274	231	138	93	7.55	8.15	6.80
XICHENG 	Xinjiekou	5613	2763	2850	2978	1679	1299	412	235	177	12.15	12.28	11.99
XICHENG 	Fusuijing	5197	2522	2675	2766	1547	1219	284	163	121	9.31	9.53	9.03
XICHENG 	Fengsheng	3357	1694	1663	1991	1110	881	224	128	96	10.11	10.34	9.83
XICHENG 	Erlonglu	3656	1774	1882	1964	1081	883	164	84	80	7.71	7.21	8.31
XICHENG 	Yuetan	9769	4893	4876	5679	3067	2612	403	223	180	6.63	6.78	6.45
