V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
YINCHUAN CHENGQU 	Total	22762	11115	11647	13885	7507	6378	1381	673	708	9.05	8.23	9.99
YINCHUAN CHENGQU 	Shenglijie	3767	1835	1932	2136	1159	977	211	102	109	8.99	8.09	10.04
YINCHUAN CHENGQU 	Zhongshannanjie	1829	937	892	1101	641	460	151	73	78	12.06	10.22	14.5
YINCHUAN CHENGQU 	Yuhuanggebeijie	3160	1546	1614	1912	1053	859	170	80	90	8.17	7.06	9.48
YINCHUAN CHENGQU 	Wenhuajie	2171	1060	1111	1258	671	587	153	79	74	10.84	10.53	11.20
YINCHUAN CHENGQU 	Jiefangxijie	3433	1638	1795	2058	1080	978	185	92	93	8.25	7.85	8.68
YINCHUAN CHENGQU 	Qianjinjie	1481	723	758	974	511	463	74	38	36	7.06	6.92	7.21
YINCHUAN CHENGQU 	Funingjie	3062	1484	1578	1968	1071	897	157	73	84	7.39	6.38	8.56
YINCHUAN CHENGQU 	Xinhuajie	1271	596	675	835	425	410	75	40	35	8.24	8.60	7.87
YINCHUAN CHENGQU 	Fenghuangbeijie	2588	1296	1292	1643	896	747	205	96	109	11.09	9.68	12.73
YINCHUAN XINCHENGQU 	Total	20310	10124	10186	10997	6401	4596	1565	616	949	12.46	8.78	17.11
YINCHUAN XINCHENGQU 	Xinchengdongjie	2320	1129	1191	1190	689	501	161	65	96	11.92	8.62	16.08
YINCHUAN XINCHENGQU 	Tiedongjie	1769	886	883	1058	595	463	148	68	80	12.27	10.26	14.73
YINCHUAN XINCHENGQU 	Xihuayuanlu	3568	1804	1764	2137	1222	915	198	66	132	8.48	5.12	12.61
YINCHUAN XINCHENGQU 	Beijingxilu	2356	1117	1239	1233	697	536	355	123	232	22.36	15	30.21
YINCHUAN XINCHENGQU 	Wenchanglu	2199	1152	1047	1344	833	511	271	106	165	16.78	11.29	24.41
YINCHUAN XINCHENGQU 	Shuofanglu	5710	2801	2909	2439	1417	1022	283	117	166	10.40	7.63	13.97
YINCHUAN XINCHENGQU 	Ninghualu	2388	1235	1153	1596	948	648	149	71	78	8.54	6.97	10.74
YINCHUAN JIAOQU 	Total	19869	10343	9526	14567	8741	5826	652	365	287	4.28	4.01	4.69
YINCHUAN JIAOQU 	Luhua	1306	666	640	977	582	395	14	6	8	1.41	1.02	1.99
YINCHUAN JIAOQU 	Liangtian	1954	1008	946	1414	833	581	56	33	23	3.81	3.81	3.81
YINCHUAN JIAOQU 	Yinxin	3280	1695	1585	2192	1340	852	162	96	66	6.88	6.69	7.19
YINCHUAN JIAOQU 	Honghua	6059	3289	2770	4364	2819	1545	333	181	152	7.09	6.03	8.96
