V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
JIANGAN 	Total	619051	310259	308792	26410	4708	21702	4.27	1.52	7.03
JIANGAN 	Shanghai	24836	11862	12974	702	77	625	2.83	0.65	4.82
JIANGAN 	Dazhi	26172	12843	13329	1131	143	988	4.32	1.11	7.41
JIANGAN 	Yiyuan	19193	9462	9731	634	94	540	3.30	0.99	5.55
JIANGAN 	Chezhan	23082	11092	11990	987	129	858	4.28	1.16	7.16
JIANGAN 	Siwei	26256	12477	13779	1042	146	896	3.97	1.17	6.5
JIANGAN 	Yongqing	27080	13396	13684	1229	197	1032	4.54	1.47	7.54
JIANGAN 	Xima	49495	24201	25294	1942	307	1635	3.92	1.27	6.46
JIANGAN 	Qiuchang	30503	15004	15499	1606	254	1352	5.27	1.69	8.72
JIANGAN 	Laodong	59731	29139	30592	2124	311	1813	3.56	1.07	5.93
JIANGAN 	Erqi	75536	39062	36474	3361	619	2742	4.45	1.58	7.52
JIANGAN 	Xincun	54658	27790	26868	2778	466	2312	5.08	1.68	8.61
JIANGAN 	Danshuichi	37637	19185	18452	2061	366	1695	5.48	1.91	9.19
JIANGAN 	Daishan	11704	6260	5444	764	176	588	6.53	2.81	10.80
JIANGAN 	Taibei	28293	14154	14139	645	96	549	2.28	0.68	3.88
JIANGAN 	Huaqiao	89999	45186	44813	2689	525	2164	2.99	1.16	4.83
JIANGAN 	Chenjiaji	4245	2229	2016	461	130	331	10.86	5.83	16.42
JIANGAN 	Houhu	30631	16917	13714	2254	672	1582	7.36	3.97	11.54
JIANGHAN 	Total	509283	259982	249301	18036	3205	14831	3.54	1.23	5.95
JIANGHAN 	Minzu	37209	22683	14526	1266	234	1032	3.40	1.03	7.10
JIANGHAN 	Hualou	18051	8944	9107	632	72	560	3.5	0.81	6.15
JIANGHAN 	Shuita	16725	8174	8551	756	100	656	4.52	1.22	7.67
JIANGHAN 	Minquan	32267	15685	16582	1510	207	1303	4.68	1.32	7.86
JIANGHAN 	Manchun	22688	10959	11729	722	108	614	3.18	0.99	5.23
JIANGHAN 	Minyi	27012	13342	13670	1144	156	988	4.24	1.17	7.23
JIANGHAN 	Xinhua	33384	16485	16899	1168	178	990	3.5	1.08	5.86
JIANGHAN 	Wansong	81060	40250	40810	2519	428	2091	3.11	1.06	5.12
JIANGHAN 	Tangjiadun	65774	33417	32357	2252	459	1793	3.42	1.37	5.54
JIANGHAN 	Beihu	26967	13480	13487	603	80	523	2.24	0.59	3.88
JIANGHAN 	Qianjin	21676	10589	11087	747	104	643	3.45	0.98	5.80
JIANGHAN 	Changqing	65157	34153	31004	1857	452	1405	2.85	1.32	4.53
JIANGHAN 	Hanxing	61313	31821	29492	2860	627	2233	4.66	1.97	7.57
硚口 	Total	592256	293823	298433	25973	4699	21274	4.39	1.60	7.13
硚口 	Yijiadun	76024	38303	37721	3528	698	2830	4.64	1.82	7.5
硚口 	Hanjiadun	48373	25497	22876	1916	388	1528	3.96	1.52	6.68
硚口 	Zongguan	42922	22379	20543	1841	304	1537	4.29	1.36	7.48
硚口 	Hanshuiqiao	55703	27950	27753	2428	405	2023	4.36	1.45	7.29
硚口 	Baofeng	56953	27712	29241	1426	189	1237	2.5	0.68	4.23
硚口 	Ronghua	38515	18741	19774	1805	252	1553	4.69	1.34	7.85
硚口 	Chongren	35309	16464	18845	1396	217	1179	3.95	1.32	6.26
硚口 	Hanzhong	24828	13022	11806	1451	294	1157	5.84	2.26	9.80
硚口 	Hanzheng	118223	55296	62927	5155	791	4364	4.36	1.43	6.94
硚口 	Liujiaoting	39381	18502	20879	1370	198	1172	3.48	1.07	5.61
硚口 	Changfeng	56025	29957	26068	3657	963	2694	6.53	3.21	10.33
HANYANG 	Total	432494	221814	210680	20636	4045	16591	4.77	1.82	7.87
HANYANG 	Cuiwei	43664	23477	20187	1915	383	1532	4.39	1.63	7.59
HANYANG 	Jianqiao	40663	19866	20797	1605	218	1387	3.95	1.10	6.67
HANYANG 	Wulidun	55607	28406	27201	1937	380	1557	3.48	1.34	5.72
HANYANG 	Qingchuan	21243	9769	11474	665	97	568	3.13	0.99	4.95
HANYANG 	Yuehu	34050	18007	16043	1509	288	1221	4.43	1.60	7.61
HANYANG 	Yingwu	40332	20720	19612	1670	288	1382	4.14	1.39	7.05
HANYANG 	Zhoutou	33211	16887	16324	1473	251	1222	4.44	1.49	7.49
HANYANG 	Qinduankou	48701	25041	23660	2031	397	1634	4.17	1.59	6.91
HANYANG 	Jianghanerqiao	38676	19279	19397	1134	170	964	2.93	0.88	4.97
HANYANG 	Jiangdi	22176	11619	10557	2398	600	1798	10.81	5.16	17.03
HANYANG 	Yongfeng	49399	26285	23114	3772	878	2894	7.64	3.34	12.52
HANYANG 	Wuhanliangzhongchang	4772	2458	2314	527	95	432	11.04	3.86	18.67
WUCHANG 	Total	849975	434406	415569	26553	3970	22583	3.12	0.91	5.43
WUCHANG 	Jiyuqiao	32253	16155	16098	1464	229	1235	4.54	1.42	7.67
WUCHANG 	Yangyuan	75598	40149	35449	1893	267	1626	2.5	0.67	4.59
WUCHANG 	Xujiapeng	85916	44518	41398	2658	429	2229	3.09	0.96	5.38
WUCHANG 	Xinhe	36723	19249	17474	1519	205	1314	4.14	1.06	7.52
WUCHANG 	Liangdao	53772	27092	26680	1936	330	1606	3.60	1.22	6.02
WUCHANG 	Zhonghualu	31813	15355	16458	1250	170	1080	3.93	1.11	6.56
WUCHANG 	Huanghelou	44961	22863	22098	1869	292	1577	4.16	1.28	7.14
WUCHANG 	Ziyang	53459	26333	27126	2292	317	1975	4.29	1.20	7.28
WUCHANG 	Baishazhou	49978	25365	24613	2630	423	2207	5.26	1.67	8.97
WUCHANG 	Shouyilu	68765	34549	34216	1451	184	1267	2.11	0.53	3.70
WUCHANG 	Zhongnanlu	115859	57309	58550	3511	538	2973	3.03	0.94	5.08
WUCHANG 	Shuiguohu	141028	71765	69263	3221	481	2740	2.28	0.67	3.96
WUCHANG 	Luojiashan	53607	30580	23027	541	74	467	1.01	0.24	2.03
