V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
HANGZHOU SHANGCHENG 	Total	294918	152036	142882	11321	1909	9412	3.84	1.26	6.59
HANGZHOU SHANGCHENG 	Qingbo	27937	14115	13822	790	110	680	2.83	0.78	4.92
HANGZHOU SHANGCHENG 	Hubin	28324	14179	14145	773	102	671	2.73	0.72	4.74
HANGZHOU SHANGCHENG 	Xiaoying	40209	19602	20607	1114	145	969	2.77	0.74	4.70
HANGZHOU SHANGCHENG 	Chengzhan	34684	17463	17221	1140	158	982	3.29	0.90	5.70
HANGZHOU SHANGCHENG 	Nanxing	27462	14954	12508	1677	327	1350	6.11	2.19	10.79
HANGZHOU SHANGCHENG 	Ziyang	39928	19901	20027	1587	237	1350	3.97	1.19	6.74
HANGZHOU SHANGCHENG 	Wangjiang	58642	30502	28140	2625	503	2122	4.48	1.65	7.54
HANGZHOU SHANGCHENG 	Zhakou	15502	8380	7122	1032	197	835	6.66	2.35	11.72
HANGZHOU SHANGCHENG 	Jinjiang	22230	12940	9290	583	130	453	2.62	1	4.88
HANGZHOU XIACHENG 	Total	364574	192710	171864	11594	2391	9203	3.18	1.24	5.35
HANGZHOU XIACHENG 	Wulin	36317	18710	17607	923	140	783	2.54	0.75	4.45
HANGZHOU XIACHENG 	Changqing	39955	20072	19883	1103	146	957	2.76	0.73	4.81
HANGZHOU XIACHENG 	Tianshui	31565	15569	15996	950	132	818	3.01	0.85	5.11
HANGZHOU XIACHENG 	Genshan	41798	20237	21561	1571	260	1311	3.76	1.28	6.08
HANGZHOU XIACHENG 	Chaoming	18639	9646	8993	715	119	596	3.84	1.23	6.63
HANGZHOU XIACHENG 	Chaohui	76596	41152	35444	1795	350	1445	2.34	0.85	4.08
HANGZHOU XIACHENG 	Shiqiao	119704	67324	52380	4537	1244	3293	3.79	1.85	6.29
JIANGGAN 	Total	502722	275495	227227	20092	5854	14238	4	2.12	6.27
JIANGGAN 	Caihe	59815	31154	28661	1799	285	1514	3.01	0.91	5.28
JIANGGAN 	Kaixuan	56495	29191	27304	1463	260	1203	2.59	0.89	4.41
JIANGGAN 	Zhalongkou	42041	21114	20927	1618	275	1343	3.85	1.30	6.42
JIANGGAN 	Sijiqing	78136	42014	36122	2781	724	2057	3.56	1.72	5.69
JIANGGAN 	Pengbu	81821	44263	37558	3091	774	2317	3.78	1.75	6.17
JIANGGAN 	Jianqiao	77323	42090	35233	2462	606	1856	3.18	1.44	5.27
JIANGGAN 	Dingqiao	20282	10957	9325	1150	312	838	5.67	2.85	8.99
JIANGGAN 	Jiubao	28018	14408	13610	1642	385	1257	5.86	2.67	9.24
JIANGGAN 	Xiasha	44491	32445	12046	3551	2007	1544	7.98	6.19	12.82
JIANGGAN 	Hangzhoujingjijishukaifaqu	14300	7859	6441	535	226	309	3.74	2.88	4.80
GONGSHU 	Total	380073	203160	176913	13646	3073	10573	3.59	1.51	5.98
GONGSHU 	Mishixang	38446	19486	18960	1151	222	929	2.99	1.14	4.90
GONGSHU 	Hushu	27950	14904	13046	1130	241	889	4.04	1.62	6.81
GONGSHU 	Xiaohe	46283	24362	21921	1822	356	1466	3.94	1.46	6.69
GONGSHU 	Gongchenqiao	33947	17639	16308	1513	267	1246	4.46	1.51	7.64
GONGSHU 	Hemu	17651	9222	8429	525	82	443	2.97	0.89	5.26
GONGSHU 	Daguan	43212	21699	21513	1484	248	1236	3.43	1.14	5.75
GONGSHU 	Shangtang	73860	40337	33523	2137	661	1476	2.89	1.64	4.40
