V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HUHEHAOTE XINCHENGQU 	Total	402084	205457	196627	123931	67062	56869	278153	138395	139758	69.18	67.36	71.08
HUHEHAOTE XINCHENGQU 	Xijie	50482	26705	23777	2955	1726	1229	47527	24979	22548	94.15	93.54	94.83
HUHEHAOTE XINCHENGQU 	Zhongshandonglu	22693	11007	11686	1603	788	815	21090	10219	10871	92.94	92.84	93.03
HUHEHAOTE XINCHENGQU 	Dongjie	36128	17950	18178	2474	1387	1087	33654	16563	17091	93.15	92.27	94.02
HUHEHAOTE XINCHENGQU 	Xilinguolebeilu	28636	14452	14184	3742	2156	1586	24894	12296	12598	86.93	85.08	88.82
HUHEHAOTE XINCHENGQU 	Hailaerdonglu	72036	34922	37114	5594	2912	2682	66442	32010	34432	92.23	91.66	92.77
HUHEHAOTE XINCHENGQU 	Dongfenglu	46008	22931	23077	5650	3426	2224	40358	19505	20853	87.72	85.06	90.36
HUHEHAOTE XINCHENGQU 	Yingxinlu	24186	12103	12083	2830	1544	1286	21356	10559	10797	88.30	87.24	89.36
HUHEHAOTE XINCHENGQU 	Haoqinying	105229	56202	49027	83216	44464	38752	22013	11738	10275	20.92	20.89	20.96
HUHEHAOTE XINCHENGQU 	Baoheshao	10570	5883	4687	10094	5571	4523	476	312	164	4.5	5.30	3.5
HUHEHAOTE XINCHENGQU 	Xiaojing	6116	3302	2814	5773	3088	2685	343	214	129	5.61	6.48	4.58
HUIMIN 	Total	280294	144282	136012	88925	47758	41167	191369	96524	94845	68.27	66.90	69.73
HUIMIN 	Xinhuaxilu	30318	14703	15615	2620	1413	1207	27698	13290	14408	91.36	90.39	92.27
HUIMIN 	Zhongshanxilu	23776	12064	11712	2417	1666	751	21359	10398	10961	89.83	86.19	93.59
HUIMIN 	Guangminglu	59641	30353	29288	7945	4154	3791	51696	26199	25497	86.68	86.31	87.06
HUIMIN 	Hailaerxilu	41427	21273	20154	6139	3207	2932	35288	18066	17222	85.18	84.92	85.45
HUIMIN 	Huanhejie	27053	13503	13550	3819	1932	1887	23234	11571	11663	85.88	85.69	86.07
