V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
WANZHOU 	Total	1315442	672711	642731	115901	30742	85159	8.81	4.57	13.25
WANZHOU 	Gaosuntang	72065	33976	38089	2326	399	1927	3.23	1.17	5.06
WANZHOU 	Taibaiyan	68177	33263	34914	1916	307	1609	2.81	0.92	4.61
WANZHOU 	Hongguang	20615	10482	10133	838	171	667	4.07	1.63	6.58
WANZHOU 	Pailou	26324	13461	12863	735	138	597	2.79	1.03	4.64
WANZHOU 	Wanan	9476	4740	4736	492	103	389	5.19	2.17	8.21
WANZHOU 	Shuanghekou	5531	2840	2691	447	113	334	8.08	3.98	12.41
WANZHOU 	Zhoujiaba	12172	6033	6139	1080	314	766	8.87	5.20	12.48
WANZHOU 	Shahe	15821	7772	8049	727	154	573	4.60	1.98	7.12
WANZHOU 	Yingshuiping	21610	10976	10634	1118	261	857	5.17	2.38	8.06
WANZHOU 	Zhonggulou	29798	14460	15338	1954	404	1550	6.56	2.79	10.11
WANZHOU 	Pipaping	14201	7040	7161	1278	329	949	9	4.67	13.25
WANZHOU 	Baianba	18564	10389	8175	1220	386	834	6.57	3.72	10.20
WANZHOU 	Wuqiao	21575	10791	10784	1253	309	944	5.81	2.86	8.75
WANZHOU 	Chenjiaba	20984	10295	10689	2033	544	1489	9.69	5.28	13.93
WANZHOU 	Longbao	22729	11722	11007	1627	420	1207	7.16	3.58	10.97
WANZHOU 	Gaofeng	17329	8678	8651	1957	502	1455	11.29	5.78	16.82
WANZHOU 	Liangfeng	13947	6719	7228	990	225	765	7.10	3.35	10.58
WANZHOU 	Longsha	8225	4116	4109	713	161	552	8.67	3.91	13.43
WANZHOU 	Xiangshui	11218	5727	5491	538	106	432	4.80	1.85	7.87
WANZHOU 	Wuling	14678	7315	7363	1091	258	833	7.43	3.53	11.31
WANZHOU 	Rangdu	9867	5004	4863	785	187	598	7.96	3.74	12.30
WANZHOU 	Tiancheng	27027	13897	13130	4642	1831	2811	17.18	13.18	21.41
WANZHOU 	Xiongjia	29278	15220	14058	3654	1027	2627	12.48	6.75	18.69
WANZHOU 	Xiaozhou	8787	4541	4246	1208	288	920	13.75	6.34	21.67
WANZHOU 	Dazhou	13143	6771	6372	1209	317	892	9.20	4.68	14
WANZHOU 	Dongjia	18306	9491	8815	1232	318	914	6.73	3.35	10.37
WANZHOU 	Gaoliang	23756	12020	11736	2049	591	1458	8.63	4.92	12.42
WANZHOU 	Lihe	14263	7454	6809	1257	359	898	8.81	4.82	13.19
WANZHOU 	Gaosheng	17427	9155	8272	1511	342	1169	8.67	3.74	14.13
WANZHOU 	Sanzheng	22387	11686	10701	1825	460	1365	8.15	3.94	12.76
WANZHOU 	Fenshui	14433	7533	6900	1446	339	1107	10.02	4.5	16.04
WANZHOU 	Peiwen	13263	6843	6420	1437	418	1019	10.83	6.11	15.87
WANZHOU 	Yujia	25460	13271	12189	2644	707	1937	10.38	5.33	15.89
WANZHOU 	Houshan	13181	6760	6421	1500	397	1103	11.38	5.87	17.18
WANZHOU 	Danzi	10977	5734	5243	1215	332	883	11.07	5.79	16.84
WANZHOU 	Changling	20001	10243	9758	2298	593	1705	11.49	5.79	17.47
WANZHOU 	Xintian	27323	13957	13366	2268	637	1631	8.30	4.56	12.20
WANZHOU 	Xinxiang	8487	4365	4122	1067	313	754	12.57	7.17	18.29
WANZHOU 	Zouma	14952	7776	7176	2030	585	1445	13.58	7.52	20.14
WANZHOU 	Luotian	5672	2924	2748	515	128	387	9.08	4.38	14.08
WANZHOU 	Longju	16323	8455	7868	1858	469	1389	11.38	5.55	17.65
WANZHOU 	Baitu	16506	8659	7847	1440	357	1083	8.72	4.12	13.80
WANZHOU 	Changtan	20673	10838	9835	2219	551	1668	10.73	5.08	16.96
WANZHOU 	Taian	17988	9182	8806	2068	505	1563	11.5	5.5	17.75
WANZHOU 	Baiyang	17289	8718	8571	979	217	762	5.66	2.49	8.89
WANZHOU 	Tailong	18566	9555	9011	1658	456	1202	8.93	4.77	13.34
WANZHOU 	Jiuchi	10969	5578	5391	1057	270	787	9.64	4.84	14.60
WANZHOU 	Zhushan	14445	7866	6579	1179	305	874	8.16	3.88	13.28
WANZHOU 	Lushan	10518	5435	5083	1018	223	795	9.68	4.10	15.64
WANZHOU 	Hekou	14358	7182	7176	1099	266	833	7.65	3.70	11.61
WANZHOU 	Ganning	15262	7824	7438	1621	354	1267	10.62	4.52	17.03
WANZHOU 	Yankou	9747	4870	4877	726	135	591	7.45	2.77	12.12
WANZHOU 	Longgu	8776	4505	4271	884	220	664	10.07	4.88	15.55
WANZHOU 	Guojia	9068	4750	4318	978	212	766	10.79	4.46	17.74
