V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
XINGNING 	Total	9393	4704	4689	5314	2863	2451	689	404	285	11.48	12.37	10.42
XINGNING 	Minsheng	3658	1810	1848	2015	1033	982	257	153	104	11.31	12.90	9.58
XINGNING 	Chaoyang	5735	2894	2841	3299	1830	1469	432	251	181	11.58	12.06	10.97
NANNING XINCHENG 	Total	32766	16046	16720	18636	9794	8842	1275	671	604	6.40	6.41	6.39
NANNING XINCHENG 	Xinzhu	11013	5285	5728	7004	3598	3406	435	220	215	5.85	5.76	5.94
NANNING XINCHENG 	Jianzheng	11259	5724	5535	5593	3037	2556	454	251	203	7.51	7.63	7.36
NANNING XINCHENG 	Zhongshan	8572	3963	4609	4794	2366	2428	329	172	157	6.42	6.78	6.07
NANNING XINCHENG 	Nanhu	1922	1074	848	1245	793	452	57	28	29	4.38	3.41	6.03
NANNING CHENGBEI 	Total	31520	16227	15293	13591	7409	6182	1812	1037	775	11.76	12.28	11.14
NANNING CHENGBEI 	Beihu	11876	5903	5973	6081	3244	2837	838	465	373	12.11	12.54	11.62
NANNING CHENGBEI 	Hengyang	5712	2872	2840	3320	1848	1472	390	214	176	10.51	10.38	10.68
NANNING CHENGBEI 	Xixiangtang	13932	7452	6480	4190	2317	1873	584	358	226	12.23	13.38	10.77
NANNING JIANGNAN 	Total	14948	7615	7333	8699	4839	3860	1262	703	559	12.67	12.68	12.65
NANNING JIANGNAN 	Fujianyuan	6594	3238	3356	3958	2127	1831	584	303	281	12.86	12.47	13.30
NANNING JIANGNAN 	Jiangnan	8354	4377	3977	4741	2712	2029	678	400	278	12.51	12.85	12.05
NANNING YONGXIN 	Total	11409	5658	5751	6313	3466	2847	1042	606	436	14.17	14.88	13.28
NANNING YONGXIN 	Huaqiang	2101	1026	1075	1150	604	546	139	83	56	10.78	12.08	9.30
NANNING YONGXIN 	Xinyang	9308	4632	4676	5163	2862	2301	903	523	380	14.89	15.45	14.17
NANNING SHIJIAO 	Total	35546	18499	17047	27849	15102	12747	961	599	362	3.34	3.82	2.76
NANNING SHIJIAO 	Nalong	2308	1194	1114	1792	973	819	94	56	38	4.98	5.44	4.43
NANNING SHIJIAO 	Jinling	2042	1059	983	1735	925	810	11	8	3	0.63	0.86	0.37
NANNING SHIJIAO 	Tanluo	4239	2197	2042	3540	1903	1637	38	24	14	1.06	1.25	0.85
NANNING SHIJIAO 	Jiangxi	3922	2053	1869	3342	1783	1559	14	10	4	0.42	0.56	0.26
NANNING SHIJIAO 	Xinxu	1673	854	819	1278	638	640	43	28	15	3.26	4.20	2.29
