V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
TONGSHEN 	Total	7650	4017	3633	5304	2969	2335	312	162	150	5.56	5.17	6.04
TONGSHEN 	Chongshan	802	419	383	717	376	341	12	7	5	1.65	1.83	1.45
TONGSHEN 	Nansheng	631	337	294	530	291	239	16	8	8	2.93	2.68	3.24
TONGSHEN 	Maoyang	1027	570	457	881	502	379	18	11	7	2	2.14	1.81
TONGSHEN 	Fanyang	560	320	240	499	292	207	3	3	          	0.60	1.02	          
TONGSHEN 	Changhao	329	182	147	292	165	127	1	1	          	0.34	0.60	          
TONGSHEN 	Maodao	360	195	165	317	178	139	3	2	1	0.94	1.11	0.71
TONGSHEN 	Hongshan	166	94	72	147	85	62	1	          	1	0.68	          	1.59
TONGSHEN 	Wuzhishan	271	142	129	223	124	99	2	1	1	0.89	0.80	1
TONGSHEN 	Baoguo	77	39	38	63	36	27	          	          	          	          	          	          
TONGSHEN 	Shizhishu	2823	1418	1405	1362	763	599	216	105	111	13.69	12.10	15.63
TONGSHEN 	Changhaonongchang	604	301	303	273	157	116	40	24	16	12.78	13.26	12.12
QIONGHAI 	Total	33336	16997	16339	23479	12652	10827	1477	876	601	5.92	6.48	5.26
QIONGHAI 	Jiaji	6058	2971	3087	3369	1872	1497	630	321	309	15.75	14.64	17.11
QIONGHAI 	Wanquan	1584	831	753	1149	622	527	50	29	21	4.17	4.45	3.83
QIONGHAI 	Shibi	1058	538	520	832	437	395	29	24	5	3.37	5.21	1.25
QIONGHAI 	Wenquan	1516	764	752	1036	548	488	90	55	35	7.99	9.12	6.69
QIONGHAI 	Zhongyuan	1462	754	708	1030	555	475	52	30	22	4.81	5.13	4.43
QIONGHAI 	Boao	803	404	399	579	316	263	13	7	6	2.20	2.17	2.23
QIONGHAI 	Yangjiang	1226	645	581	1027	560	467	12	8	4	1.15	1.41	0.85
QIONGHAI 	Longjiang	1510	779	731	1101	589	512	43	28	15	3.76	4.54	2.85
QIONGHAI 	Futian	987	502	485	766	408	358	18	12	6	2.30	2.86	1.65
