V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HUANGPU 	Total	186543	94982	91561	15677	9243	6434	170866	85739	85127	91.60	90.27	92.97
HUANGPU 	Waitan	48927	25486	23441	4692	2658	2034	44235	22828	21407	90.41	89.57	91.32
HUANGPU 	Renminguangchang	41017	20989	20028	2635	1673	962	38382	19316	19066	93.58	92.03	95.20
HUANGPU 	Nanjingdonglu	47595	24010	23585	4765	2837	1928	42830	21173	21657	89.99	88.18	91.83
HUANGPU 	Jinlingdonglu	49004	24497	24507	3585	2075	1510	45419	22422	22997	92.68	91.53	93.84
NANSHI 	Total	382808	193789	189019	38259	21583	16676	344549	172206	172343	90.01	88.86	91.18
NANSHI 	Bansongyuanlu	70425	36755	33670	9344	6042	3302	61081	30713	30368	86.73	83.56	90.19
NANSHI 	Dongjiadu	87007	44770	42237	9164	5238	3926	77843	39532	38311	89.47	88.30	90.70
NANSHI 	Xiaodongmen	61405	30706	30699	6175	3319	2856	55230	27387	27843	89.94	89.19	90.70
NANSHI 	Yuyuan	49002	24273	24729	4232	2179	2053	44770	22094	22676	91.36	91.02	91.70
NANSHI 	Laoximen	114969	57285	57684	9344	4805	4539	105625	52480	53145	91.87	91.61	92.13
LUWAN 	Total	324930	163363	161567	27223	16135	11088	297707	147228	150479	91.62	90.12	93.14
LUWAN 	Ruijinerlu	72514	35213	37301	3649	1895	1754	68865	33318	35547	94.97	94.62	95.30
LUWAN 	Huaihaizhonglu	99848	49670	50178	7843	4165	3678	92005	45505	46500	92.15	91.61	92.67
LUWAN 	Dapuqiao	69975	34963	35012	6431	3501	2930	63544	31462	32082	90.81	89.99	91.63
LUWAN 	Wuliqiao	82593	43517	39076	9300	6574	2726	73293	36943	36350	88.74	84.89	93.02
XUHUI 	Total	1054719	541152	513567	156491	91752	64739	898228	449400	448828	85.16	83.05	87.39
XUHUI 	Tianpinglu	77226	37500	39726	3933	1889	2044	73293	35611	37682	94.91	94.96	94.85
XUHUI 	Hunanlu	50374	24752	25622	2815	1348	1467	47559	23404	24155	94.41	94.55	94.27
XUHUI 	Xietulu	76330	39007	37323	9378	5726	3652	66952	33281	33671	87.71	85.32	90.22
XUHUI 	Fenglinlu	111442	55430	56012	5326	2976	2350	106116	52454	53662	95.22	94.63	95.80
XUHUI 	Changqiao	119273	61179	58094	15974	8909	7065	103299	52270	51029	86.61	85.44	87.84
XUHUI 	Tianlin	101259	52980	48279	20971	12702	8269	80288	40278	40010	79.29	76.02	82.87
XUHUI 	Hongmei	40204	21504	18700	19171	10489	8682	21033	11015	10018	52.32	51.22	53.57
XUHUI 	Kangjianxincun	60054	30098	29956	4091	2374	1717	55963	27724	28239	93.19	92.11	94.27
XUHUI 	Xujiahui	96259	50740	45519	7641	5287	2354	88618	45453	43165	92.06	89.58	94.83
XUHUI 	Lingyun	95838	50816	45022	8262	4958	3304	87576	45858	41718	91.38	90.24	92.66
XUHUI 	Longhua	88633	46427	42206	18720	11267	7453	69913	35160	34753	78.88	75.73	82.34
XUHUI 	Caohejing	97571	48625	48946	23299	13531	9768	74272	35094	39178	76.12	72.17	80.04
XUHUI 	Huajing	40256	22094	18162	16910	10296	6614	23346	11798	11548	57.99	53.40	63.58
