V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HANGZHOU SHANGCHENG 	Total	28392	14262	14130	15652	8957	6695	1820	986	834	10.42	9.92	11.08
HANGZHOU SHANGCHENG 	Qingbo	2617	1306	1311	1402	788	614	179	96	83	11.32	10.86	11.91
HANGZHOU SHANGCHENG 	Hubin	2665	1287	1378	1293	682	611	122	72	50	8.62	9.55	7.56
HANGZHOU SHANGCHENG 	Xiaoying	3984	1931	2053	2025	1124	901	260	143	117	11.38	11.29	11.49
HANGZHOU SHANGCHENG 	Chengzhan	3289	1588	1701	1720	955	765	229	114	115	11.75	10.66	13.07
HANGZHOU SHANGCHENG 	Nanxing	2540	1328	1212	1384	845	539	207	97	110	13.01	10.30	16.95
HANGZHOU SHANGCHENG 	Ziyang	3966	1972	1994	2121	1191	930	274	164	110	11.44	12.10	10.58
HANGZHOU SHANGCHENG 	Wangjiang	5886	3041	2845	3487	2035	1452	345	185	160	9	8.33	9.93
HANGZHOU SHANGCHENG 	Zhakou	1502	795	707	869	539	330	95	59	36	9.85	9.87	9.84
HANGZHOU SHANGCHENG 	Jinjiang	1943	1014	929	1351	798	553	109	56	53	7.47	6.56	8.75
HANGZHOU XIACHENG 	Total	34720	18002	16718	20861	12132	8729	1386	712	674	6.23	5.54	7.17
HANGZHOU XIACHENG 	Wulin	3332	1652	1680	1699	917	782	137	84	53	7.46	8.39	6.35
HANGZHOU XIACHENG 	Changqing	3923	1947	1976	2224	1267	957	188	83	105	7.79	6.15	9.89
HANGZHOU XIACHENG 	Tianshui	3149	1573	1576	1719	974	745	130	68	62	7.03	6.53	7.68
HANGZHOU XIACHENG 	Genshan	4139	1988	2151	2180	1237	943	264	128	136	10.80	9.38	12.60
HANGZHOU XIACHENG 	Chaoming	1862	948	914	1051	597	454	146	87	59	12.20	12.72	11.5
HANGZHOU XIACHENG 	Chaohui	7347	3840	3507	3845	2101	1744	254	122	132	6.20	5.49	7.04
HANGZHOU XIACHENG 	Shiqiao	10968	6054	4914	8143	5039	3104	267	140	127	3.17	2.70	3.93
JIANGGAN 	Total	45366	23707	21659	33252	18951	14301	1630	841	789	4.67	4.25	5.23
JIANGGAN 	Caihe	5636	2800	2836	3392	1866	1526	398	207	191	10.5	9.99	11.12
JIANGGAN 	Kaixuan	5406	2753	2653	3105	1712	1393	233	116	117	6.98	6.35	7.75
JIANGGAN 	Zhalongkou	4142	2073	2069	2338	1355	983	269	143	126	10.32	9.55	11.36
JIANGGAN 	Sijiqing	6678	3568	3110	5017	2870	2147	149	62	87	2.88	2.11	3.89
JIANGGAN 	Pengbu	7644	4115	3529	6304	3664	2640	229	126	103	3.51	3.32	3.76
