V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
XI NING CHENGDONG 	Total	262916	135528	127388	66385	36574	29811	196531	98954	97577	74.75	73.01	76.60
XI NING CHENGDONG 	Dongguandajie	28280	15041	13239	1810	1034	776	26470	14007	12463	93.60	93.13	94.14
XI NING CHENGDONG 	Qingzhenxang	28583	14424	14159	5239	2884	2355	23344	11540	11804	81.67	80.01	83.37
XI NING CHENGDONG 	Dazhongjie	34692	17531	17161	7454	3997	3457	27238	13534	13704	78.51	77.20	79.86
XI NING CHENGDONG 	Zhoujiaquan	27502	13964	13538	5947	3206	2741	21555	10758	10797	78.38	77.04	79.75
XI NING CHENGDONG 	Huochezhan	33934	17490	16444	10979	5941	5038	22955	11549	11406	67.65	66.03	69.36
XI NING CHENGDONG 	Bayilu	37427	18773	18654	7512	3954	3558	29915	14819	15096	79.93	78.94	80.93
XI NING CHENGDONG 	Linjiaya	23516	12689	10827	9164	5378	3786	14352	7311	7041	61.03	57.62	65.03
XI NING CHENGDONG 	Lejiawan	16910	8298	8612	6780	3643	3137	10130	4655	5475	59.91	56.10	63.57
XI NING CHENGDONG 	Yunjiakou	32072	17318	14754	11500	6537	4963	20572	10781	9791	64.14	62.25	66.36
XINING CHENGZHONG 	Total	146652	74440	72212	15868	8807	7061	130784	65633	65151	89.18	88.17	90.22
XINING CHENGZHONG 	Yinmajie	26055	12403	13652	1902	997	905	24153	11406	12747	92.70	91.96	93.37
XINING CHENGZHONG 	Nantan	32558	16708	15850	3035	1663	1372	29523	15045	14478	90.68	90.05	91.34
XINING CHENGZHONG 	Cangmenjie	18538	9293	9245	2000	1087	913	16538	8206	8332	89.21	88.30	90.12
XINING CHENGZHONG 	Lirangjie	30595	16241	14354	2768	1773	995	27827	14468	13359	90.95	89.08	93.07
XINING CHENGZHONG 	Renminjie	14917	7579	7338	1811	1151	660	13106	6428	6678	87.86	84.81	91.01
XINING CHENGZHONG 	Nanchuandonglu	23989	12216	11773	4352	2136	2216	19637	10080	9557	81.86	82.51	81.18
XINING CHENGXI 	Total	222615	113272	109343	40335	21781	18554	182280	91491	90789	81.88	80.77	83.03
XINING CHENGXI 	Xiguandajie	37417	19529	17888	4029	2563	1466	33388	16966	16422	89.23	86.88	91.80
XINING CHENGXI 	Guchengtai	33011	16709	16302	2147	1395	752	30864	15314	15550	93.5	91.65	95.39
