V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
JINJIANG 	Total	387451	196750	190701	11430	2602	8828	2.95	1.32	4.63
JINJIANG 	DongkangShi	13841	7266	6575	543	133	410	3.92	1.83	6.24
JINJIANG 	Tianyashibeijie	11400	5654	5746	400	86	314	3.51	1.52	5.46
JINJIANG 	Hepingjie	18949	9121	9828	427	79	348	2.25	0.87	3.54
JINJIANG 	Zitongqiaozhengjie	10309	5148	5161	202	32	170	1.96	0.62	3.29
JINJIANG 	Chunxilu	4350	2281	2069	86	24	62	1.98	1.05	3
JINJIANG 	Yanshikou	11215	6036	5179	172	39	133	1.53	0.65	2.57
JINJIANG 	Renminnanlu	8066	4187	3879	197	39	158	2.44	0.93	4.07
JINJIANG 	Qingshiqiao	9593	4775	4818	319	60	259	3.33	1.26	5.38
JINJIANG 	Wangjiaba	13559	6726	6833	387	71	316	2.85	1.06	4.62
JINJIANG 	Junlongjie	13531	6699	6832	433	85	348	3.20	1.27	5.09
JINJIANG 	Tangbajie	13779	6745	7034	481	86	395	3.49	1.28	5.62
JINJIANG 	Zhiquanjie	10719	5357	5362	444	86	358	4.14	1.61	6.68
JINJIANG 	Hejiangting	14965	7664	7301	603	128	475	4.03	1.67	6.51
JINJIANG 	Niushikou	41326	20869	20457	1429	315	1114	3.46	1.51	5.45
JINJIANG 	Dongfengnanlu	10633	6175	4458	181	40	141	1.70	0.65	3.16
JINJIANG 	Banxianjie	27292	14190	13102	1006	237	769	3.69	1.67	5.87
JINJIANG 	Shahepu	53533	25409	28124	1113	244	869	2.08	0.96	3.09
JINJIANG 	Dongguang	31786	16692	15094	978	223	755	3.08	1.34	5
JINJIANG 	Liulichang	39502	21088	18414	722	193	529	1.83	0.92	2.87
JINJIANG 	Sansheng	29103	14668	14435	1307	402	905	4.49	2.74	6.27
QINGYANG 	Total	484948	251530	233418	12130	2784	9346	2.5	1.11	4
QINGYANG 	Shangwangjiaguai	25669	13185	12484	617	124	493	2.40	0.94	3.95
QINGYANG 	Binshengjie	24514	11888	12626	621	116	505	2.53	0.98	4
QINGYANG 	Huangwajie	22023	10954	11069	496	82	414	2.25	0.75	3.74
QINGYANG 	Xinhuaxilu	27630	15300	12330	755	264	491	2.73	1.73	3.98
QINGYANG 	Gulounanjie	8134	4377	3757	188	48	140	2.31	1.10	3.73
QINGYANG 	Dongtongshunjie	24639	12019	12620	762	143	619	3.09	1.19	4.90
QINGYANG 	Huangtianba	44787	23428	21359	804	148	656	1.80	0.63	3.07
QINGYANG 	Qingyangzhengjie	72086	36256	35830	1107	225	882	1.54	0.62	2.46
QINGYANG 	Beidajie	10573	5301	5272	312	56	256	2.95	1.06	4.86
QINGYANG 	Zhongliecixijie	15682	7816	7866	344	57	287	2.19	0.73	3.65
