V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
CHANGAN 	Total	41711	21066	20645	23706	13319	10387	1161	558	603	4.67	4.02	5.49
CHANGAN 	Jianshedajie	3276	1624	1652	1835	1007	828	119	70	49	6.09	6.5	5.59
CHANGAN 	Qingyuanjie	2332	1171	1161	1392	783	609	81	47	34	5.5	5.66	5.29
CHANGAN 	Tannanlu	2263	1070	1193	1318	667	651	60	27	33	4.35	3.89	4.82
CHANGAN 	Yucaijie	3003	1500	1503	1551	847	704	122	61	61	7.29	6.72	7.97
CHANGAN 	Yuejinlu	3942	2128	1814	2493	1515	978	103	44	59	3.97	2.82	5.69
CHANGAN 	Yudong	6129	3069	3060	3751	2067	1684	155	62	93	3.97	2.91	5.23
CHANGAN 	Hedong	7649	3893	3756	4223	2354	1869	150	76	74	3.43	3.13	3.81
CHANGAN 	Dongdajie	7545	3880	3665	4088	2442	1646	191	92	99	4.46	3.63	5.67
CHANGAN 	Yuhualu	5572	2731	2841	3055	1637	1418	180	79	101	5.56	4.60	6.65
QIAODONG 	Total	23957	11908	12049	14319	7877	6442	764	376	388	5.07	4.56	5.68
QIAODONG 	Zhongshandonglu	1537	683	854	870	447	423	33	19	14	3.65	4.08	3.20
QIAODONG 	Penghoujie	5257	2608	2649	3399	1880	1519	166	82	84	4.66	4.18	5.24
QIAODONG 	Dongfenglu	2941	1490	1451	1842	1049	793	114	45	69	5.83	4.11	8
QIAODONG 	Donghualu	2044	1003	1041	1271	704	567	90	48	42	6.61	6.38	6.90
QIAODONG 	Xiumen	1989	935	1054	1200	623	577	63	37	26	4.99	5.61	4.31
QIAODONG 	Fukanglu	1770	935	835	1315	763	552	57	22	35	4.15	2.80	5.96
QIAODONG 	Jiananlu	2381	1159	1222	1355	737	618	62	39	23	4.38	5.03	3.59
QIAODONG 	Shenglibeijie	6038	3095	2943	3067	1674	1393	179	84	95	5.51	4.78	6.38
QIAOXI 	Total	22039	10558	11481	12060	6602	5458	825	378	447	6.40	5.42	7.57
QIAOXI 	Dongli	3885	1888	1997	2331	1261	1070	186	85	101	7.39	6.32	8.63
QIAOXI 	Zhongshanlu	374	210	164	294	185	109	13	7	6	4.23	3.65	5.22
QIAOXI 	Yonganjie	570	274	296	381	210	171	23	9	14	5.69	4.11	7.57
QIAOXI 	Nanchangjie	1208	610	598	790	444	346	55	28	27	6.51	5.93	7.24
QIAOXI 	Xinghuajie	3005	1475	1530	1829	1006	823	114	49	65	5.87	4.64	7.32
QIAOXI 	Yuhuaxilu	1479	716	763	930	518	412	74	34	40	7.37	6.16	8.85
QIAOXI 	Youyidajie	5874	2776	3098	3523	1845	1678	203	88	115	5.45	4.55	6.41
QIAOXI 	Hongqidajie	5644	2609	3035	1982	1133	849	157	78	79	7.34	6.44	8.51
XINHUA 	Total	29286	14416	14870	17083	9453	7630	1140	493	647	6.26	4.96	7.82
XINHUA 	Gexinjie	3073	1631	1442	1501	819	682	69	27	42	4.39	3.19	5.80
XINHUA 	Nandajie	264	156	108	216	140	76	10	3	7	4.42	2.10	8.43
XINHUA 	Xinhualu	1364	707	657	1099	607	492	19	13	6	1.70	2.10	1.20
XINHUA 	Ninganlu	3474	1639	1835	2071	1105	966	116	53	63	5.30	4.58	6.12
XINHUA 	Dongjiao	2946	1465	1481	1702	905	797	96	49	47	5.34	5.14	5.57
XINHUA 	Xijiao	3593	1770	1823	1979	1122	857	91	34	57	4.40	2.94	6.24
XINHUA 	Hezuolu	2924	1436	1488	1876	1003	873	141	60	81	6.99	5.64	8.49
XINHUA 	Lianmenglu	6376	3012	3364	3760	2052	1708	321	125	196	7.87	5.74	10.29
XINHUA 	Shigangdajie	5272	2600	2672	2879	1700	1179	277	129	148	8.78	7.05	11.15
SHIJIAZHUANG JIAOQU 	Total	34419	17118	17301	21761	12142	9619	1084	599	485	4.75	4.70	4.80
SHIJIAZHUANG JIAOQU 	Xili	3477	1781	1696	2455	1399	1056	137	75	62	5.29	5.09	5.55
SHIJIAZHUANG JIAOQU 	Zhentou	4090	2063	2027	2788	1578	1210	124	74	50	4.26	4.48	3.97
SHIJIAZHUANG JIAOQU 	Suncun	2046	1009	1037	1399	763	636	107	73	34	7.10	8.73	5.07
SHIJIAZHUANG JIAOQU 	Huaidi	2831	1372	1459	1878	1044	834	146	86	60	7.21	7.61	6.71
SHIJIAZHUANG JIAOQU 	Wuqilu	2011	1062	949	373	221	152	10	5	5	2.61	2.21	3.18
SHIJIAZHUANG JIAOQU 	Jianguolu	1147	569	578	833	445	388	27	10	17	3.14	2.20	4.20
SHIJIAZHUANG JIAOQU 	Tianyuan	1374	682	692	952	531	421	70	27	43	6.85	4.84	9.27
SHIJIAZHUANG JIAOQU 	Daguo	1910	930	980	1062	620	442	57	35	22	5.09	5.34	4.74
SHIJIAZHUANG JIAOQU 	Zhaolingpu	2318	1148	1170	1681	921	760	39	19	20	2.27	2.02	2.56
SHIJIAZHUANG JIAOQU 	Nangaoying	2997	1531	1466	2215	1227	988	69	37	32	3.02	2.93	3.14
SHIJIAZHUANG JIAOQU 	Liuying	3834	1893	1941	2121	1235	886	88	44	44	3.98	3.44	4.73
SHIJIAZHUANG JIAOQU 	Xisanzhuang	1807	900	907	896	519	377	65	41	24	6.76	7.32	5.99
SHIJIAZHUANG JIAOQU 	Dubei	1781	847	934	1355	683	672	41	26	15	2.94	3.67	2.18
SHIJIAZHUANG JIAOQU 	Tangu	2796	1331	1465	1753	956	797	104	47	57	5.60	4.69	6.67
JINGXINGKUANGQU 	Total	7902	3864	4038	4915	2725	2190	306	167	139	5.86	5.77	5.97
JINGXINGKUANGQU 	Kuangshijie	1993	963	1030	978	561	417	161	80	81	14.14	12.48	16.27
JINGXINGKUANGQU 	Siwei	1855	888	967	1253	651	602	14	6	8	1.10	0.91	1.31
JINGXINGKUANGQU 	Jiazhuang	1780	869	911	1223	672	551	58	30	28	4.53	4.27	4.84
JINGXINGKUANGQU 	Hengjian	1127	561	566	720	420	300	31	20	11	4.13	4.55	3.54
JINGXINGKUANGQU 	Fengshan	1147	583	564	741	421	320	42	31	11	5.36	6.86	3.32
JINGXING 	Total	24842	12649	12193	18287	10461	7826	284	138	146	1.53	1.30	1.83
JINGXING 	Weishui	4481	2309	2172	2988	1782	1206	80	35	45	2.61	1.93	3.60
JINGXING 	Shangan	1823	956	867	1428	817	611	17	9	8	1.18	1.09	1.29
