V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
NANMING 	Total	208890	100	69076	33.07	116260	55.66	23171	11.09	383	0.18	          	          
NANMING 	Xinhualu	7476	100	2205	29.49	4127	55.20	1127	15.07	17	0.23	          	          
NANMING 	Xihulu	18430	100	5766	31.29	10063	54.60	2553	13.85	48	0.26	          	          
NANMING 	Dananmen	5279	100	1884	35.69	2740	51.90	642	12.16	13	0.25	          	          
NANMING 	Zhonghuananlu	1826	100	754	41.29	904	49.51	165	9.04	3	0.16	          	          
NANMING 	Shifulu	3274	100	1137	34.73	1653	50.49	480	14.66	4	0.12	          	          
NANMING 	Hebin	8507	100	2814	33.08	4475	52.60	1206	14.18	12	0.14	          	          
NANMING 	Zunyilu	17278	100	5519	31.94	9358	54.16	2357	13.64	44	0.25	          	          
NANMING 	Xingguanlu	19157	100	5935	30.98	10635	55.51	2551	13.32	36	0.19	          	          
NANMING 	Shachonglu	15518	100	5178	33.37	8816	56.81	1505	9.70	19	0.12	          	          
NANMING 	Taiciqiao	13301	100	4533	34.08	7190	54.06	1555	11.69	23	0.17	          	          
NANMING 	Huaguoyuan	13916	100	4582	32.93	7712	55.42	1607	11.55	15	0.11	          	          
NANMING 	Youzhajie	18952	100	5614	29.62	10966	57.86	2345	12.37	27	0.14	          	          
NANMING 	Zhongcaosi	10594	100	3340	31.53	6147	58.02	1091	10.30	16	0.15	          	          
NANMING 	Ergezhai	15052	100	5334	35.44	8221	54.62	1477	9.81	20	0.13	          	          
NANMING 	Longdongbao	2553	100	1056	41.36	1246	48.81	248	9.71	3	0.12	          	          
NANMING 	Houchao	25087	100	9622	38.35	14288	56.95	1150	4.58	27	0.11	          	          
NANMING 	Yunguan	12690	100	3803	29.97	7719	60.83	1112	8.76	56	0.44	          	          
YUNYAN 	Total	215223	100	71859	33.39	117280	54.49	25682	11.93	402	0.19	          	          
YUNYAN 	Zhonghuabeilu	2898	100	1046	36.09	1445	49.86	400	13.80	7	0.24	          	          
YUNYAN 	Zhonghuazhonglu	4832	100	1466	30.34	2635	54.53	715	14.80	16	0.33	          	          
YUNYAN 	Zhongshandonglu	17324	100	5516	31.84	9510	54.89	2278	13.15	20	0.12	          	          
YUNYAN 	Zhongshanxilu	5062	100	1647	32.54	2727	53.87	682	13.47	6	0.12	          	          
YUNYAN 	Beijinglu	13322	100	3662	27.49	7413	55.64	2209	16.58	38	0.29	          	          
YUNYAN 	Yananzhonglu	7296	100	2287	31.35	4017	55.06	981	13.45	11	0.15	          	          
YUNYAN 	Shixilu	11481	100	4252	37.04	5798	50.5	1417	12.34	14	0.12	          	          
YUNYAN 	Putuolu	9265	100	2831	30.56	5160	55.69	1255	13.55	19	0.21	          	          
YUNYAN 	Huanchengbeilu	7092	100	2221	31.32	3955	55.77	902	12.72	14	0.20	          	          
YUNYAN 	Guiwulu	19467	100	6096	31.31	10815	55.56	2527	12.98	29	0.15	          	          
YUNYAN 	Qianlingdonglu	12180	100	3928	32.25	6648	54.58	1584	13	20	0.16	          	          
YUNYAN 	Weiqinglu	7424	100	2364	31.84	3953	53.25	1091	14.70	16	0.22	          	          
YUNYAN 	Touqiao	21656	100	6710	30.98	12087	55.81	2807	12.96	52	0.24	          	          
YUNYAN 	Sanqiao	20116	100	6454	32.08	11443	56.89	2191	10.89	28	0.14	          	          
YUNYAN 	Zhaiji	13265	100	4246	32.01	7422	55.95	1562	11.78	35	0.26	          	          
YUNYAN 	Qianling	42543	100	17133	40.27	22252	52.30	3081	7.24	77	0.18	          	          
HUAXI 	Total	84334	100	17327	20.55	51430	60.98	14990	17.77	586	0.69	1	          
HUAXI 	Huaxi	15715	100	5539	35.25	8587	54.64	1554	9.89	35	0.22	          	          
HUAXI 	Qingyan	7532	100	919	12.20	4819	63.98	1724	22.89	70	0.93	          	          
HUAXI 	Shiban	5591	100	879	15.72	3576	63.96	1097	19.62	39	0.70	          	          
HUAXI 	Huaxibuyizumiaozu	14364	100	3691	25.70	8313	57.87	2239	15.59	121	0.84	          	          
HUAXI 	Mengguanmiaozubuyizu	5738	100	1029	17.93	3564	62.11	1109	19.33	36	0.63	          	          
HUAXI 	Xiaobibuyizumiaozu	4266	100	647	15.17	2752	64.51	828	19.41	39	0.91	          	          
HUAXI 	Dangwu	4512	100	544	12.06	2952	65.43	971	21.52	45	1	          	          
HUAXI 	Huchaomiaozubuyizu	6162	100	1411	22.90	3536	57.38	1164	18.89	51	0.83	          	          
HUAXI 	Jiuan	3247	100	387	11.92	2183	67.23	647	19.93	29	0.89	1	0.03
HUAXI 	Maiping	5289	100	985	18.62	3496	66.10	786	14.86	22	0.42	          	          
HUAXI 	Gaopomiaozu	4315	100	418	9.69	2810	65.12	1061	24.59	26	0.60	          	          
HUAXI 	Qiantaobuyizumiaozu	2506	100	336	13.41	1617	64.53	532	21.23	21	0.84	          	          
HUAXI 	Malingbuyizumiaozu	1958	100	211	10.78	1180	60.27	547	27.94	20	1.02	          	          
HUAXI 	Yanlou	3139	100	331	10.54	2045	65.15	731	23.29	32	1.02	          	          
WUDANG 	Total	88829	100	20898	23.53	54833	61.73	12691	14.29	407	0.46	          	          
WUDANG 	Xintianzhai	18995	100	5551	29.22	11460	60.33	1936	10.19	48	0.25	          	          
WUDANG 	Dongfeng	6713	100	1108	16.51	4196	62.51	1356	20.20	53	0.79	          	          
WUDANG 	Shuitian	3676	100	588	16	2282	62.08	773	21.03	33	0.90	          	          
WUDANG 	Yangchang	3305	100	643	19.46	2074	62.75	565	17.10	23	0.70	          	          
WUDANG 	Jinhua	11526	100	2831	24.56	7124	61.81	1541	13.37	30	0.26	          	          
WUDANG 	Zhuchang	6286	100	1314	20.90	3908	62.17	1032	16.42	32	0.51	          	          
WUDANG 	Yeya	21550	100	5688	26.39	13335	61.88	2453	11.38	74	0.34	          	          
WUDANG 	Yongle	3316	100	494	14.90	2135	64.38	662	19.96	25	0.75	          	          
WUDANG 	Xiaba	3575	100	580	16.22	2248	62.88	713	19.94	34	0.95	          	          
WUDANG 	Xinbaobuyizu	1345	100	236	17.55	860	63.94	235	17.47	14	1.04	          	          
WUDANG 	Xinchang	5013	100	1201	23.96	3037	60.58	749	14.94	26	0.52	          	          
WUDANG 	Baiyi	2971	100	563	18.95	1816	61.12	577	19.42	15	0.5	          	          
WUDANG 	Pianpobuyizu	558	100	101	18.10	358	64.16	99	17.74	          	          	          	          
BAIYUN 	Total	57755	100	15429	26.71	36521	63.23	5678	9.83	127	0.22	          	          
BAIYUN 	Dashandong	7581	100	2491	32.86	4539	59.87	546	7.20	5	0.07	          	          
BAIYUN 	Gongjiazhai	13983	100	4117	29.44	8884	63.53	972	6.95	10	0.07	          	          
BAIYUN 	Yanshanhong	6744	100	2299	34.09	3904	57.89	534	7.92	7	0.10	          	          
BAIYUN 	Dulaying	2868	100	900	31.38	1825	63.63	140	4.88	3	0.10	          	          
BAIYUN 	Yanshanhong	10759	100	2777	25.81	6917	64.29	1033	9.60	32	0.30	          	          
BAIYUN 	Maijia	3804	100	524	13.77	2653	69.74	609	16.01	18	0.47	          	          
BAIYUN 	Dulabuyizu	2619	100	563	21.5	1661	63.42	378	14.43	17	0.65	          	          
BAIYUN 	Shawen	6428	100	1256	19.54	4224	65.71	930	14.47	18	0.28	          	          
BAIYUN 	Niuchangbuyizu	2969	100	502	16.91	1914	64.47	536	18.05	17	0.57	          	          
XIAOHE 	Total	43548	100	12742	29.26	26426	60.68	4265	9.79	115	0.26	          	          
XIAOHE 	Xiaohe	39896	100	11894	29.81	24230	60.73	3675	9.21	97	0.24	          	          
XIAOHE 	Jinzhu	3652	100	848	23.22	2196	60.13	590	16.16	18	0.49	          	          
KAIYANG 	Total	107090	100	20849	19.47	67586	63.11	18127	16.93	527	0.49	1	          
KAIYANG 	Chengguan	16401	100	3270	19.94	10282	62.69	2778	16.94	71	0.43	          	          
KAIYANG 	Shuangliu	9508	100	2058	21.64	6000	63.10	1411	14.84	39	0.41	          	          
KAIYANG 	Jinzhong	10435	100	2344	22.46	6639	63.62	1417	13.58	35	0.34	          	          
KAIYANG 	Fengsan	9116	100	1679	18.42	5917	64.91	1483	16.27	36	0.39	1	0.01
KAIYANG 	Machang	10081	100	1780	17.66	6429	63.77	1809	17.94	63	0.62	          	          
KAIYANG 	Longgang	9120	100	1606	17.61	5790	63.49	1679	18.41	45	0.49	          	          
KAIYANG 	Nanlong	4643	100	855	18.41	2944	63.41	822	17.70	22	0.47	          	          
KAIYANG 	Yongwen	4001	100	562	14.05	2672	66.78	741	18.52	26	0.65	          	          
KAIYANG 	Zhaiji	4287	100	692	16.14	2642	61.63	927	21.62	26	0.61	          	          
