V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
54405 1997 999999.0000 999999 932.1000 -17.4000 976.4000 38.8000 295.0000 953.7000 2.4000 10.5000 8.1000 49.0000 5.0000 17.1000 58 67.0000 2986.2000 999999.0000 2324.9000 14.7000 999014 41.9000 999999.0000 
54405 1998 999999.0000 999999 933.1000 -19.5000 975.7000 37.0000 405.7000 953.0000 2.3000 11.1000 9.3000 54.0000 5.7000 17.4000 69 64.0000 2855.9000 999999.0000 2033.8000 14.0000 999016 44.2000 999999.0000 
54405 1999 999999.0000 999999 937.1000 -15.8000 977.0000 39.7000 318.8000 953.2000 2.5000 11.0000 8.6000 49.0000 5.7000 17.4000 67 66.0000 2924.4000 999999.0000 2106.1000 13.7000 999013 41.2000 999999.0000 
54405 2000 999999.0000 999999 936.0000 -18.5000 982.9000 38.3000 441.0000 953.5000 2.4000 10.0000 8.4000 49.0000 4.8000 16.3000 76 65.0000 2888.6000 999999.0000 1999.0000 13.3000 999013 68.6000 999999.0000 
54405 2001 999999.0000 999999 932.3000 -18.3000 976.3000 38.3000 254.3000 953.6000 2.4000 10.6000 8.3000 49.0000 5.4000 17.1000 66 65.0000 2886.6000 999999.0000 2128.2000 15.0000 999012 21.4000 999999.0000 
54405 2002 999999.0000 999999 930.7000 -17.0000 976.9000 39.0000 281.6000 953.1000 2.4000 10.9000 8.1000 48.0000 5.9000 17.3000 60 64.0000 2834.4000 999999.0000 999999.0000 15.3000 999014 24.4000 999999.0000 
54405 2004 20.5000 999001 932.3000 -19.4000 981.1000 37.3000 402.5000 953.7000 2.8000 10.6000 8.1000 49.0000 5.3000 17.1000 69 64.0000 2864.2000 999999.0000 999999.0000 11.7000 999015 41.6000 999999.0000 
54405 2005 22.3000 999014 930.1000 -16.2000 975.2000 39.1000 999999.0000 953.9000 2.9000 10.2000 8.0000 47.0000 4.8000 16.7000 999999 67.0000 2966.7000 999999.0000 999999.0000 10.9000 999014 31.1000 999999.0000 
54405 2006 21.1000 999015 928.1000 -19.3000 980.6000 36.5000 396.3000 953.5000 2.5000 10.7000 8.3000 50.0000 5.4000 17.0000 62 61.0000 2703.4000 999999.0000 999999.0000 11.1000 999014 41.9000 999999.0000 
54405 2007 22.4000 999014 933.9000 -15.1000 974.4000 38.6000 343.0000 953.9000 2.5000 11.2000 8.6000 52.0000 5.9000 17.7000 57 62.0000 2759.4000 999999.0000 999999.0000 11.9000 999014 44.1000 999999.0000 
54405 2008 24.0000 999014 930.1000 -18.8000 974.6000 35.7000 455.7000 949.8000 3.2000 9.9000 8.5000 51.0000 4.6000 16.1000 85 64.0000 2866.0000 999999.0000 999999.0000 17.3000 999013 54.7000 999999.0000 
54423 1997 999999.0000 999999 951.5000 -21.1000 998.9000 38.7000 482.2000 973.2000 0.8000 9.6000 8.5000 56.0000 3.6000 16.5000 58 63.0000 2809.9000 999999.0000 1615.8000 10.0000 999009 59.6000 999999.0000 
54423 1998 999999.0000 999999 951.1000 -20.5000 995.0000 35.6000 622.5000 972.6000 0.7000 10.2000 9.7000 60.0000 4.6000 17.0000 75 60.0000 2668.9000 999999.0000 1397.9000 9.3000 999010 67.3000 999999.0000 
54423 1999 999999.0000 999999 955.1000 -18.4000 995.2000 38.8000 485.2000 972.8000 0.6000 9.7000 9.1000 58.0000 4.0000 16.7000 74 61.0000 2725.2000 999999.0000 1452.0000 9.0000 999982 45.3000 999999.0000 
54423 2000 999999.0000 999999 951.6000 -24.0000 1000.0000 43.3000 346.7000 971.5000 1.0000 8.5000 8.5000 57.0000 2.0000 16.6000 72 60.0000 2650.8000 999999.0000 1727.9000 15.0000 999982 51.4000 999999.0000 
54423 2001 999999.0000 999999 949.7000 -24.9000 994.8000 39.3000 640.0000 971.8000 1.1000 8.6000 8.9000 59.0000 2.1000 16.5000 79 61.0000 2726.2000 999999.0000 1514.5000 16.0000 999015 47.8000 999999.0000 
54423 2002 999999.0000 999999 948.5000 -22.4000 994.2000 38.7000 398.6000 971.9000 1.3000 8.9000 8.3000 56.0000 2.2000 16.9000 73 61.0000 2691.8000 999999.0000 999999.0000 16.0000 999014 29.0000 999999.0000 
54423 2004 22.8000 999016 944.4000 -21.8000 997.8000 38.6000 510.5000 970.6000 1.7000 8.7000 8.2000 56.0000 2.2000 16.7000 67 60.0000 2670.0000 999999.0000 999999.0000 13.8000 999015 39.2000 999999.0000 
54423 2005 26.9000 999012 944.9000 -21.5000 991.1000 35.0000 999999.0000 970.8000 1.7000 7.8000 8.6000 56.0000 1.4000 15.8000 999999 58.0000 2570.1000 999999.0000 999999.0000 14.1000 999014 55.1000 999999.0000 
54423 2006 21.3000 999014 943.7000 -22.3000 999.1000 35.7000 999999.0000 970.5000 1.7000 8.7000 8.5000 56.0000 2.4000 16.7000 999999 53.0000 2365.5000 999999.0000 999999.0000 12.7000 999982 91.5000 999999.0000 
54423 2007 21.6000 999015 950.0000 -19.5000 991.6000 37.5000 999999.0000 970.7000 1.6000 9.0000 8.7000 60.0000 2.7000 17.2000 999999 54.0000 2410.8000 999999.0000 999999.0000 13.3000 999015 42.5000 999999.0000 
54423 2008 26.0000 999015 950.1000 -23.2000 996.2000 36.2000 516.8000 970.9000 1.7000 8.4000 8.9000 59.0000 2.2000 16.5000 82 51.0000 2284.9000 999999.0000 999999.0000 13.8000 999015 54.4000 999999.0000 
54539 1997 999999.0000 999999 994.9000 -18.1000 1044.8000 35.4000 548.6000 1016.2000 2.6000 11.3000 11.2000 65.0000 6.2000 17.1000 52 59.0000 2633.3000 999999.0000 1624.2000 12.3000 999003 87.1000 999999.0000 
54539 1998 999999.0000 999999 991.7000 -15.7000 1040.5000 35.2000 682.3000 1015.7000 2.5000 11.8000 12.3000 69.0000 7.5000 17.2000 69 52.0000 2302.6000 999999.0000 1394.5000 14.0000 999005 130.5000 999999.0000 
54539 1999 999999.0000 999999 994.4000 -13.7000 1040.2000 36.4000 371.0000 1015.6000 2.6000 11.6000 11.4000 64.0000 7.2000 17.1000 57 57.0000 2526.8000 999999.0000 1498.8000 11.7000 999004 47.4000 999999.0000 
54539 2000 999999.0000 999999 992.6000 -18.7000 1046.5000 36.3000 482.5000 1015.4000 2.4000 11.4000 11.6000 65.0000 7.1000 16.7000 61 57.0000 2515.7000 999999.0000 1530.6000 12.3000 999013 75.2000 999999.0000 
