V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
56444 1997 999999.0000 999999 671.6000 -10.4000 691.6000 23.9000 733.6000 682.0000 1.6000 5.3000 6.9000 72.0000 1.3000 11.4000 168 37.0000 1647.1000 999999.0000 1251.1000 8.0000 999004 47.7000 999999.0000 
56444 1998 999999.0000 999999 670.5000 -10.5000 690.9000 22.7000 727.3000 682.8000 1.6000 6.6000 7.7000 71.0000 2.6000 13.1000 157 39.0000 1729.9000 999999.0000 1360.1000 9.0000 999004 26.4000 999999.0000 
56444 1999 999999.0000 999999 673.5000 -11.4000 688.8000 24.3000 707.3000 682.2000 1.6000 7.0000 7.5000 69.0000 2.9000 13.7000 145 41.0000 1825.1000 999999.0000 1455.7000 11.0000 999005 27.1000 999999.0000 
56444 2000 999999.0000 999999 671.7000 -12.6000 691.3000 22.8000 832.3000 681.4000 1.4000 5.7000 7.2000 72.0000 1.8000 11.8000 182 39.0000 1711.4000 999999.0000 1241.3000 9.0000 999004 29.6000 999999.0000 
56444 2001 999999.0000 999999 671.3000 -9.6000 689.4000 25.1000 548.8000 681.9000 1.5000 6.4000 7.2000 69.0000 2.4000 13.0000 123 43.0000 1915.4000 999999.0000 1381.3000 9.3000 999005 39.6000 999999.0000 
56444 2002 999999.0000 999999 671.6000 -8.7000 691.9000 25.5000 910.3000 682.3000 1.4000 6.0000 7.2000 72.0000 2.1000 12.5000 165 43.0000 1884.7000 999999.0000 999999.0000 8.0000 999014 51.9000 999999.0000 
56444 2004 16.4000 999005 672.9000 -11.5000 691.6000 23.1000 688.3000 682.2000 1.8000 6.0000 7.2000 71.0000 1.9000 12.5000 165 43.0000 1900.5000 999999.0000 999999.0000 8.1000 999013 47.8000 999999.0000 
56444 2005 17.3000 999005 671.9000 -11.6000 691.2000 25.4000 468.8000 682.0000 1.8000 6.6000 7.1000 68.0000 2.4000 13.2000 151 45.0000 1979.3000 999999.0000 999999.0000 7.5000 999004 32.5000 999999.0000 
56444 2006 19.6000 999005 673.6000 -8.3000 690.3000 27.3000 692.5000 682.4000 1.8000 6.8000 7.3000 69.0000 2.6000 13.8000 145 46.0000 2041.0000 999999.0000 999999.0000 16.0000 999006 32.1000 999999.0000 
56444 2007 18.3000 999006 672.9000 -10.2000 688.9000 24.6000 837.4000 681.9000 1.8000 6.3000 7.3000 71.0000 2.1000 13.0000 151 41.0000 1831.6000 999999.0000 999999.0000 7.5000 999004 48.1000 999999.0000 
