V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
56146 1997 999999.0000 999999 661.9000 -17.9000 687.8000 28.1000 511.8000 674.4000 1.6000 5.1000 5.8000 60.0000 -1.1000 13.5000 149 59.0000 2590.1000 999999.0000 1414.9000 28.0000 999999 24.8000 999999.0000 
56146 1998 999999.0000 999999 659.6000 -22.6000 687.6000 27.9000 794.1000 675.3000 1.5000 6.1000 6.4000 62.0000 0.1000 14.7000 167 55.0000 2442.0000 999999.0000 1497.5000 21.0000 999013 29.0000 999999.0000 
56146 1999 999999.0000 999999 657.4000 -18.1000 684.5000 27.2000 698.0000 674.6000 1.6000 6.5000 6.3000 60.0000 0.3000 15.2000 160 54.0000 2390.2000 999999.0000 1523.8000 21.0000 999982 23.1000 999999.0000 
56146 2000 999999.0000 999999 660.6000 -17.7000 686.8000 27.2000 738.4000 674.2000 1.5000 5.5000 6.0000 59.0000 -0.8000 14.1000 145 57.0000 2516.9000 999999.0000 1454.3000 20.7000 999013 30.1000 999999.0000 
56146 2001 999999.0000 999999 657.5000 -18.3000 687.1000 27.6000 658.4000 674.8000 1.7000 6.0000 5.9000 57.0000 -0.2000 14.6000 153 56.0000 2483.4000 999999.0000 1553.4000 24.0000 999013 33.4000 999999.0000 
56146 2002 999999.0000 999999 661.9000 -19.3000 688.3000 28.2000 542.1000 675.1000 1.4000 5.9000 5.7000 57.0000 -0.4000 14.4000 140 58.0000 2571.9000 999999.0000 999999.0000 22.0000 999014 22.8000 999999.0000 
56146 2004 27.0000 999013 660.1000 -16.4000 688.7000 26.3000 689.7000 674.7000 1.9000 6.0000 5.7000 55.0000 0.0000 14.4000 156 52.0000 2313.9000 999999.0000 999999.0000 18.6000 999013 23.5000 999999.0000 
56146 2005 33.5000 999014 660.5000 -15.0000 686.9000 27.3000 696.0000 674.2000 1.9000 6.4000 6.2000 58.0000 0.6000 14.9000 172 55.0000 2422.2000 999999.0000 999999.0000 22.0000 999013 22.0000 999999.0000 
56146 2006 25.7000 999014 655.2000 -16.4000 687.0000 29.7000 573.4000 675.0000 1.9000 6.8000 5.7000 54.0000 0.3000 15.7000 136 59.0000 2599.0000 999999.0000 999999.0000 17.3000 999013 24.5000 999999.0000 
56146 2007 27.7000 999014 659.8000 -16.6000 686.2000 29.7000 472.0000 674.4000 2.1000 6.9000 5.2000 48.0000 0.4000 15.8000 126 57.0000 2513.1000 999999.0000 999999.0000 19.5000 999013 20.8000 999999.0000 
56146 2008 28.6000 999013 656.4000 -16.8000 687.2000 27.3000 630.3000 674.4000 2.0000 6.4000 5.5000 51.0000 0.2000 14.8000 150 53.0000 2373.9000 999999.0000 999999.0000 18.1000 999013 27.7000 999999.0000 
56172 1997 999999.0000 999999 722.5000 -13.8000 750.5000 32.9000 637.0000 735.6000 0.8000 8.2000 7.2000 63.0000 2.0000 17.8000 162 48.0000 2133.0000 999999.0000 1506.8000 14.0000 999015 26.9000 999999.0000 
56172 1998 999999.0000 999999 718.3000 -13.1000 751.3000 32.0000 906.6000 735.8000 0.8000 9.1000 7.9000 64.0000 3.0000 18.9000 161 48.0000 2120.5000 999999.0000 1617.7000 13.0000 999010 35.0000 999999.0000 
56172 1999 999999.0000 999999 715.9000 -14.6000 748.1000 32.2000 851.2000 735.0000 0.7000 9.1000 8.0000 64.0000 3.1000 18.9000 158 43.0000 1910.2000 999999.0000 1506.5000 13.3000 999015 33.9000 999999.0000 
56172 2000 999999.0000 999999 719.3000 -13.8000 748.1000 32.2000 744.5000 734.6000 0.6000 8.4000 7.4000 62.0000 2.2000 18.3000 149 47.0000 2068.4000 999999.0000 1497.6000 11.0000 999014 30.1000 999999.0000 
56172 2001 999999.0000 999999 716.7000 -13.6000 750.3000 33.7000 838.1000 734.6000 0.8000 8.7000 7.5000 63.0000 2.5000 18.7000 158 46.0000 2057.0000 999999.0000 1545.8000 15.0000 999016 45.6000 999999.0000 
56172 2002 999999.0000 999999 718.6000 -12.9000 749.3000 34.6000 557.8000 734.9000 0.8000 8.9000 7.2000 60.0000 2.2000 19.3000 134 47.0000 2085.7000 999999.0000 999999.0000 13.7000 999013 28.3000 999999.0000 
56172 2004 27.6000 999014 718.6000 -13.3000 750.3000 32.4000 801.0000 735.3000 1.2000 8.6000 7.0000 59.0000 2.6000 18.4000 174 44.0000 1973.7000 999999.0000 999999.0000 13.9000 999014 34.0000 999999.0000 
56172 2005 24.1000 999014 718.6000 -12.5000 747.3000 32.5000 811.5000 734.5000 1.2000 8.9000 7.6000 62.0000 3.2000 18.9000 178 42.0000 1863.8000 999999.0000 999999.0000 12.8000 999982 30.9000 999999.0000 
56172 2006 27.0000 999014 718.7000 -11.5000 748.1000 34.6000 827.7000 735.1000 1.2000 9.4000 7.2000 59.0000 3.0000 19.9000 148 51.0000 2236.6000 999999.0000 999999.0000 16.5000 999014 36.9000 999999.0000 
56172 2007 25.3000 999014 715.5000 -12.4000 748.6000 33.3000 718.5000 734.8000 1.2000 9.1000 7.0000 58.0000 2.8000 19.5000 143 48.0000 2116.4000 999999.0000 999999.0000 14.5000 999014 34.0000 999999.0000 
56172 2008 21.8000 999014 716.7000 -12.7000 749.9000 32.8000 588.8000 734.6000 1.2000 9.1000 6.6000 55.0000 2.5000 19.4000 143 49.0000 2178.5000 999999.0000 999999.0000 14.6000 999014 21.9000 999999.0000 
56182 1997 999999.0000 999999 707.7000 -16.4000 734.2000 29.1000 615.6000 721.0000 1.2000 5.7000 6.3000 64.0000 0.1000 14.2000 172 41.0000 1811.0000 999999.0000 1145.7000 9.3000 999010 25.0000 999999.0000 
56182 1998 999999.0000 999999 702.0000 -16.5000 734.5000 29.0000 746.2000 721.2000 1.1000 7.0000 7.0000 65.0000 1.3000 15.8000 165 40.0000 1780.3000 999999.0000 1146.1000 10.7000 999009 31.1000 999999.0000 
56182 1999 999999.0000 999999 704.1000 -17.1000 731.2000 30.0000 760.5000 720.8000 1.0000 6.9000 7.1000 65.0000 1.5000 15.4000 157 38.0000 1694.2000 999999.0000 1150.5000 9.0000 999008 29.6000 999999.0000 
56182 2000 999999.0000 999999 705.3000 -16.5000 731.9000 29.6000 733.7000 720.4000 0.9000 6.0000 6.6000 65.0000 0.6000 14.6000 168 41.0000 1798.6000 999999.0000 1168.1000 999999.0000 999999 30.4000 999999.0000 
56182 2001 999999.0000 999999 705.7000 -17.8000 731.6000 28.6000 700.5000 721.1000 1.0000 6.5000 6.7000 65.0000 1.0000 15.0000 165 40.0000 1789.8000 999999.0000 1255.3000 999999.0000 999999 28.1000 999999.0000 
56182 2002 999999.0000 999999 707.1000 -15.9000 735.0000 29.6000 560.5000 721.3000 1.0000 6.5000 6.4000 62.0000 0.5000 15.5000 172 42.0000 1862.8000 999999.0000 999999.0000 999999.0000 999999 39.5000 999999.0000 
56182 2004 17.0000 999001 705.4000 -15.2000 733.6000 35.6000 794.5000 721.2000 1.4000 6.3000 6.2000 61.0000 0.8000 14.7000 180 38.0000 1659.7000 999999.0000 999999.0000 8.5000 999010 24.2000 999999.0000 
56182 2005 15.1000 999009 704.3000 -15.7000 731.4000 28.8000 755.0000 720.6000 1.3000 6.9000 6.6000 61.0000 1.7000 15.1000 180 34.0000 1503.8000 999999.0000 999999.0000 7.6000 999001 22.8000 999999.0000 
