V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
58847 1997 29.6000 999005 975.1000 3.8000 1023.7000 36.7000 1832.1000 1005.6000 2.6000 20.1000 19.5000 78.0000 17.4000 24.6000 155 31.0000 1360.1000 952.6000 1413.9000 14.6000 999015 93.9000 999999.0000 
58847 1998 25.8000 999014 989.7000 3.8000 1025.4000 39.0000 1328.5000 1005.0000 2.8000 21.1000 20.4000 77.0000 18.2000 25.5000 159 30.0000 1330.6000 982.7000 1532.2000 15.5000 999013 79.9000 999999.0000 
58847 1999 20.6000 999014 985.7000 -0.3000 1025.6000 37.5000 1570.4000 1004.6000 2.8000 20.5000 19.6000 75.0000 17.5000 25.1000 135 34.0000 1512.7000 996.1000 1533.6000 14.7000 999014 136.8000 999999.0000 
58847 2000 34.4000 999003 983.9000 2.2000 1026.8000 38.7000 1560.2000 1004.4000 2.9000 20.5000 19.4000 76.0000 17.6000 25.0000 151 33.0000 1449.5000 993.2000 1559.6000 17.4000 999003 88.4000 999999.0000 
58847 2001 31.3000 999016 975.0000 3.6000 1024.3000 38.1000 1273.0000 1004.5000 2.8000 20.7000 19.6000 76.0000 17.5000 25.4000 160 37.0000 1631.8000 1000.0000 1559.5000 23.4000 999013 73.5000 999999.0000 
58847 2002 27.5000 999013 985.4000 1.5000 1025.3000 38.0000 1432.9000 1005.2000 2.8000 21.0000 20.1000 77.0000 17.9000 25.6000 144 35.0000 1526.6000 1003.1000 999999.0000 17.7000 999013 128.6000 999999.0000 
58847 2004 18.0000 999014 979.1000 2.1000 1025.9000 38.9000 994.6000 1005.3000 2.5000 20.8000 17.3000 67.0000 17.5000 25.9000 114 44.0000 1968.8000 1230.3000 999999.0000 12.0000 999014 41.2000 999999.0000 
58847 2005 35.6000 999010 973.2000 -0.4000 1023.8000 38.9000 1705.4000 1004.8000 2.6000 20.3000 17.8000 69.0000 17.3000 24.8000 139 33.0000 1469.2000 1112.3000 999999.0000 16.9000 999006 195.6000 999999.0000 
58847 2006 19.9000 999016 972.4000 2.3000 1026.4000 39.2000 1904.7000 1004.4000 2.5000 20.8000 18.6000 72.0000 17.9000 25.3000 153 35.0000 1564.3000 1151.8000 999999.0000 14.4000 999015 187.5000 999999.0000 
58847 2007 22.3000 999004 979.2000 3.6000 1021.9000 39.8000 1109.6000 1004.3000 2.5000 21.0000 17.9000 68.0000 18.0000 25.7000 138 35.0000 1543.8000 1156.2000 999999.0000 14.6000 999014 81.2000 999999.0000 
58847 2008 26.9000 999013 975.5000 2.4000 1022.6000 38.3000 1484.8000 1004.7000 2.5000 20.4000 18.0000 69.0000 17.3000 25.1000 140 36.0000 1593.8000 1137.2000 999999.0000 14.7000 999982 104.9000 999999.0000 
59134 1997 24.5000 999007 975.2000 5.1000 1013.9000 36.0000 1500.3000 998.8000 2.4000 20.6000 20.4000 79.0000 17.9000 24.8000 122 36.0000 1613.3000 1071.9000 1495.3000 19.0000 999014 119.0000 999999.0000 
59134 1998 27.1000 999012 982.8000 5.3000 1017.4000 36.4000 1542.2000 998.5000 2.7000 21.5000 21.4000 80.0000 18.9000 25.6000 134 38.0000 1686.3000 1168.3000 1620.2000 14.0000 999003 200.3000 999999.0000 
59134 1999 47.1000 999008 962.2000 1.9000 1017.1000 34.8000 1437.3000 997.8000 2.7000 21.1000 20.4000 77.0000 18.3000 25.4000 106 44.0000 1930.0000 1238.0000 1752.8000 25.3000 999008 208.0000 999999.0000 
59134 2000 23.9000 999002 972.6000 4.3000 1016.1000 36.2000 1768.0000 997.6000 2.6000 21.2000 20.4000 77.0000 18.4000 25.3000 119 43.0000 1892.2000 1179.3000 1799.8000 14.0000 999001 315.7000 999999.0000 
59134 2001 24.0000 999014 975.9000 6.0000 1015.8000 37.4000 1512.9000 997.6000 2.4000 21.3000 20.3000 76.0000 18.3000 25.5000 122 45.0000 1994.8000 1233.4000 1809.1000 20.0000 999015 153.3000 999999.0000 
59134 2002 13.1000 999005 978.4000 6.1000 1015.5000 36.9000 1290.5000 998.3000 2.4000 21.5000 21.0000 78.0000 18.8000 25.9000 116 42.0000 1835.5000 1174.5000 999999.0000 13.0000 999982 140.6000 999999.0000 
59134 2004 32.9000 999016 965.7000 3.9000 1016.2000 37.4000 1023.0000 998.0000 2.4000 21.0000 20.4000 78.0000 18.1000 25.7000 102 49.0000 2193.6000 1299.4000 999999.0000 20.7000 999016 69.8000 999999.0000 
59134 2005 30.3000 999014 969.4000 2.6000 1016.5000 39.0000 1350.0000 998.0000 2.7000 20.8000 19.7000 75.0000 18.1000 25.1000 122 38.0000 1693.5000 1177.1000 999999.0000 16.3000 999007 125.4000 999999.0000 
59134 2006 25.4000 999003 969.9000 4.3000 1016.6000 35.7000 1970.5000 997.6000 2.7000 21.3000 19.3000 73.0000 18.7000 25.4000 124 42.0000 1841.0000 1193.6000 999999.0000 12.9000 999002 212.2000 999999.0000 
59134 2007 20.4000 999001 974.1000 6.1000 1014.0000 39.2000 1219.8000 997.5000 2.8000 21.6000 19.3000 71.0000 19.0000 25.9000 116 41.0000 1824.5000 1258.8000 999999.0000 13.5000 999014 102.9000 999999.0000 
59134 2008 22.3000 999014 972.4000 4.6000 1013.5000 36.0000 1146.2000 998.0000 2.5000 20.9000 19.1000 72.0000 18.2000 25.2000 112 40.0000 1787.9000 1229.9000 999999.0000 15.3000 999015 104.3000 999999.0000 
