V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
57662 1997 15.4000 999002 991.2000 -2.3000 1037.5000 37.6000 1185.9000 1012.3000 1.8000 17.5000 17.4000 79.0000 14.7000 21.4000 157 40.0000 1751.8000 724.0000 1199.5000 9.5000 999001 68.9000 999999.0000 
57662 1998 22.3000 999011 991.1000 -3.0000 1036.9000 38.5000 1770.8000 1011.6000 1.7000 18.2000 18.3000 79.0000 15.1000 22.4000 136 37.0000 1649.6000 728.3000 1322.4000 9.5000 999001 114.3000 999999.0000 
57662 1999 14.8000 999015 992.5000 -3.3000 1039.9000 38.6000 1725.1000 1011.7000 1.8000 17.6000 17.5000 79.0000 14.8000 21.7000 146 32.0000 1423.4000 669.1000 1194.4000 9.3000 999015 251.1000 999999.0000 
57662 2000 16.0000 999016 991.4000 -3.5000 1040.8000 38.6000 1331.4000 1011.6000 1.9000 17.5000 17.1000 77.0000 14.4000 21.5000 155 36.0000 1615.5000 788.3000 1349.0000 9.3000 999001 93.8000 999999.0000 
57662 2001 19.6000 999002 993.3000 -2.5000 1040.0000 38.6000 1195.3000 1011.9000 1.8000 17.9000 16.8000 74.0000 14.7000 22.2000 138 42.0000 1853.1000 835.1000 1459.0000 10.3000 999001 68.9000 999999.0000 
57662 2002 19.0000 999001 990.8000 -1.4000 1037.8000 39.8000 2063.7000 1011.9000 1.8000 17.8000 17.4000 79.0000 14.8000 21.9000 164 38.0000 1676.3000 712.3000 999999.0000 10.5000 999001 132.5000 999999.0000 
57662 2004 15.5000 999003 990.6000 -2.3000 1038.7000 39.1000 1332.7000 1011.8000 1.4000 18.3000 16.3000 71.0000 15.1000 22.8000 129 38.0000 1695.2000 843.6000 999999.0000 8.2000 999002 87.2000 999999.0000 
57662 2005 15.5000 999016 991.4000 -3.2000 1038.5000 38.5000 1293.7000 1011.7000 1.4000 17.8000 16.4000 71.0000 14.8000 21.8000 140 34.0000 1509.6000 801.3000 999999.0000 7.3000 999001 90.8000 999999.0000 
57662 2006 17.3000 999004 988.9000 -1.2000 1038.3000 38.6000 1352.3000 1011.2000 1.5000 18.5000 16.7000 71.0000 15.5000 22.7000 137 37.0000 1644.6000 821.8000 999999.0000 7.2000 999002 97.9000 999999.0000 
57662 2007 12.4000 999002 989.8000 0.1000 1034.3000 37.9000 1051.6000 1011.3000 1.3000 18.4000 16.7000 72.0000 15.5000 22.6000 128 36.0000 1591.6000 796.0000 999999.0000 6.2000 999002 67.6000 999999.0000 
