V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
58457 1997 999999.0000 999999 977.6000 -4.4000 1036.4000 37.4000 1435.2000 1011.7000 2.0000 17.1000 16.4000 76.0000 13.7000 21.5000 155 37.0000 1640.3000 819.2000 1313.8000 16.3000 999002 109.6000 999999.0000 
58457 1998 999999.0000 999999 992.6000 -5.4000 1034.6000 38.6000 1538.4000 1011.2000 1.8000 17.9000 17.5000 77.0000 14.6000 22.2000 156 39.0000 1746.9000 831.9000 1406.8000 11.3000 999001 68.8000 999999.0000 
58457 1999 999999.0000 999999 992.3000 -5.8000 1034.6000 37.0000 1824.0000 1011.0000 1.6000 16.8000 16.8000 78.0000 13.5000 21.2000 147 35.0000 1524.1000 723.7000 1192.6000 10.7000 999001 92.4000 999999.0000 
58457 2000 999999.0000 999999 990.2000 -5.1000 1039.7000 38.4000 1198.3000 1010.9000 1.9000 17.2000 16.7000 77.0000 13.9000 21.4000 152 34.0000 1513.8000 895.9000 1418.0000 13.3000 999002 62.4000 999999.0000 
58457 2001 999999.0000 999999 993.3000 -3.5000 1035.4000 38.1000 1566.6000 1011.2000 1.6000 17.3000 16.8000 76.0000 13.9000 21.6000 149 38.0000 1664.4000 854.2000 1356.6000 10.0000 999002 78.4000 999999.0000 
58457 2002 19.4000 999003 992.1000 -2.5000 1034.7000 38.3000 1744.0000 1011.3000 2.3000 17.5000 16.9000 77.0000 14.2000 22.0000 165 33.0000 1454.6000 753.9000 999999.0000 10.9000 999001 91.8000 999999.0000 
58457 2004 17.1000 999001 987.0000 -5.7000 1034.3000 39.5000 1046.5000 1011.3000 2.1000 17.8000 15.6000 70.0000 14.1000 22.5000 135 42.0000 1874.9000 999999.0000 999999.0000 11.0000 999002 41.6000 999999.0000 
58457 2005 24.8000 999004 981.8000 -5.4000 1032.7000 39.3000 1138.6000 1011.4000 2.2000 17.5000 15.6000 69.0000 14.1000 22.0000 141 40.0000 1762.2000 1050.7000 999999.0000 12.5000 999002 71.9000 999999.0000 
58457 2006 19.6000 999014 989.0000 -4.1000 1037.2000 39.2000 1164.3000 1010.9000 2.1000 18.3000 16.6000 72.0000 14.9000 22.7000 134 32.0000 1422.8000 991.3000 999999.0000 9.5000 999982 60.9000 999999.0000 
58457 2007 17.2000 999016 988.0000 -1.9000 1031.1000 39.5000 1378.5000 1010.9000 2.1000 18.4000 16.7000 71.0000 15.1000 22.9000 134 33.0000 1472.9000 1041.2000 999999.0000 10.6000 999011 191.3000 999999.0000 
58457 2008 16.9000 999016 992.1000 -4.0000 1036.0000 38.5000 1273.9000 1011.4000 2.0000 17.5000 16.2000 70.0000 14.2000 22.0000 130 37.0000 1641.2000 962.7000 999999.0000 8.2000 999001 90.6000 999999.0000 
58477 1997 32.5000 999002 981.5000 -2.3000 1033.2000 34.4000 1738.3000 1012.3000 3.0000 16.9000 17.3000 80.0000 13.9000 20.9000 158 41.0000 1826.7000 806.0000 1265.1000 18.7000 999005 118.2000 999999.0000 
58477 1998 30.0000 999001 983.4000 -3.7000 1033.2000 37.8000 1656.2000 1011.6000 2.8000 17.6000 18.2000 82.0000 14.6000 21.4000 166 43.0000 1900.8000 777.2000 1245.2000 17.3000 999001 101.7000 999999.0000 
58477 1999 22.7000 999014 990.9000 -2.4000 1032.3000 34.2000 1627.3000 1011.4000 2.7000 16.9000 17.3000 80.0000 14.0000 20.7000 154 40.0000 1761.6000 700.7000 1125.3000 11.1000 999003 91.3000 999999.0000 
58477 2000 29.6000 999014 976.1000 -2.6000 1037.6000 34.9000 1436.4000 1011.3000 3.1000 17.1000 17.4000 80.0000 14.2000 20.9000 155 40.0000 1790.1000 761.0000 1240.6000 15.9000 999015 108.2000 999999.0000 
58477 2001 23.1000 999015 994.3000 -3.7000 1033.2000 33.6000 1464.7000 1011.7000 3.0000 17.2000 17.5000 79.0000 14.3000 21.0000 156 42.0000 1878.2000 790.4000 1211.2000 11.6000 999007 90.8000 999999.0000 
58477 2002 29.8000 999002 979.4000 -1.0000 1032.2000 37.2000 1888.0000 1011.5000 2.8000 17.5000 17.6000 80.0000 14.5000 21.4000 161 38.0000 1700.4000 744.0000 999999.0000 15.5000 999001 100.4000 999999.0000 
58477 2004 21.2000 999005 983.9000 -3.9000 1034.3000 36.6000 1202.5000 1012.2000 2.8000 17.4000 16.8000 75.0000 14.2000 21.6000 128 47.0000 2096.4000 999999.0000 999999.0000 11.9000 999014 90.5000 999999.0000 
58477 2005 31.0000 999006 987.5000 -3.1000 1032.1000 39.5000 1364.7000 1012.2000 2.9000 16.7000 16.4000 75.0000 13.8000 20.6000 129 46.0000 2036.9000 996.6000 999999.0000 19.7000 999006 165.3000 999999.0000 
58477 2006 21.6000 999009 991.9000 -3.3000 1036.6000 36.9000 1211.2000 1011.6000 2.7000 17.6000 17.0000 76.0000 14.6000 21.4000 146 38.0000 1698.7000 917.0000 999999.0000 13.7000 999003 67.0000 999999.0000 
58477 2007 20.3000 999014 988.5000 -1.7000 1030.2000 40.2000 1283.7000 1011.7000 2.7000 17.9000 16.9000 75.0000 14.9000 21.8000 137 42.0000 1842.7000 948.3000 999999.0000 13.3000 999007 235.9000 999999.0000 
58477 2008 26.4000 999016 993.6000 -3.5000 1034.0000 37.2000 1498.4000 1012.3000 2.6000 16.9000 16.5000 74.0000 13.9000 20.9000 137 43.0000 1891.8000 903.6000 999999.0000 12.9000 999015 157.8000 999999.0000 
58752 1997 999999.0000 999999 970.3000 0.0000 1037.5000 35.0000 1718.7000 1015.3000 1.6000 18.6000 18.6000 79.0000 15.8000 22.4000 175 37.0000 1627.8000 999999.0000 1348.7000 9.0000 999983 84.6000 999999.0000 
58752 1998 999999.0000 999999 996.8000 -1.4000 1035.9000 38.0000 1412.6000 1014.6000 1.5000 19.5000 19.5000 79.0000 16.8000 23.1000 166 36.0000 1581.6000 999999.0000 1436.7000 8.0000 999005 60.2000 999999.0000 
58752 1999 999999.0000 999999 995.1000 -3.5000 1035.8000 34.9000 1532.9000 1014.4000 1.6000 18.9000 18.7000 77.0000 16.2000 22.8000 163 35.0000 1569.8000 999999.0000 1340.0000 9.0000 999005 80.5000 999999.0000 
58752 2000 999999.0000 999999 987.7000 -1.5000 1036.0000 34.6000 1679.4000 1011.1000 2.5000 18.6000 18.5000 78.0000 16.3000 22.1000 180 31.0000 1391.4000 999999.0000 1460.4000 16.3000 999012 72.3000 999999.0000 
58752 2001 999999.0000 999999 994.6000 0.5000 1032.6000 34.2000 1406.8000 1011.2000 2.4000 18.9000 18.5000 77.0000 16.3000 22.3000 171 35.0000 1564.7000 999999.0000 1393.6000 13.7000 999004 82.6000 999999.0000 
58752 2002 999999.0000 999999 985.2000 -0.1000 1032.1000 38.9000 2017.8000 1011.4000 2.4000 19.0000 18.9000 79.0000 16.4000 22.7000 159 34.0000 1486.7000 903.8000 999999.0000 24.0000 999004 175.7000 999999.0000 
58752 2004 29.7000 999014 965.7000 -1.1000 1032.8000 36.7000 1552.6000 1011.6000 2.5000 19.1000 17.2000 71.0000 16.2000 23.1000 134 45.0000 2004.0000 977.2000 999999.0000 16.9000 999014 144.9000 999999.0000 
58752 2005 30.9000 999005 971.3000 -2.4000 1030.9000 35.9000 1777.6000 1011.9000 2.4000 18.4000 17.6000 73.0000 15.9000 21.9000 164 35.0000 1557.9000 849.0000 999999.0000 19.7000 999004 251.0000 999999.0000 
58752 2006 33.0000 999004 981.5000 -1.1000 1034.7000 36.8000 1903.4000 1011.4000 2.2000 19.2000 17.6000 73.0000 16.5000 23.1000 165 35.0000 1547.5000 837.6000 999999.0000 20.6000 999004 148.2000 999999.0000 
58752 2007 23.8000 999004 985.0000 1.5000 1029.7000 38.2000 1766.1000 1011.3000 2.2000 19.4000 17.9000 73.0000 16.7000 23.3000 147 35.0000 1543.8000 871.6000 999999.0000 13.2000 999004 162.3000 999999.0000 
58752 2008 20.5000 999002 992.1000 0.2000 1031.8000 36.1000 1238.2000 1011.8000 2.4000 18.8000 17.5000 71.0000 16.2000 22.8000 133 36.0000 1597.4000 900.0000 999999.0000 11.9000 999982 89.0000 999999.0000 
