V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
TONGSHEN 	Total	76744	40354	36390	6550	1710	4840	8.53	4.24	13.30
TONGSHEN 	Chongshan	7822	4113	3709	970	268	702	12.40	6.52	18.93
TONGSHEN 	Nansheng	6008	3225	2783	654	169	485	10.89	5.24	17.43
TONGSHEN 	Maoyang	10420	5652	4768	1574	483	1091	15.11	8.55	22.88
TONGSHEN 	Fanyang	5727	3087	2640	842	212	630	14.70	6.87	23.86
TONGSHEN 	Changhao	3092	1681	1411	377	106	271	12.19	6.31	19.21
TONGSHEN 	Maodao	3587	2039	1548	358	114	244	9.98	5.59	15.76
TONGSHEN 	Hongshan	1596	882	714	206	49	157	12.91	5.56	21.99
TONGSHEN 	Wuzhishan	2702	1443	1259	442	92	350	16.36	6.38	27.80
TONGSHEN 	Baoguo	726	411	315	157	45	112	21.63	10.95	35.56
TONGSHEN 	Shizhishu	29167	14817	14350	655	98	557	2.25	0.66	3.88
TONGSHEN 	Changhaonongchang	5897	3004	2893	315	74	241	5.34	2.46	8.33
QIONGHAI 	Total	344467	176560	167907	25953	2893	23060	7.53	1.64	13.73
QIONGHAI 	Jiaji	65430	32771	32659	2405	198	2207	3.68	0.60	6.76
QIONGHAI 	Wanquan	16279	8534	7745	1286	113	1173	7.90	1.32	15.15
QIONGHAI 	Shibi	11197	5848	5349	1138	127	1011	10.16	2.17	18.90
QIONGHAI 	Wenquan	16308	8244	8064	1383	71	1312	8.48	0.86	16.27
QIONGHAI 	Zhongyuan	14903	7714	7189	1282	94	1188	8.60	1.22	16.53
QIONGHAI 	Boao	7854	3901	3953	668	52	616	8.51	1.33	15.58
QIONGHAI 	Yangjiang	11986	6242	5744	958	85	873	7.99	1.36	15.20
QIONGHAI 	Longjiang	15057	7816	7241	1361	92	1269	9.04	1.18	17.53
QIONGHAI 	Futian	9759	4952	4807	966	98	868	9.90	1.98	18.06
QIONGHAI 	Tanmen	11213	5556	5657	926	73	853	8.26	1.31	15.08
QIONGHAI 	Tayang	19124	9899	9225	1357	146	1211	7.10	1.47	13.13
QIONGHAI 	Changpo	22585	11527	11058	1727	222	1505	7.65	1.93	13.61
QIONGHAI 	Dalu	18609	9637	8972	1257	169	1088	6.75	1.75	12.13
QIONGHAI 	Yantang	12175	6377	5798	684	119	565	5.62	1.87	9.74
QIONGHAI 	Xinshi	4504	2377	2127	474	94	380	10.52	3.95	17.87
QIONGHAI 	Chaoyang	6864	3341	3523	753	29	724	10.97	0.87	20.55
QIONGHAI 	Wenshi	6946	3527	3419	639	45	594	9.20	1.28	17.37
QIONGHAI 	Huishan	5423	2896	2527	1212	242	970	22.35	8.36	38.39
