V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
LIXIA 	Total	46346	23551	22795	23573	13273	10300	1442	692	750	5.76	4.96	6.79
LIXIA 	Jiefanglu	2298	1096	1202	1467	792	675	80	30	50	5.17	3.65	6.90
LIXIA 	Silijie	4901	2780	2121	2191	1211	980	117	58	59	5.07	4.57	5.68
LIXIA 	Baotuquan	3704	1837	1867	1753	965	788	107	53	54	5.75	5.21	6.41
LIXIA 	Quanchenglu	1169	565	604	691	386	305	78	44	34	10.14	10.23	10.03
LIXIA 	Dongmen	2363	1157	1206	1377	773	604	113	51	62	7.58	6.19	9.31
LIXIA 	Dongguan	3678	1762	1916	1862	1049	813	190	100	90	9.26	8.70	9.97
LIXIA 	Jianzhuxincun	4186	2087	2099	2181	1181	1000	120	63	57	5.22	5.06	5.39
LIXIA 	Wenhuadonglu	8101	4157	3944	3542	1932	1610	162	77	85	4.37	3.83	5.01
LIXIA 	Hepinglu	2648	1312	1336	1721	938	783	104	44	60	5.70	4.48	7.12
LIXIA 	Dianliuxincun	3394	1677	1717	1691	945	746	93	40	53	5.21	4.06	6.63
LIXIA 	Yaojia	9904	5121	4783	5097	3101	1996	278	132	146	5.17	4.08	6.82
JINAN SHIZHONG 	Total	46229	22812	23417	26799	15322	11477	1720	875	845	6.03	5.40	6.86
JINAN SHIZHONG 	Ganshiqiao	2237	1026	1211	1320	663	657	91	51	40	6.45	7.14	5.74
JINAN SHIZHONG 	Jingerlu	736	345	391	417	224	193	33	14	19	7.33	5.88	8.96
JINAN SHIZHONG 	Guanyijie	794	392	402	439	255	184	54	31	23	10.95	10.84	11.11
JINAN SHIZHONG 	Weijiazhuang	994	494	500	596	338	258	54	25	29	8.31	6.89	10.10
JINAN SHIZHONG 	Daguanyuan	1061	478	583	646	330	316	37	21	16	5.42	5.98	4.82
JINAN SHIZHONG 	Jingqilu	849	416	433	533	281	252	42	24	18	7.30	7.87	6.67
JINAN SHIZHONG 	Chalujie	946	460	486	575	311	264	35	18	17	5.74	5.47	6.05
JINAN SHIZHONG 	Silicun	2480	1122	1358	1425	738	687	93	47	46	6.13	5.99	6.28
JINAN SHIZHONG 	Luoyuan	2685	1319	1366	1461	818	643	143	76	67	8.92	8.5	9.44
JINAN SHIZHONG 	Wangguanzhuang	3021	1492	1529	1670	951	719	181	100	81	9.78	9.51	10.12
JINAN SHIZHONG 	Erqixincun	2827	1399	1428	1556	892	664	152	75	77	8.90	7.76	10.39
JINAN SHIZHONG 	Liulishan	3304	1602	1702	2070	1157	913	111	46	65	5.09	3.82	6.65
JINAN SHIZHONG 	Qilishan	2830	1361	1469	1554	836	718	152	71	81	8.91	7.83	10.14
JINAN SHIZHONG 	Yuhanlu	1673	811	862	1050	564	486	81	40	41	7.16	6.62	7.78
JINAN SHIZHONG 	Shunyulu	3940	2025	1915	2037	1147	890	100	49	51	4.68	4.10	5.42
JINAN SHIZHONG 	Qixian	6580	3454	3126	3182	2018	1164	202	121	81	5.97	5.66	6.51
JINAN SHIZHONG 	Shiliulihe	4273	2106	2167	2714	1689	1025	65	37	28	2.34	2.14	2.66
JINAN SHIZHONG 	Dangjiazhuang	4999	2510	2489	3554	2110	1444	94	29	65	2.58	1.36	4.31
HUAIYIN 	Total	30686	15396	15290	18792	10646	8146	1046	526	520	5.27	4.71	6
HUAIYIN 	Daodejie	1119	538	581	551	297	254	78	46	32	12.40	13.41	11.19
HUAIYIN 	Xishichang	1506	758	748	831	463	368	87	43	44	9.48	8.5	10.68
HUAIYIN 	Zhongdahuaishu	1739	872	867	1000	593	407	98	48	50	8.93	7.49	10.94
HUAIYIN 	Zhenxingjie	2839	1459	1380	1468	811	657	93	50	43	5.96	5.81	6.14
HUAIYIN 	Yingshijie	2681	1348	1333	1465	836	629	120	58	62	7.57	6.49	8.97
HUAIYIN 	Wuligou	2306	1154	1152	1316	740	576	71	39	32	5.12	5.01	5.26
HUAIYIN 	Qingniangongyuan	1426	690	736	850	468	382	58	27	31	6.39	5.45	7.51
HUAIYIN 	Nanxinzhuang	2232	1099	1133	1291	709	582	62	33	29	4.58	4.45	4.75
HUAIYIN 	Kuangshan	2450	1238	1212	1578	922	656	93	48	45	5.57	4.95	6.42
HUAIYIN 	Zhangzhuanglu	2238	1088	1150	1325	762	563	83	34	49	5.89	4.27	8.01
HUAIYIN 	Duandianbeilu	2361	1213	1148	1414	846	568	74	41	33	4.97	4.62	5.49
HUAIYIN 	Meilihu	1219	632	587	944	528	416	13	8	5	1.36	1.49	1.19
HUAIYIN 	Duandian	4859	2447	2412	3384	1937	1447	105	45	60	3.01	2.27	3.98
HUAIYIN 	Wujiabao	1711	860	851	1375	734	641	11	6	5	0.79	0.81	0.77
TIANQIAO 	Total	45917	23124	22793	28269	16003	12266	1944	1045	899	6.43	6.13	6.83
TIANQIAO 	Dikoulu	4442	2357	2085	2070	1183	887	183	102	81	8.12	7.94	8.37
TIANQIAO 	Zhijinshi	1728	815	913	1061	554	507	42	24	18	3.81	4.15	3.43
TIANQIAO 	Weibeilu	795	403	392	472	279	193	31	19	12	6.16	6.38	5.85
TIANQIAO 	Gongrenxincunbeicun	2276	1077	1199	1285	693	592	104	51	53	7.49	6.85	8.22
TIANQIAO 	Guanzhaying	1314	668	646	807	472	335	49	26	23	5.72	5.22	6.42
TIANQIAO 	Liujiazhuang	802	388	414	495	272	223	41	19	22	7.65	6.53	8.98
TIANQIAO 	Baohuajie	1127	568	559	587	352	235	85	48	37	12.65	12	13.60
TIANQIAO 	Beitan	1428	732	696	809	470	339	58	38	20	6.69	7.48	5.57
TIANQIAO 	Gongrenxincunnancun	2237	1095	1142	1257	716	541	93	45	48	6.89	5.91	8.15
TIANQIAO 	Chenjialou	1172	587	585	729	393	336	46	32	14	5.94	7.53	4
TIANQIAO 	Tianqiaodongjie	997	484	513	570	322	248	69	32	37	10.80	9.04	12.98
TIANQIAO 	Wuyingshan	2825	1367	1458	1619	910	709	112	54	58	6.47	5.60	7.56
TIANQIAO 	Yaoshan	1632	803	829	1006	599	407	51	31	20	4.82	4.92	4.68
TIANQIAO 	Beiyuan	16822	8649	8173	10235	6049	4186	932	495	437	8.35	7.56	9.45
TIANQIAO 	Sangzidian	2569	1264	1305	2110	1081	1029	17	12	5	0.80	1.10	0.48
TIANQIAO 	Daqiao	1910	938	972	1594	821	773	24	13	11	1.48	1.56	1.40
TIANQIAO 	Jinjia	1841	929	912	1563	837	726	7	4	3	0.45	0.48	0.41
LICHENG 	Total	70363	35710	34653	51494	28214	23280	1069	553	516	2.03	1.92	2.17
LICHENG 	Hongjialou	15767	8247	7520	8670	5019	3651	533	251	282	5.79	4.76	7.17
LICHENG 	Huashan	4573	2282	2291	3131	1745	1386	101	62	39	3.12	3.43	2.74
LICHENG 	Wangsheren	8662	4380	4282	6224	3480	2744	153	74	79	2.40	2.08	2.80
LICHENG 	Zhonggong	5620	2855	2765	4432	2470	1962	36	21	15	0.81	0.84	0.76
LICHENG 	Liubu	4282	2199	2083	3498	1929	1569	23	11	12	0.65	0.57	0.76
LICHENG 	Xiying	2289	1186	1103	1979	1082	897	8	5	3	0.40	0.46	0.33
LICHENG 	Ganggou	4559	2367	2192	3906	2123	1783	10	4	6	0.26	0.19	0.34
LICHENG 	Suncun	4064	2021	2043	3226	1702	1524	57	37	20	1.74	2.13	1.30
LICHENG 	Guodian	3332	1643	1689	2461	1344	1117	36	15	21	1.44	1.10	1.85
LICHENG 	Dongjia	3755	1834	1921	2835	1456	1379	36	23	13	1.25	1.56	0.93
LICHENG 	Tangwang	4592	2271	2321	3902	2034	1868	18	9	9	0.46	0.44	0.48
LICHENG 	Yaoqiang	3954	1938	2016	3248	1660	1588	20	14	6	0.61	0.84	0.38
LICHENG 	Gaoer	1106	582	524	926	514	412	10	7	3	1.07	1.34	0.72
LICHENG 	Jinxiuchuan	1520	756	764	1197	669	528	11	8	3	0.91	1.18	0.56
LICHENG 	Caishi	2288	1149	1139	1859	987	872	17	12	5	0.91	1.20	0.57
CHANGQING 	Total	40632	20168	20464	31536	17413	14123	379	186	193	1.19	1.06	1.35
CHANGQING 	Changqing	7786	3789	3997	5554	3062	2492	140	69	71	2.46	2.20	2.77
CHANGQING 	Pingandian	4082	2055	2027	3114	1741	1373	26	13	13	0.83	0.74	0.94
CHANGQING 	Guide	6024	2973	3051	4934	2585	2349	17	13	4	0.34	0.5	0.17
CHANGQING 	Xiaoli	3794	1910	1884	3080	1660	1420	52	28	24	1.66	1.66	1.66
CHANGQING 	Gushan	2819	1402	1417	2312	1259	1053	18	6	12	0.77	0.47	1.13
CHANGQING 	Zhangxia	3707	1845	1862	2645	1624	1021	35	14	21	1.31	0.85	2.02
CHANGQING 	Wande	4238	2094	2144	3337	1883	1454	40	17	23	1.18	0.89	1.56
CHANGQING 	Wufengshan	2371	1199	1172	1961	1049	912	12	6	6	0.61	0.57	0.65
CHANGQING 	Mashan	2480	1239	1241	2002	1077	925	3	3	          	0.15	0.28	          
CHANGQING 	Shuangquan	2092	1034	1058	1736	935	801	12	5	7	0.69	0.53	0.87
CHANGQING 	Wujiazhuang	1239	628	611	861	538	323	24	12	12	2.71	2.18	3.58
PINGYIN 	Total	26994	13195	13799	21655	11410	10245	311	152	159	1.42	1.31	1.53
PINGYIN 	Pingyin	8062	3958	4104	5877	3215	2662	224	110	114	3.67	3.31	4.11
PINGYIN 	Meigui	1494	739	755	1246	663	583	8	4	4	0.64	0.60	0.68
PINGYIN 	Diaoshanpo	2025	989	1036	1674	874	800	20	7	13	1.18	0.79	1.60
PINGYIN 	Donga	2906	1389	1517	2259	1174	1085	13	7	6	0.57	0.59	0.55
PINGYIN 	Hongfanchi	1909	937	972	1626	850	776	5	1	4	0.31	0.12	0.51
PINGYIN 	Kongcun	2068	1008	1060	1674	872	802	12	7	5	0.71	0.80	0.62
PINGYIN 	Xiaozhi	2725	1297	1428	2240	1150	1090	12	7	5	0.53	0.61	0.46
PINGYIN 	Luanwan	1711	861	850	1507	789	718	5	2	3	0.33	0.25	0.42
PINGYIN 	Ancheng	1236	606	630	1057	543	514	4	2	2	0.38	0.37	0.39
PINGYIN 	Ligou	1005	508	497	879	466	413	3	          	3	0.34	          	0.72
PINGYIN 	Dianzi	1853	903	950	1616	814	802	5	5	          	0.31	0.61	          
JIYANG 	Total	40333	19995	20338	34581	17698	16883	283	117	166	0.81	0.66	0.97
JIYANG 	Jiyang	4699	2316	2383	3396	1811	1585	185	66	119	5.17	3.52	6.98
JIYANG 	Sungeng	2440	1202	1238	2110	1064	1046	7	3	4	0.33	0.28	0.38
JIYANG 	Duoshiqiao	2185	1089	1096	1981	1009	972	8	4	4	0.40	0.39	0.41
JIYANG 	Qudi	1899	936	963	1588	826	762	6	3	3	0.38	0.36	0.39
JIYANG 	Renfeng	2626	1301	1325	2371	1192	1179	3	1	2	0.13	0.08	0.17
JIYANG 	Huihe	2094	1041	1053	1775	908	867	11	5	6	0.62	0.55	0.69
JIYANG 	Qingning	1476	722	754	1306	656	650	7	2	5	0.53	0.30	0.76
JIYANG 	Shaomen	1751	877	874	1481	760	721	5	1	4	0.34	0.13	0.55
JIYANG 	Cuizhai	1856	908	948	1585	813	772	8	4	4	0.5	0.49	0.52
JIYANG 	Dianzihuizu	1496	742	754	1294	665	629	2	1	1	0.15	0.15	0.16
JIYANG 	Xinjihuizu	1276	637	639	1094	563	531	2	1	1	0.18	0.18	0.19
JIYANG 	Ertaiping	2145	1055	1090	1893	953	940	3	2	1	0.16	0.21	0.11
JIYANG 	Miaolang	2364	1190	1174	2082	1064	1018	5	4	1	0.24	0.37	0.10
JIYANG 	Xinshi	1879	938	941	1644	843	801	9	4	5	0.54	0.47	0.62
JIYANG 	Jiangdian	980	491	489	893	452	441	3	3	          	0.33	0.66	          
JIYANG 	Tangmiao	1824	919	905	1561	828	733	4	2	2	0.26	0.24	0.27
JIYANG 	Suomiao	1730	857	873	1566	789	777	5	3	2	0.32	0.38	0.26
JIYANG 	Jiangji	1522	742	780	1316	664	652	2	1	1	0.15	0.15	0.15
JIYANG 	Sanjiao	2188	1086	1102	1966	986	980	7	6	1	0.35	0.60	0.10
JIYANG 	Wangquan	1903	946	957	1679	852	827	1	1	          	0.06	0.12	          
SHANGHE 	Total	45644	22983	22661	39644	20501	19143	227	117	110	0.57	0.57	0.57
SHANGHE 	Shanghe	5024	2515	2509	3882	2037	1845	106	45	61	2.66	2.16	3.20
SHANGHE 	Longsangsi	1335	674	661	1191	620	571	3	2	1	0.25	0.32	0.17
SHANGHE 	Yinxang	2362	1186	1176	2031	1057	974	16	11	5	0.78	1.03	0.51
SHANGHE 	Huairen	2625	1311	1314	2272	1163	1109	14	8	6	0.61	0.68	0.54
SHANGHE 	Yuhuangmiao	2925	1519	1406	2611	1387	1224	7	3	4	0.27	0.22	0.33
SHANGHE 	Zhenglu	2850	1434	1416	2506	1287	1219	5	2	3	0.20	0.16	0.25
SHANGHE 	Jiazhuang	1515	753	762	1304	667	637	10	5	5	0.76	0.74	0.78
SHANGHE 	Niubao	1535	777	758	1363	705	658	7	6	1	0.51	0.84	0.15
SHANGHE 	Sunji	2412	1221	1191	2123	1098	1025	8	2	6	0.38	0.18	0.58
SHANGHE 	Changzhuang	2130	1070	1060	1921	984	937	3	          	3	0.16	          	0.32
SHANGHE 	Yanjia	1623	808	815	1394	725	669	12	10	2	0.85	1.36	0.30
SHANGHE 	Shahe	1567	769	798	1442	711	731	6	5	1	0.41	0.70	0.14
SHANGHE 	Hanmiao	2464	1240	1224	2190	1132	1058	7	5	2	0.32	0.44	0.19
SHANGHE 	Zhaokuiyuan	2386	1212	1174	1987	1049	938	3	1	2	0.15	0.10	0.21
SHANGHE 	Zhangfang	1693	850	843	1495	765	730	6	5	1	0.40	0.65	0.14
SHANGHE 	Huji	2418	1190	1228	2158	1076	1082	2	2	          	0.09	0.19	          
SHANGHE 	Yangzhuangpu	1765	890	875	1646	842	804	1	          	1	0.06	          	0.12
SHANGHE 	Qianpu	1688	858	830	1450	759	691	4	4	          	0.28	0.52	          
SHANGHE 	Yueqiao	1512	769	743	1315	696	619	1	          	1	0.08	          	0.16
SHANGHE 	Baiqiao	1949	992	957	1722	893	829	1	          	1	0.06	          	0.12
SHANGHE 	Zhanjia	1866	945	921	1641	848	793	5	1	4	0.30	0.12	0.5
ZHANGQIU 	Total	77826	38123	39703	59800	32391	27409	608	342	266	1.01	1.04	0.96
ZHANGQIU 	Mingshui	12176	5998	6178	8231	4766	3465	272	140	132	3.20	2.85	3.67
ZHANGQIU 	Puji	4733	2294	2439	3455	1869	1586	40	27	13	1.14	1.42	0.81
ZHANGQIU 	Xianggongzhuang	5056	2432	2624	3797	2060	1737	25	15	10	0.65	0.72	0.57
ZHANGQIU 	Xiuhui	4524	2195	2329	3353	1809	1544	31	21	10	0.92	1.15	0.64
ZHANGQIU 	Diao	5171	2512	2659	3744	2119	1625	37	23	14	0.98	1.07	0.85
ZHANGQIU 	Shuizhai	2767	1345	1422	2236	1188	1048	3	2	1	0.13	0.17	0.10
ZHANGQIU 	Longshan	2046	1007	1039	1589	836	753	18	10	8	1.12	1.18	1.05
ZHANGQIU 	Zaoyuan	2626	1270	1356	2043	1053	990	18	9	9	0.87	0.85	0.90
ZHANGQIU 	Bucun	2668	1340	1328	2007	1112	895	22	10	12	1.08	0.89	1.32
ZHANGQIU 	Duozhuang	2410	1173	1237	2046	1070	976	13	7	6	0.63	0.65	0.61
ZHANGQIU 	Wenzu	3557	1755	1802	2950	1574	1376	8	4	4	0.27	0.25	0.29
ZHANGQIU 	Gaoguanzhai	4244	2098	2146	3555	1849	1706	10	7	3	0.28	0.38	0.18
ZHANGQIU 	Baiyunhu	2543	1248	1295	1914	1087	827	9	6	3	0.47	0.55	0.36
ZHANGQIU 	Ningjiabu	2565	1273	1292	2083	1117	966	8	6	2	0.38	0.53	0.21
ZHANGQIU 	Dangjia	2592	1259	1333	2121	1102	1019	11	7	4	0.52	0.63	0.39
ZHANGQIU 	Shengjing	3038	1497	1541	2417	1301	1116	13	7	6	0.53	0.54	0.53
ZHANGQIU 	Caofan	2965	1456	1509	2394	1278	1116	11	3	8	0.46	0.23	0.71
ZHANGQIU 	Huanghe	4166	2072	2094	3581	1857	1724	8	7	1	0.22	0.38	0.06
ZHANGQIU 	Xinzhai	2798	1375	1423	2150	1148	1002	11	2	9	0.51	0.17	0.89
ZHANGQIU 	Yanjiayu	1988	991	997	1686	888	798	5	3	2	0.30	0.34	0.25
ZHANGQIU 	Guanzhuang	2103	1013	1090	1626	867	759	20	11	9	1.22	1.25	1.17
ZHANGQIU 	Xusheng	1090	520	570	822	441	381	15	15	          	1.79	3.29	          
QINGDAO SHINAN 	Total	37064	18456	18608	21463	12048	9415	1912	926	986	8.18	7.14	9.48
QINGDAO SHINAN 	Fushan	2882	1597	1285	2048	1282	766	123	51	72	5.67	3.83	8.59
QINGDAO SHINAN 	Badaxia	1566	783	783	897	485	412	47	27	20	4.98	5.27	4.63
QINGDAO SHINAN 	Taixi	4065	1996	2069	2146	1218	928	290	146	144	11.90	10.70	13.43
QINGDAO SHINAN 	Yunnanlu	3844	1892	1952	2031	1160	871	286	144	142	12.34	11.04	14.02
QINGDAO SHINAN 	Zhongshanlu	1710	864	846	863	491	372	126	72	54	12.74	12.79	12.68
QINGDAO SHINAN 	Guanhailu	1510	713	797	766	405	361	88	56	32	10.30	12.15	8.14
QINGDAO SHINAN 	Jiangsulu	2142	1036	1106	1139	617	522	107	51	56	8.59	7.63	9.69
QINGDAO SHINAN 	Jinkoulu	1912	993	919	768	418	350	72	36	36	8.57	7.93	9.33
QINGDAO SHINAN 	Badaguan	1303	589	714	816	397	419	52	20	32	5.99	4.80	7.10
QINGDAO SHINAN 	Zhanshan	2191	1059	1132	1366	747	619	104	48	56	7.07	6.04	8.30
QINGDAO SHINAN 	Jinhulu	3017	1436	1581	1843	988	855	137	62	75	6.92	5.90	8.06
QINGDAO SHINAN 	Badahu	3900	1973	1927	2222	1255	967	185	81	104	7.69	6.06	9.71
QINGDAO SHINAN 	Jinmenlu	4474	2183	2291	2830	1541	1289	231	108	123	7.55	6.55	8.71
QINGDAO SHINAN 	Zhuhailu	2548	1342	1206	1728	1044	684	64	24	40	3.57	2.25	5.52
QINGDAO SHIBEI 	Total	42727	21157	21570	23289	13235	10054	2861	1408	1453	10.94	9.62	12.63
QINGDAO SHIBEI 	Guanxianlu	1449	810	639	810	545	265	77	37	40	8.68	6.36	13.11
QINGDAO SHIBEI 	Taishanlu	1533	793	740	860	519	341	71	40	31	7.63	7.16	8.33
QINGDAO SHIBEI 	Jiaozhoulu	2064	1006	1058	1008	567	441	132	75	57	11.58	11.68	11.45
QINGDAO SHIBEI 	Rehelu	2761	1322	1439	1462	822	640	176	80	96	10.74	8.87	13.04
QINGDAO SHIBEI 	Liaoninglu	2264	1075	1189	1228	662	566	72	36	36	5.54	5.16	5.98
QINGDAO SHIBEI 	Huangtailu	2302	1101	1201	1136	622	514	119	58	61	9.48	8.53	10.61
QINGDAO SHIBEI 	Huayanglu	1902	973	929	1130	641	489	99	51	48	8.06	7.37	8.94
QINGDAO SHIBEI 	Dengzhoulu	3176	1564	1612	1545	888	657	212	104	108	12.07	10.48	14.12
QINGDAO SHIBEI 	Lijinlu	2588	1222	1366	1346	721	625	196	99	97	12.71	12.07	13.43
QINGDAO SHIBEI 	Yananlu	3126	1494	1632	1617	896	721	203	94	109	11.15	9.49	13.13
QINGDAO SHIBEI 	Weihailu	2605	1275	1330	1374	768	606	229	116	113	14.29	13.12	15.72
QINGDAO SHIBEI 	Beizhonglu	2715	1358	1357	1545	853	692	260	136	124	14.40	13.75	15.20
