V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HUHEHAOTE XINCHENGQU 	Total	32852	16388	16464	17880	10620	7260	1545	830	715	7.95	7.25	8.97
HUHEHAOTE XINCHENGQU 	Xijie	3873	1908	1965	2397	1245	1152	213	95	118	8.16	7.09	9.29
HUHEHAOTE XINCHENGQU 	Zhongshandonglu	1956	932	1024	1139	575	564	100	47	53	8.07	7.56	8.59
HUHEHAOTE XINCHENGQU 	Dongjie	3026	1486	1540	1861	994	867	170	81	89	8.37	7.53	9.31
HUHEHAOTE XINCHENGQU 	Xilinguolebeilu	2457	1167	1290	1259	654	605	114	58	56	8.30	8.15	8.47
HUHEHAOTE XINCHENGQU 	Hailaerdonglu	6046	2936	3110	2585	1397	1188	220	124	96	7.84	8.15	7.48
HUHEHAOTE XINCHENGQU 	Dongfenglu	3811	1811	2000	2047	1146	901	232	115	117	10.18	9.12	11.49
HUHEHAOTE XINCHENGQU 	Yingxinlu	2025	988	1037	1026	574	452	172	89	83	14.36	13.42	15.51
HUHEHAOTE XINCHENGQU 	Haoqinying	8321	4423	3898	4611	3433	1178	306	210	96	6.22	5.76	7.54
HUHEHAOTE XINCHENGQU 	Baoheshao	832	465	367	569	370	199	14	7	7	2.40	1.86	3.40
HUHEHAOTE XINCHENGQU 	Xiaojing	505	272	233	386	232	154	4	4	          	1.03	1.69	          
HUIMIN 	Total	22723	11493	11230	11816	7292	4524	2164	1196	968	15.48	14.09	17.63
HUIMIN 	Xinhuaxilu	2531	1190	1341	1208	660	548	197	106	91	14.02	13.84	14.24
HUIMIN 	Zhongshanxilu	1932	944	988	1025	544	481	141	72	69	12.09	11.69	12.55
HUIMIN 	Guangminglu	4967	2499	2468	2182	1286	896	684	399	285	23.87	23.68	24.13
HUIMIN 	Hailaerxilu	3420	1708	1712	1669	1004	665	373	191	182	18.27	15.98	21.49
HUIMIN 	Huanhejie	2203	1103	1100	1099	647	452	282	150	132	20.42	18.82	22.60
HUIMIN 	Tongdaojie	1035	523	512	533	318	215	107	44	63	16.72	12.15	22.66
HUIMIN 	Youyouban	6635	3526	3109	4100	2833	1267	380	234	146	8.48	7.63	10.33
YUQUAN 	Total	20687	10542	10145	11664	7248	4416	1367	765	602	10.49	9.55	12
YUQUAN 	Xiaozhaoqian	2049	1070	979	861	475	386	218	111	107	20.20	18.94	21.70
YUQUAN 	Xinglongxang	1988	970	1018	1056	599	457	152	89	63	12.58	12.94	12.12
YUQUAN 	Changhelang	2205	1115	1090	1169	712	457	203	113	90	14.80	13.70	16.45
YUQUAN 	Shiyangqiaodonglu	1805	885	920	982	580	402	134	66	68	12.01	10.22	14.47
YUQUAN 	Dananjie	1511	727	784	807	454	353	175	93	82	17.82	17	18.85
YUQUAN 	Xicaiyuan	7949	4115	3834	4635	3122	1513	352	222	130	7.06	6.64	7.91
YUQUAN 	Taohua	1774	914	860	1270	741	529	40	16	24	3.05	2.11	4.34
YUQUAN 	Xiaoheihe	1406	746	660	884	565	319	93	55	38	9.52	8.87	10.64
SAIHAN 	Total	36413	18327	18086	20816	12163	8653	1735	965	770	7.69	7.35	8.17
SAIHAN 	Renminlu	4641	2253	2388	2560	1362	1198	396	211	185	13.40	13.41	13.38
SAIHAN 	Daxuexilu	13528	6632	6896	5784	3160	2624	692	353	339	10.69	10.05	11.44
SAIHAN 	Qiaobao	5388	2708	2680	3529	2116	1413	293	192	101	7.67	8.32	6.67
SAIHAN 	Yulin	1543	823	720	996	646	350	51	28	23	4.87	4.15	6.17
SAIHAN 	Bayan	858	442	416	536	356	180	28	18	10	4.96	4.81	5.26
SAIHAN 	Huangheshao	1860	970	890	1399	783	616	39	22	17	2.71	2.73	2.69
SAIHAN 	Jinhe	1181	630	551	835	529	306	39	19	20	4.46	3.47	6.13
SAIHAN 	Taipingzhuang	1849	980	869	1421	840	581	28	17	11	1.93	1.98	1.86
SAIHAN 	Xibashan	4713	2439	2274	3079	1974	1105	162	101	61	5	4.87	5.23
SAIHAN 	Zhanggaiying	852	450	402	677	397	280	7	4	3	1.02	1	1.06
TUMOTEZUO 	Total	25607	13375	12232	18443	11229	7214	609	309	300	3.20	2.68	3.99
TUMOTEZUO 	Chasuqi	4072	2087	1985	2256	1493	763	277	146	131	10.94	8.91	14.65
TUMOTEZUO 	Bikeqi	1793	944	849	1195	768	427	38	18	20	3.08	2.29	4.47
TUMOTEZUO 	Shandai	1329	691	638	968	618	350	19	6	13	1.93	0.96	3.58
TUMOTEZUO 	Bashen	1549	795	754	1068	641	427	38	21	17	3.44	3.17	3.83
TUMOTEZUO 	Cilao	733	397	336	465	341	124	19	10	9	3.93	2.85	6.77
TUMOTEZUO 	Bingzhouhai	976	516	460	681	441	240	27	12	15	3.81	2.65	5.88
TUMOTEZUO 	Taigemu	1849	992	857	1315	823	492	36	25	11	2.66	2.95	2.19
TUMOTEZUO 	Baimiaozi	1450	772	678	1151	686	465	22	13	9	1.88	1.86	1.90
TUMOTEZUO 	Shaerying	1475	781	694	1174	688	486	7	4	3	0.59	0.58	0.61
TUMOTEZUO 	Shaerqin	1322	694	628	1146	630	516	8	4	4	0.69	0.63	0.77
TUMOTEZUO 	Beishenzhou	1155	613	542	889	538	351	9	6	3	1	1.10	0.85
TUMOTEZUO 	Tiemao	856	453	403	675	389	286	14	4	10	2.03	1.02	3.38
TUMOTEZUO 	Sanliang	1002	522	480	834	459	375	7	3	4	0.83	0.65	1.06
TUMOTEZUO 	Tabusai	933	478	455	755	431	324	13	3	10	1.69	0.69	2.99
TUMOTEZUO 	Dadai	1148	580	568	945	511	434	2	1	1	0.21	0.20	0.23
TUMOTEZUO 	Hasu	1253	654	599	891	561	330	32	16	16	3.47	2.77	4.62
TUMOTEZUO 	Taosihao	1073	565	508	740	465	275	20	12	8	2.63	2.52	2.83
TUMOTEZUO 	Zhijiliang	1383	706	677	1146	632	514	12	2	10	1.04	0.32	1.91
TUMOTEZUO 	Qingshan	256	135	121	149	114	35	9	3	6	5.70	2.56	14.63
TUOKETUO 	Total	13479	7058	6421	9973	5888	4085	363	175	188	3.51	2.89	4.40
TUOKETUO 	Chengguan	2568	1327	1241	1386	914	472	173	94	79	11.10	9.33	14.34
TUOKETUO 	Xinyingzi	1112	579	533	888	510	378	9	4	5	1	0.78	1.31
TUOKETUO 	Wushen	1020	519	501	877	456	421	6	4	2	0.68	0.87	0.47
TUOKETUO 	Zhongtan	1195	645	550	857	555	302	48	19	29	5.30	3.31	8.76
TUOKETUO 	Nanping	1365	702	663	947	576	371	49	17	32	4.92	2.87	7.94
TUOKETUO 	Yanshanying	1182	636	546	902	552	350	16	8	8	1.74	1.43	2.23
TUOKETUO 	Heicheng	991	512	479	814	457	357	10	6	4	1.21	1.30	1.11
TUOKETUO 	Wushenjia	1008	536	472	814	463	351	28	9	19	3.33	1.91	5.14
TUOKETUO 	Yongshengyu	700	375	325	557	317	240	5	3	2	0.89	0.94	0.83
TUOKETUO 	Gucheng	1022	543	479	852	480	372	4	2	2	0.47	0.41	0.53
TUOKETUO 	Naizhigai	1316	684	632	1079	608	471	15	9	6	1.37	1.46	1.26
HELINGEER 	Total	12637	6619	6018	10298	5753	4545	177	80	97	1.69	1.37	2.09
HELINGEER 	Chengguan	2294	1141	1153	1239	767	472	114	61	53	8.43	7.37	10.10
HELINGEER 	Qiaoershenying	1092	571	521	1011	533	478	1	1	          	0.10	0.19	          
HELINGEER 	Dongjiaying	1053	554	499	850	470	380	27	4	23	3.08	0.84	5.71
HELINGEER 	Shebiya	970	507	463	802	460	342	11	6	5	1.35	1.29	1.44
HELINGEER 	Tuchengzi	587	303	284	505	277	228	6	2	4	1.17	0.72	1.72
HELINGEER 	Gonglama	1302	699	603	1157	636	521	1	1	          	0.09	0.16	          
HELINGEER 	Xigoumen	695	366	329	585	334	251	          	          	          	          	          	          
HELINGEER 	Denglongsu	293	166	127	262	151	111	4	1	3	1.5	0.66	2.63
HELINGEER 	Fanjiayao	422	220	202	369	202	167	4	1	3	1.07	0.49	1.76
HELINGEER 	Dahongcheng	646	334	312	556	297	259	5	2	3	0.89	0.67	1.15
HELINGEER 	Xinhong	383	203	180	360	189	171	          	          	          	          	          	          
HELINGEER 	Xinfeng	340	179	161	286	158	128	          	          	          	          	          	          
HELINGEER 	Xindianzi	626	342	284	546	305	241	3	1	2	0.55	0.33	0.82
HELINGEER 	Yangqungou	525	276	249	473	255	218	          	          	          	          	          	          
HELINGEER 	Heilaoyao	601	327	274	561	313	248	          	          	          	          	          	          
HELINGEER 	Shengliying	401	215	186	368	203	165	1	          	1	0.27	          	0.60
HELINGEER 	Sandaoying	407	216	191	368	203	165	          	          	          	          	          	          
QINGSHUIHE 	Total	8622	4449	4173	6370	3650	2720	215	103	112	3.26	2.74	3.95
QINGSHUIHE 	Lamawan	1073	561	512	570	449	121	34	21	13	5.63	4.47	9.70
QINGSHUIHE 	Chengguan	1642	843	799	956	584	372	88	36	52	8.43	5.81	12.26
