V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
54511 1997 20.4000 999015 991.6000 -14.0000 1039.8000 38.2000 430.9000 1012.9000 2.5000 13.1000 10.8000 57.0000 7.9000 18.5000 56 59.0000 2596.5000 999999.0000 1949.8000 13.0000 999015 64.4000 999999.0000 
54511 1998 23.1000 999011 988.5000 -14.2000 1037.9000 37.2000 731.7000 1012.5000 2.3000 13.1000 12.1000 62.0000 8.3000 18.4000 82 55.0000 2420.7000 999999.0000 1567.8000 11.9000 999014 103.0000 999999.0000 
54511 1999 20.8000 999013 992.4000 -12.2000 1039.3000 41.9000 266.9000 1012.5000 2.4000 13.1000 11.0000 57.0000 7.9000 18.6000 64 58.0000 2594.0000 999999.0000 1785.3000 13.2000 999015 39.5000 999999.0000 
54511 2000 21.3000 999015 990.0000 -15.0000 1046.0000 39.4000 371.1000 1012.7000 2.5000 12.8000 10.6000 54.0000 7.6000 18.3000 61 60.0000 2667.2000 999999.0000 1966.1000 13.2000 999015 54.8000 999999.0000 
54511 2001 21.9000 999015 988.8000 -17.0000 1037.7000 39.6000 338.9000 1012.9000 2.4000 12.9000 10.7000 56.0000 7.7000 18.2000 69 59.0000 2611.7000 999999.0000 1895.7000 13.4000 999015 49.5000 999999.0000 
54511 2002 21.0000 999014 987.4000 -12.8000 1038.5000 41.1000 370.4000 1012.7000 2.3000 13.2000 10.3000 55.0000 8.0000 18.7000 62 58.0000 2588.4000 999999.0000 999999.0000 13.9000 999015 39.4000 999999.0000 
54511 2004 21.1000 999016 985.5000 -12.9000 1041.6000 38.9000 483.5000 1012.6000 2.4000 13.5000 9.5000 49.0000 8.9000 18.8000 65 57.0000 2515.4000 999999.0000 999999.0000 14.0000 999015 75.5000 999999.0000 
54511 2005 20.9000 999009 985.8000 -11.5000 1036.7000 38.9000 410.7000 1012.8000 2.4000 13.2000 10.1000 49.0000 8.5000 18.5000 64 58.0000 2576.1000 999999.0000 999999.0000 12.0000 999009 40.5000 999999.0000 
54511 2006 18.2000 999016 985.1000 -14.7000 1045.5000 37.3000 318.0000 1012.5000 2.2000 13.4000 10.2000 53.0000 8.9000 18.7000 59 49.0000 2192.7000 999999.0000 999999.0000 11.4000 999015 38.6000 999999.0000 
54511 2007 20.1000 999016 989.8000 -11.7000 1035.5000 37.3000 483.9000 1012.6000 2.2000 14.0000 10.6000 54.0000 9.3000 19.3000 57 53.0000 2351.1000 999999.0000 999999.0000 11.8000 999015 41.2000 999999.0000 
54511 2008 22.7000 999015 989.1000 -13.5000 1041.8000 36.3000 626.3000 1012.6000 2.2000 13.4000 10.6000 52.0000 8.7000 18.6000 76 54.0000 2391.4000 999999.0000 999999.0000 10.9000 999012 47.0000 999999.0000 
