V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
54725 1997 28.5000 999016 994.3000 -14.2000 1044.0000 37.5000 419.7000 1015.7000 3.0000 13.2000 11.8000 64.0000 8.2000 19.1000 51 64.0000 2815.6000 999999.0000 1954.7000 18.7000 999016 124.8000 999999.0000 
54725 1998 22.9000 999001 991.7000 -15.0000 1040.5000 37.5000 714.3000 1014.9000 3.0000 13.9000 13.3000 68.0000 9.2000 19.4000 59 58.0000 2554.8000 999999.0000 1668.9000 15.2000 999003 138.2000 999999.0000 
54725 1999 20.0000 999015 996.2000 -11.1000 1040.9000 37.0000 473.7000 1015.2000 3.0000 13.6000 12.4000 64.0000 8.9000 19.4000 50 56.0000 2469.1000 999999.0000 1731.0000 12.4000 999002 114.0000 999999.0000 
54725 2000 22.5000 999001 993.7000 -14.5000 1047.5000 37.7000 470.6000 1015.4000 3.0000 13.3000 12.2000 65.0000 8.5000 18.9000 58 55.0000 2453.2000 999999.0000 1813.5000 14.4000 999003 96.8000 999999.0000 
54725 2001 24.2000 999003 993.1000 -17.2000 1040.8000 36.9000 331.6000 1015.7000 3.0000 13.2000 12.1000 66.0000 8.2000 18.9000 60 56.0000 2478.0000 999999.0000 1858.8000 17.2000 999004 39.7000 999999.0000 
54725 2002 22.3000 999015 991.4000 -15.4000 1041.2000 40.8000 292.8000 1015.2000 3.0000 13.5000 11.6000 62.0000 8.3000 19.5000 63 59.0000 2622.6000 999999.0000 999999.0000 13.7000 999004 50.8000 999999.0000 
54725 2004 22.5000 999013 988.9000 -13.8000 1042.1000 36.7000 712.2000 1015.4000 2.6000 13.6000 12.3000 65.0000 9.0000 19.3000 79 56.0000 2469.8000 999999.0000 999999.0000 13.9000 999003 71.0000 999999.0000 
54725 2005 21.5000 999003 992.6000 -12.0000 1040.1000 40.3000 538.3000 1015.6000 2.7000 13.2000 12.2000 63.0000 8.4000 18.9000 62 58.0000 2571.5000 999999.0000 999999.0000 13.9000 999004 89.7000 999999.0000 
54725 2006 19.0000 999004 988.9000 -13.1000 1047.4000 36.1000 542.9000 1015.2000 2.6000 13.8000 13.0000 68.0000 9.3000 19.7000 58 52.0000 2311.5000 999999.0000 999999.0000 13.0000 999004 89.0000 999999.0000 
54725 2007 16.5000 999015 990.6000 -9.4000 1039.2000 36.0000 634.1000 1015.3000 2.4000 13.8000 12.7000 67.0000 9.2000 19.6000 71 55.0000 2433.3000 999999.0000 999999.0000 11.1000 999011 102.5000 999999.0000 
54725 2008 18.1000 999003 990.5000 -14.1000 1044.7000 36.3000 433.2000 1015.7000 2.4000 13.6000 12.3000 62.0000 8.9000 19.2000 66 54.0000 2417.2000 999999.0000 999999.0000 13.1000 999003 49.8000 999999.0000 
54776 1997 27.5000 999001 991.0000 -9.2000 1032.7000 30.1000 628.0000 1011.5000 6.0000 12.0000 12.1000 72.0000 9.6000 14.7000 76 63.0000 2793.8000 999999.0000 1614.6000 21.6000 999001 106.8000 999999.0000 
54776 1998 36.5000 999008 988.0000 -8.6000 1033.6000 28.2000 865.5000 1011.1000 5.6000 12.1000 12.9000 77.0000 9.9000 14.5000 109 52.0000 2310.7000 999999.0000 1299.2000 25.6000 999008 224.6000 999999.0000 
54776 1999 31.0000 999016 992.9000 -8.1000 1032.7000 29.2000 437.8000 1011.4000 5.8000 12.3000 12.7000 74.0000 10.0000 14.9000 65 60.0000 2678.8000 999999.0000 1544.4000 24.4000 999016 84.0000 999999.0000 
54776 2000 24.6000 999015 985.2000 -8.0000 1037.2000 32.0000 426.6000 1011.0000 6.0000 11.8000 12.6000 74.0000 9.4000 14.5000 100 58.0000 2596.9000 999999.0000 1539.6000 19.4000 999016 45.5000 999999.0000 
54776 2001 26.0000 999982 988.3000 -11.4000 1033.6000 30.1000 699.7000 1011.5000 6.2000 12.0000 12.5000 74.0000 9.8000 14.7000 92 55.0000 2448.8000 999999.0000 1639.5000 22.7000 999016 131.3000 999999.0000 
54776 2002 30.0000 999001 987.9000 -6.2000 1031.8000 31.7000 529.4000 1011.0000 6.6000 12.1000 12.5000 75.0000 9.9000 14.8000 76 51.0000 2232.4000 999999.0000 1743.9000 26.0000 999001 73.1000 999999.0000 
54776 2004 37.7000 999016 987.9000 -10.7000 1031.7000 30.3000 558.4000 1011.2000 6.0000 12.1000 12.3000 74.0000 9.9000 14.8000 89 53.0000 2356.0000 999999.0000 1508.2000 31.5000 999016 77.7000 999999.0000 
54776 2005 30.5000 999015 985.9000 -7.8000 1032.1000 29.2000 829.7000 1011.2000 6.5000 11.1000 11.8000 72.0000 9.0000 13.8000 90 54.0000 2392.8000 999999.0000 1525.1000 23.4000 999016 91.7000 999999.0000 
54776 2006 28.9000 999015 984.0000 -11.0000 1038.1000 30.0000 653.5000 1011.1000 5.9000 11.8000 12.8000 76.0000 9.7000 14.6000 80 49.0000 2189.7000 999999.0000 1408.5000 22.0000 999015 257.7000 999999.0000 
54776 2007 40.6000 999015 981.5000 -5.5000 1031.4000 31.4000 979.0000 1010.9000 5.9000 12.5000 12.8000 76.0000 10.5000 15.2000 88 51.0000 2246.9000 999999.0000 1534.2000 30.3000 999015 97.1000 999999.0000 
54776 2008 27.4000 999001 988.0000 -6.6000 1036.3000 30.7000 778.5000 1011.4000 6.0000 11.6000 12.0000 74.0000 9.6000 14.0000 73 51.0000 2246.9000 999999.0000 1453.0000 21.9000 999001 90.0000 999999.0000 
54823 1997 19.4000 999003 990.1000 -10.4000 1037.8000 40.5000 618.1000 1010.3000 3.0000 15.5000 11.3000 55.0000 11.3000 20.2000 65 56.0000 2498.2000 999999.0000 2257.4000 10.7000 999004 114.8000 999999.0000 
54823 1998 19.4000 999003 985.7000 -11.5000 1034.8000 38.2000 772.5000 1009.5000 2.7000 16.0000 13.1000 60.0000 12.1000 20.5000 62 50.0000 2228.9000 999999.0000 1863.8000 12.0000 999003 115.2000 999999.0000 
54823 1999 25.8000 999008 979.2000 -11.1000 1021.4000 38.4000 574.8000 996.7000 3.8000 15.1000 12.0000 56.0000 10.5000 20.4000 64 44.0000 1961.2000 999999.0000 1854.8000 14.9000 999008 80.5000 999999.0000 
54823 2000 28.1000 999999 976.7000 -14.0000 1027.4000 37.8000 721.2000 996.9000 3.5000 14.5000 12.1000 61.0000 10.2000 19.6000 68 50.0000 2233.9000 999999.0000 2047.6000 15.3000 999999 71.5000 999999.0000 
