V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
50949 1997 999999.0000 999999 970.8000 -25.6000 1026.5000 37.3000 402.7000 998.4000 2.4000 6.9000 8.4000 58.0000 1.7000 12.6000 63 63.0000 2794.0000 999999.0000 1558.3000 11.0000 999003 103.3000 999999.0000 
50949 1998 999999.0000 999999 974.1000 -26.9000 1025.6000 32.0000 529.4000 998.7000 2.3000 7.0000 9.4000 63.0000 2.4000 12.4000 82 56.0000 2502.6000 999999.0000 1353.5000 11.0000 999009 46.8000 999999.0000 
50949 1999 999999.0000 999999 977.1000 -24.7000 1025.1000 33.8000 358.7000 998.6000 2.5000 6.0000 8.5000 60.0000 1.2000 11.4000 71 64.0000 2865.1000 999999.0000 1375.9000 12.0000 999011 28.3000 999999.0000 
50949 2000 999999.0000 999999 973.1000 -36.0000 1023.8000 36.5000 363.2000 998.5000 2.9000 4.8000 8.6000 59.0000 -0.6000 10.6000 80 67.0000 2963.3000 999999.0000 1823.0000 17.0000 999002 30.3000 999999.0000 
50949 2001 999999.0000 999999 972.3000 -39.8000 1024.9000 37.7000 272.9000 998.0000 3.1000 5.2000 8.3000 61.0000 -0.5000 11.1000 63 71.0000 3145.9000 999999.0000 2057.5000 15.7000 999016 60.1000 999999.0000 
50949 2002 999999.0000 999999 971.1000 -24.6000 1024.8000 32.8000 531.2000 997.6000 3.0000 6.1000 8.3000 61.0000 0.7000 11.8000 81 63.0000 2801.5000 999999.0000 999999.0000 15.0000 999002 61.1000 999999.0000 
50949 2004 999999.0000 999999 966.6000 -31.9000 1022.9000 35.6000 296.3000 997.6000 2.6000 6.5000 8.0000 58.0000 1.4000 12.2000 81 65.0000 2901.0000 999999.0000 999999.0000 16.0000 999011 37.2000 999999.0000 
50949 2005 20.2000 999016 961.5000 -28.6000 1022.3000 33.0000 498.0000 997.6000 2.6000 5.1000 8.5000 63.0000 0.1000 10.5000 101 61.0000 2727.7000 999999.0000 999999.0000 12.7000 999015 44.0000 999999.0000 
50949 2006 19.6000 999010 968.4000 -30.2000 1024.2000 32.7000 338.4000 998.3000 2.5000 5.8000 7.8000 57.0000 0.5000 11.7000 59 59.0000 2640.0000 999999.0000 999999.0000 12.1000 999010 48.7000 999999.0000 
50949 2007 20.5000 999015 973.9000 -21.9000 1018.2000 36.9000 273.6000 997.9000 2.6000 7.3000 7.7000 55.0000 2.0000 13.1000 69 59.0000 2612.2000 999999.0000 999999.0000 12.4000 999014 30.6000 999999.0000 
50949 2008 18.8000 999012 974.3000 -29.6000 1026.8000 35.6000 621.8000 997.9000 2.7000 6.8000 8.7000 59.0000 1.8000 12.5000 85 52.0000 2290.5000 999999.0000 999999.0000 12.0000 999011 81.3000 999999.0000 
54157 1997 999999.0000 999999 970.6000 -25.0000 1023.1000 37.3000 661.1000 996.0000 2.8000 7.7000 8.9000 63.0000 2.9000 13.3000 82 61.0000 2718.1000 999999.0000 1392.0000 16.7000 999011 157.1000 999999.0000 
54157 1998 999999.0000 999999 973.6000 -24.0000 1021.2000 32.0000 768.7000 995.9000 2.7000 8.4000 10.0000 64.0000 3.8000 13.9000 91 58.0000 2560.8000 999999.0000 1264.5000 17.0000 999011 118.5000 999999.0000 
54157 1999 999999.0000 999999 977.0000 -25.4000 1021.3000 34.3000 621.4000 995.9000 2.7000 7.3000 9.1000 62.0000 2.5000 12.9000 90 57.0000 2548.2000 999999.0000 1265.6000 16.0000 999010 89.0000 999999.0000 
54157 2000 999999.0000 999999 971.9000 -28.6000 1022.7000 35.2000 544.4000 995.9000 2.6000 6.9000 9.1000 63.0000 1.8000 12.2000 98 62.0000 2776.1000 999999.0000 1324.3000 13.3000 999010 99.7000 999999.0000 
54157 2001 999999.0000 999999 970.4000 -32.3000 1021.8000 36.0000 483.2000 996.0000 2.8000 7.2000 8.8000 60.0000 2.1000 12.8000 71 62.0000 2748.8000 999999.0000 1456.2000 16.0000 999011 34.9000 999999.0000 
54157 2002 999999.0000 999999 967.6000 -23.7000 1023.0000 35.5000 369.2000 995.5000 2.9000 8.1000 8.5000 58.0000 3.0000 13.6000 88 65.0000 2877.2000 999999.0000 999999.0000 16.0000 999010 40.9000 999999.0000 
54157 2004 999999.0000 999999 968.1000 -29.1000 1022.6000 33.8000 532.6000 995.2000 2.7000 8.0000 8.7000 60.0000 2.8000 13.4000 92 67.0000 2969.1000 999999.0000 999999.0000 13.7000 999010 57.2000 999999.0000 
54157 2005 23.8000 999013 963.3000 -24.1000 1018.8000 31.2000 798.3000 995.2000 2.4000 6.7000 9.2000 63.0000 1.7000 12.0000 96 52.0000 2326.8000 999999.0000 999999.0000 11.7000 999010 62.3000 999999.0000 
