V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
58362 1997 999999.0000 999999 992.1000 -3.2000 1038.8000 36.5000 1175.5000 1016.5000 3.4000 16.9000 16.4000 75.0000 14.2000 20.3000 127 38.0000 1665.2000 908.6000 1442.6000 17.7000 999004 135.2000 999999.0000 
58362 1998 999999.0000 999999 996.1000 -4.4000 1038.0000 37.8000 1136.9000 1015.9000 3.3000 17.8000 17.5000 77.0000 15.1000 21.1000 124 39.0000 1720.2000 879.5000 1502.7000 12.7000 999012 64.2000 999999.0000 
58362 1999 999999.0000 999999 996.5000 -4.4000 1037.7000 35.4000 1435.6000 1015.6000 3.2000 16.7000 16.8000 77.0000 14.1000 19.9000 121 34.0000 1526.8000 764.3000 1267.2000 11.0000 999016 139.5000 999999.0000 
58362 2000 999999.0000 999999 986.6000 -3.5000 1043.5000 37.7000 1331.7000 1015.7000 3.2000 17.2000 16.9000 76.0000 14.5000 20.4000 135 37.0000 1650.8000 883.6000 1502.5000 14.0000 999016 69.8000 999999.0000 
58362 2001 20.1000 999011 996.0000 -3.7000 1037.9000 37.2000 1341.4000 1015.5000 3.1000 17.1000 16.9000 76.0000 14.7000 20.2000 121 43.0000 1916.1000 864.2000 1496.8000 11.7000 999011 173.4000 999999.0000 
58362 2002 24.5000 999001 988.0000 -1.9000 1037.4000 37.5000 1379.0000 1015.1000 2.9000 17.6000 16.8000 75.0000 15.1000 20.9000 132 41.0000 1832.5000 826.3000 999999.0000 12.4000 999016 79.5000 999999.0000 
58362 2004 22.8000 999012 990.2000 -5.4000 1038.4000 37.3000 1061.0000 1015.6000 3.4000 17.5000 16.4000 73.0000 14.2000 21.5000 104 44.0000 1965.0000 991.5000 999999.0000 12.5000 999002 51.1000 999999.0000 
58362 2005 25.9000 999005 992.8000 -5.8000 1037.4000 37.4000 1059.8000 1015.9000 3.4000 17.1000 16.1000 70.0000 13.9000 20.9000 100 41.0000 1829.0000 1023.5000 999999.0000 16.1000 999005 122.1000 999999.0000 
58362 2006 21.3000 999012 994.5000 -4.0000 1042.1000 37.2000 1149.7000 1015.6000 3.2000 17.9000 16.0000 70.0000 14.8000 21.5000 121 38.0000 1678.1000 986.8000 999999.0000 12.6000 999013 90.2000 999999.0000 
58362 2007 16.5000 999014 992.4000 -2.7000 1035.9000 38.8000 1290.4000 1015.8000 3.0000 18.2000 16.2000 69.0000 15.2000 21.7000 122 37.0000 1616.9000 942.7000 999999.0000 10.6000 999013 105.2000 999999.0000 
58362 2008 21.0000 999014 996.4000 -4.8000 1039.6000 38.8000 1086.5000 1016.0000 3.0000 17.2000 16.0000 70.0000 14.1000 20.9000 124 37.0000 1635.7000 944.8000 999999.0000 11.6000 999013 128.4000 999999.0000 
