V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
59758 1997 15.8000 999013 986.0000 11.1000 1024.8000 36.4000 2192.9000 1009.9000 1.9000 24.6000 26.5000 85.0000 22.3000 28.4000 167 39.0000 1723.2000 1105.7000 1680.1000 7.6000 999001 182.3000 999999.0000 
59758 1998 18.1000 999005 996.0000 10.8000 1027.7000 37.7000 1567.5000 1009.3000 2.1000 25.4000 27.1000 83.0000 22.9000 29.3000 145 43.0000 1886.3000 1287.0000 1807.7000 7.7000 999008 326.7000 999999.0000 
59758 1999 13.1000 999005 992.3000 7.4000 1030.7000 38.1000 1355.9000 1008.9000 1.9000 24.6000 26.2000 83.0000 22.4000 28.3000 141 41.0000 1790.3000 1199.1000 1497.2000 7.3000 999008 94.0000 999999.0000 
59758 2000 17.9000 999982 995.0000 10.5000 1027.1000 36.3000 2163.7000 1008.7000 2.0000 24.5000 26.0000 83.0000 22.3000 27.9000 155 41.0000 1800.0000 1183.6000 1462.6000 7.9000 999003 257.7000 999999.0000 
59758 2001 15.2000 999011 987.8000 10.2000 1028.2000 39.6000 2247.0000 1008.8000 1.9000 24.9000 26.5000 83.0000 22.3000 28.4000 153 36.0000 1606.9000 1104.5000 1451.7000 7.5000 999008 160.3000 999999.0000 
59758 2002 15.0000 999015 986.5000 9.1000 1025.1000 37.0000 1782.2000 1009.5000 1.9000 25.1000 26.6000 83.0000 22.5000 28.9000 141 39.0000 1717.4000 1199.2000 999999.0000 7.3000 999008 230.7000 999999.0000 
59758 2004 15.0000 999010 993.3000 9.0000 1027.0000 37.2000 983.6000 1009.9000 1.6000 24.7000 25.4000 80.0000 22.1000 28.6000 110 47.0000 2069.3000 1337.9000 999999.0000 6.1000 999010 118.4000 999999.0000 
59758 2005 20.6000 999003 987.5000 9.4000 1033.3000 38.8000 1187.0000 1009.8000 1.7000 25.1000 25.3000 78.0000 22.6000 29.0000 139 42.0000 1840.5000 1268.1000 999999.0000 10.2000 999003 73.9000 999999.0000 
59758 2006 14.0000 999003 989.1000 10.4000 1025.7000 38.2000 1547.7000 1009.6000 1.7000 25.4000 25.5000 78.0000 22.8000 29.2000 140 42.0000 1848.8000 1242.9000 999999.0000 5.3000 999003 172.7000 999999.0000 
59758 2007 32.2000 999003 981.7000 10.7000 1021.6000 37.9000 1419.3000 1003.7000 4.1000 24.1000 24.3000 80.0000 21.6000 28.2000 132 38.0000 1669.1000 1437.3000 999999.0000 16.5000 999002 125.5000 999999.0000 
59758 2008 24.9000 999010 982.1000 7.7000 1019.4000 36.4000 2391.2000 1003.9000 4.2000 23.4000 23.4000 79.0000 21.0000 27.2000 160 39.0000 1706.5000 1390.6000 999999.0000 14.8000 999013 292.5000 999999.0000 
59838 1997 21.3000 999013 995.0000 12.8000 1024.9000 35.3000 838.6000 1010.4000 3.7000 25.5000 26.5000 80.0000 22.3000 29.1000 106 57.0000 2533.1000 1631.8000 2075.2000 12.6000 999014 54.1000 999999.0000 
59838 1998 24.2000 999002 997.5000 11.7000 1026.8000 35.3000 699.1000 1010.0000 4.5000 26.2000 26.7000 78.0000 23.2000 29.8000 72 58.0000 2561.9000 1830.1000 2351.5000 16.7000 999002 79.1000 999999.0000 
59838 1999 20.8000 999002 995.9000 6.4000 1030.1000 35.5000 1227.1000 1009.5000 4.6000 25.2000 25.9000 79.0000 22.3000 28.7000 83 57.0000 2505.3000 1747.4000 2143.2000 14.0000 999002 100.7000 999999.0000 
