V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
53646 1997 999999.0000 999999 880.9000 -22.9000 920.1000 37.8000 316.5000 897.6000 1.8000 9.5000 7.2000 52.0000 2.4000 17.1000 48 64.0000 2838.8000 999999.0000 2090.6000 12.7000 999013 78.2000 999999.0000 
53646 1998 999999.0000 999999 880.4000 -29.1000 916.2000 36.0000 353.3000 896.9000 1.7000 10.0000 8.3000 57.0000 3.5000 17.5000 62 59.0000 2622.4000 999999.0000 1895.9000 14.0000 999016 29.5000 999999.0000 
53646 1999 999999.0000 999999 880.3000 -20.8000 920.0000 37.4000 282.8000 896.9000 1.6000 10.0000 7.6000 50.0000 3.5000 17.5000 57 62.0000 2742.3000 999999.0000 2001.4000 11.7000 999014 45.8000 999999.0000 
53646 2000 999999.0000 999999 882.4000 -24.9000 920.4000 38.6000 264.9000 896.5000 2.1000 9.1000 7.3000 52.0000 2.6000 16.6000 60 58.0000 2574.1000 999999.0000 1965.3000 14.3000 999014 26.5000 999999.0000 
53646 2001 999999.0000 999999 880.7000 -22.2000 920.2000 37.0000 568.7000 896.9000 2.1000 9.7000 7.5000 52.0000 3.5000 16.9000 64 57.0000 2515.5000 999999.0000 1989.1000 13.7000 999013 102.9000 999999.0000 
53646 2002 999999.0000 999999 878.8000 -28.4000 918.2000 35.9000 526.6000 896.8000 1.7000 9.7000 8.2000 55.0000 3.4000 17.1000 73 58.0000 2568.8000 999999.0000 999999.0000 14.0000 999013 67.3000 999999.0000 
53646 2004 999999.0000 999999 868.2000 -23.8000 907.2000 34.2000 420.0000 885.9000 2.5000 9.5000 6.8000 47.0000 3.8000 15.9000 60 63.0000 2792.2000 999999.0000 999999.0000 16.3000 999014 67.9000 999999.0000 
53646 2005 21.1000 999014 868.2000 -25.3000 904.8000 39.0000 248.7000 885.5000 2.7000 9.0000 6.7000 47.0000 3.2000 15.5000 60 65.0000 2860.1000 999999.0000 999999.0000 14.5000 999014 25.1000 999999.0000 
53646 2006 24.9000 999015 868.2000 -22.4000 903.0000 36.2000 999999.0000 885.2000 2.7000 10.0000 7.3000 51.0000 4.6000 16.3000 999999 60.0000 2661.7000 999999.0000 999999.0000 16.2000 999013 61.4000 999999.0000 
53646 2007 26.3000 999015 868.8000 -19.5000 903.3000 34.1000 439.4000 885.5000 2.5000 9.7000 7.1000 52.0000 4.5000 15.7000 73 57.0000 2540.5000 999999.0000 999999.0000 17.5000 999013 35.1000 999999.0000 
53646 2008 31.7000 999015 866.9000 -27.8000 908.1000 34.6000 447.5000 885.6000 2.7000 8.8000 6.9000 51.0000 3.2000 15.1000 73 60.0000 2645.2000 999999.0000 999999.0000 16.2000 999014 63.2000 999999.0000 
