V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
58027 1997 999999.0000 999999 988.9000 -9.6000 1038.8000 37.0000 794.3000 1011.7000 2.3000 15.1000 13.4000 67.0000 10.4000 20.4000 73 53.0000 2360.2000 999999.0000 1851.5000 12.3000 999006 315.4000 999999.0000 
58027 1998 999999.0000 999999 990.0000 -11.4000 1035.7000 35.7000 1128.9000 1011.5000 2.1000 15.4000 14.9000 73.0000 11.2000 20.3000 91 49.0000 2170.4000 999999.0000 1530.4000 9.7000 999006 81.6000 999999.0000 
58027 1999 999999.0000 999999 993.0000 -9.2000 1037.2000 36.6000 641.9000 1011.7000 2.0000 15.3000 14.0000 69.0000 10.8000 20.6000 65 50.0000 2202.1000 999999.0000 1591.5000 11.0000 999006 94.4000 999999.0000 
58027 2000 999999.0000 999999 992.4000 -9.4000 1042.4000 37.4000 979.6000 1011.6000 2.2000 15.1000 13.9000 69.0000 11.1000 19.8000 90 46.0000 2064.5000 999999.0000 1737.6000 11.3000 999005 151.3000 999999.0000 
58027 2001 20.7000 999016 993.3000 -8.6000 1037.9000 38.8000 763.6000 1012.1000 2.3000 15.2000 13.8000 69.0000 11.3000 19.8000 83 47.0000 2065.0000 999999.0000 1699.2000 10.8000 999013 82.0000 999999.0000 
58027 2002 19.3000 999016 990.4000 -9.4000 1036.8000 39.9000 557.7000 1011.6000 2.2000 15.9000 14.5000 69.0000 11.7000 21.0000 65 44.0000 1952.5000 999999.0000 999999.0000 10.1000 999005 77.4000 999999.0000 
58027 2004 28.1000 999013 989.5000 -9.0000 1034.5000 37.1000 840.2000 1011.9000 2.1000 15.8000 14.5000 69.0000 11.6000 20.8000 75 52.0000 2299.0000 999999.0000 999999.0000 15.4000 999013 82.5000 999999.0000 
58027 2005 19.1000 999983 986.3000 -9.3000 1035.5000 38.3000 1162.9000 1012.0000 2.1000 15.0000 13.9000 67.0000 10.8000 19.7000 90 50.0000 2204.6000 999999.0000 999999.0000 10.9000 999005 99.1000 999999.0000 
58027 2006 16.3000 999016 985.9000 -8.2000 1040.6000 37.6000 879.8000 1011.4000 2.1000 15.8000 14.5000 69.0000 11.8000 20.5000 77 44.0000 1965.8000 999999.0000 999999.0000 10.3000 999013 115.3000 999999.0000 
58027 2007 17.5000 999014 989.5000 -6.1000 1034.0000 36.5000 921.1000 1011.5000 2.0000 15.7000 14.6000 70.0000 11.7000 20.6000 81 42.0000 1875.2000 999999.0000 999999.0000 8.9000 999013 97.0000 999999.0000 
58027 2008 20.3000 999001 992.0000 -11.5000 1040.6000 35.3000 867.6000 1011.9000 2.0000 15.0000 14.0000 68.0000 10.9000 19.7000 82 41.0000 1834.8000 999999.0000 999999.0000 8.8000 999982 85.8000 999999.0000 
58040 1997 999999.0000 999999 995.6000 -10.0000 1042.6000 36.2000 674.5000 1016.8000 2.4000 14.4000 13.6000 70.0000 10.3000 19.3000 73 59.0000 2635.4000 999999.0000 1693.7000 14.3000 999982 144.0000 999999.0000 
58040 1998 999999.0000 999999 994.3000 -12.4000 1040.6000 36.4000 999.8000 1016.0000 2.7000 14.6000 14.9000 75.0000 11.1000 18.9000 101 45.0000 1988.6000 788.6000 1287.0000 15.0000 999004 76.0000 999999.0000 
