V01301 V04001 V11046 V11211_CHAR V10302 V12012 V10301 V12011 V13305 V10004_701 V11291_701 V12001_701 V13004_701 V13003_701 V12012_701 V12011_701 V13353 V14033 V14032 V13033 V13032 V11042 V11296_CHAR V13052 V13007
50353 1997 999999.0000 999999 963.9000 -38.3000 1019.0000 35.5000 401.8000 991.7000 2.1000 -0.1000 6.6000 66.0000 -5.8000 6.4000 98 61.0000 2707.1000 999999.0000 1021.2000 12.7000 999016 46.4000 999999.0000 
50353 1998 999999.0000 999999 955.1000 -41.5000 1022.7000 34.6000 397.2000 992.4000 1.8000 -0.2000 6.9000 66.0000 -6.1000 6.5000 104 58.0000 2580.1000 999999.0000 996.2000 13.0000 999012 21.1000 999999.0000 
50353 1999 999999.0000 999999 962.1000 -40.0000 1014.0000 36.7000 378.8000 991.3000 2.1000 -0.7000 6.2000 64.0000 -6.7000 5.9000 117 59.0000 2630.9000 999999.0000 1072.3000 14.3000 999012 36.4000 999999.0000 
50353 2000 999999.0000 999999 964.3000 -39.2000 1017.6000 36.0000 464.8000 992.0000 1.8000 -1.0000 6.8000 70.0000 -7.0000 5.7000 98 61.0000 2732.6000 999999.0000 1008.9000 14.7000 999013 71.8000 999999.0000 
50353 2001 999999.0000 999999 966.8000 -41.3000 1015.3000 36.2000 369.5000 991.5000 1.6000 -0.2000 6.7000 67.0000 -5.8000 6.4000 107 58.0000 2598.2000 999999.0000 1085.0000 13.0000 999008 37.9000 999999.0000 
50353 2002 999999.0000 999999 967.5000 -33.9000 1011.9000 38.0000 394.3000 992.1000 1.7000 0.7000 6.6000 67.0000 -5.2000 7.4000 84 60.0000 2647.7000 999999.0000 999999.0000 11.0000 999982 55.5000 999999.0000 
50353 2004 999999.0000 999999 952.5000 -37.9000 1013.7000 37.0000 480.7000 991.6000 1.5000 0.2000 6.5000 67.0000 -5.4000 6.4000 118 58.0000 2571.0000 999999.0000 999999.0000 12.0000 999013 34.4000 999999.0000 
50353 2005 23.2000 999013 967.8000 -35.4000 1017.1000 36.5000 294.6000 991.4000 1.7000 0.6000 6.3000 61.0000 -5.2000 7.0000 100 57.0000 2527.6000 999999.0000 999999.0000 11.0000 999015 27.9000 999999.0000 
50353 2006 20.0000 999012 962.9000 -40.7000 1014.7000 36.2000 412.7000 991.9000 1.6000 -1.0000 6.1000 62.0000 -7.0000 5.4000 105 55.0000 2467.8000 999999.0000 999999.0000 11.9000 999012 38.4000 999999.0000 
50353 2007 18.5000 999013 967.9000 -34.8000 1015.1000 34.6000 304.8000 991.7000 1.6000 0.9000 6.2000 60.0000 -5.3000 7.5000 85 59.0000 2640.8000 999999.0000 999999.0000 11.2000 999013 38.9000 999999.0000 
