;province;county;county_cn;dq6
27;Hunan;JIANGYONG;???;431125
27;Hunan;NINGYUAN;???;431126
27;Hunan;LANSHAN;???;431127
27;Hunan;XINTIAN;???;431128
27;Hunan;JIANGHUAYAOZUZIZHIXIAN;???????;431129
27;Hunan;HECHENG;???;431202
27;Hunan;ZHONGFANG;???;431221
27;Hunan;YUANLING;???;431222
27;Hunan;CHENXI;???;431223
27;Hunan;XUPU;???;431224
27;Hunan;HUITONG;???;431225
27;Hunan;MAYANGMIAOZUZIZHIXIAN;???????;431226
27;Hunan;XINHUANGDONGZUZIZHIXIAN;???????;431227
27;Hunan;ZHIJIANGDONGZUZIZHIXIAN;???????;431228
27;Hunan;JINGZHOUMIAOZUDONGZUZIZHIXIAN;?????????;431229
27;Hunan;TONGDAODONGZUZIZHIXIAN;???????;431230
27;Hunan;HONGJIANG;???;431281
27;Hunan;LOUXING;???;431302
27;Hunan;SHUANGFENG;???;431321
27;Hunan;XINHUA;???;431322
27;Hunan;LENGSHUIJIANG;????;431381
27;Hunan;LIANYUAN;???;431382
27;Hunan;JISHOU;???;433101
27;Hunan;LUXI;???;433122
27;Hunan;FENGHUANG;???;433123
27;Hunan;HUAYUAN;???;433124
27;Hunan;BAOJING;???;433125
27;Hunan;GUZHANG;???;433126
27;Hunan;YONGSHUN;???;433127
27;Hunan;LONGSHAN;???;433130
28;Qinghai;NING CHENGDONG;?????;630102
28;Qinghai;XINING CHENGZHONG;?????;630103
28;Qinghai;XINING CHENGXI;?????;630104
28;Qinghai;XINING CHENGBEI;?????;630105
28;Qinghai;DATONGHUIZUTUZUZHZHIXIAN;?????????;630121
28;Qinghai;HUANGZHONG;???;630122
28;Qinghai;HUANGYUAN;???;630123
28;Qinghai;PINGAN;???;632121
28;Qinghai;MINHEHUIZUTUZUZHZHIXIAN;?????????;632122
28;Qinghai;LEDU;???;632123
28;Qinghai;HUZHUTUZUZHZHIXIAN;???????;632126
28;Qinghai;HUALONGHUIZUZHZHIXIAN;???????;632127
28;Qinghai;XUNHUASALAZUZHZHIXIAN;????????;632128
28;Qinghai;MENYUANHUIZUZIZHIXIAN;???????;632221
28;Qinghai;QILIAN;???;632222
28;Qinghai;HAIYAN;???;632223
28;Qinghai;GANGCHA;???;632224
28;Qinghai;TONGREN;???;632321
28;Qinghai;JIANZHA;???;632322
28;Qinghai;ZEKU;???;632323
28;Qinghai;HENANMENGGUZUZIZHIXIAN;????????;632324
28;Qinghai;GONGHE;???;632521
28;Qinghai;TONGDE;???;632522
28;Qinghai;GUIDE;???;632523
28;Qinghai;XINGHAI;???;632524
28;Qinghai;GUINAN;???;632525
28;Qinghai;MAQIN;???;632621
28;Qinghai;BANMA;???;632622
28;Qinghai;GANDE;???;632623
28;Qinghai;DARI;???;632624
28;Qinghai;JIUZHI;???;632625
28;Qinghai;MADUO;???;632626
28;Qinghai;YUSHU;???;632721
28;Qinghai;ZADUO;???;632722
28;Qinghai;CHENGDUO;???;632723
28;Qinghai;ZHIDUO;???;632724
28;Qinghai;NANGQIAN;???;632725
28;Qinghai;QUMALAI;????;632726
28;Qinghai;GEERMU;????;632801
28;Qinghai;DELINGHA;????;632802
28;Qinghai;WULAN;???;632821
28;Qinghai;DULAN;???;632822
28;Qinghai;TIANJUN;???;632823
29;Sichuan;JINJIANG;???;510104
29;Sichuan;QINGYANG;???;510105
29;Sichuan;JINNIU;???;510106
29;Sichuan;WUHOU;???;510107
29;Sichuan;CHENGHUA;???;510108
29;Sichuan;LONGQUANYI;????;510112
29;Sichuan;QINGBAIJIANG;????;510113
29;Sichuan;JINTANG;???;510121
29;Sichuan;SHUANGLIU;???;510122
29;Sichuan;WENJIANG;???;510123
29;Sichuan;PI;??;510124
29;Sichuan;XINDU;???;510125
29;Sichuan;DAYI;???;510129
29;Sichuan;PUJIANG;???;510131
29;Sichuan;XINJIN;???;510132
29;Sichuan;DUJIANGYAN;????;510181
29;Sichuan;PENGZHOU;???;510182
29;Sichuan;QIONGLAI;???;510183
29;Sichuan;CHONGZHOU;???;510184
29;Sichuan;ZILIUJING;????;510302
29;Sichuan;GONGJING;???;510303
29;Sichuan;DAAN;???;510304
29;Sichuan;YANTAN;???;510311
29;Sichuan;RONG;??;510321
29;Sichuan;FUSHUN;???;510322
29;Sichuan;PANZHIHUA DONGQU;?????;510402
29;Sichuan;PANZHIHUA XIQU;?????;510403
29;Sichuan;RENHE;???;510411
29;Sichuan;MIYI;???;510421
29;Sichuan;YANBIAN;???;510422
29;Sichuan;JIANGYANG;???;510502
29;Sichuan;NAXI;???;510503
29;Sichuan;LONGMATAN;????;510504
29;Sichuan;LU;??;510521
29;Sichuan;HEJIANG;???;510522
29;Sichuan;XUYONG;???;510524
29;Sichuan;GULIN;???;510525
29;Sichuan;JINGYANG;???;510603
29;Sichuan;ZHONGJIANG;???;510623
29;Sichuan;LUOJIANG;???;510626
29;Sichuan;GUANGHAN;???;510681
29;Sichuan;SHENFANG;???;510682
29;Sichuan;MIANZHU;???;510683
29;Sichuan;FUCHENG;???;510703
29;Sichuan;YOUXIAN;???;510704
29;Sichuan;SANTAI;???;510722
29;Sichuan;YANTING;???;510723
29;Sichuan;AN;??;510724
29;Sichuan;ZITONG;???;510725
29;Sichuan;BEICHUAN;???;510726
29;Sichuan;PINGWU;???;510727
29;Sichuan;JIANGYOU;???;510781
29;Sichuan;GUANGYUAN SHIZHONG;?????;510802
29;Sichuan;YUANBA;???;510811
29;Sichuan;CHAOTIAN;???;510812
29;Sichuan;WANGCANG;???;510821
29;Sichuan;QINGCHUAN;???;510822
29;Sichuan;JIANGE;???;510823
29;Sichuan;CANGXI;???;510824
29;Sichuan;SHIZHONG;???;510902
29;Sichuan;PENGXI;???;510921
29;Sichuan;SHEHONG;???;510922
29;Sichuan;DAYING;???;510923
29;Sichuan;SHIZHONG;???;511002
29;Sichuan;DONGXING;???;511011
29;Sichuan;WEIYUAN;???;511024
29;Sichuan;ZIZHONG;???;511025
29;Sichuan;LONGCHANG;???;511028
29;Sichuan;SHIZHONG;???;511102
29;Sichuan;SHAWAN;???;511111
29;Sichuan;WUTONGQIAO;????;511112
29;Sichuan;JINKOUHE;????;511113
29;Sichuan;JIANWEI;???;511123
29;Sichuan;JINGYAN;???;511124
29;Sichuan;JIAJIANG;???;511126
29;Sichuan;MUCHUAN;???;511129
29;Sichuan;EBIANYIZUZHZHIXIAN;???????;511132
29;Sichuan;MABIANYIZUZHZHIXIAN;???????;511133
29;Sichuan;EMEISHAN;????;511181
29;Sichuan;SHUNQING;???;511302
29;Sichuan;GAOPING;???;511303
29;Sichuan;JIALING;???;511304
29;Sichuan;NANBU;???;511321
29;Sichuan;YINGSHAN;???;511322
29;Sichuan;PENGAN;???;511323
29;Sichuan;YILONG;???;511324
29;Sichuan;XICHONG;???;511325
29;Sichuan;LANGZHONG;???;511381
29;Sichuan;DONGPO;???;511402
29;Sichuan;RENSHOU;???;511421
29;Sichuan;PENGSHAN;???;511422
29;Sichuan;HONGYA;???;511423
29;Sichuan;DANLENG;???;511424
29;Sichuan;QINGSHEN;???;511425
29;Sichuan;CUIPING;???;511502
29;Sichuan;YIBIN;???;511521
29;Sichuan;NANXI;???;511522
29;Sichuan;JIANGAN;???;511523
29;Sichuan;CHANGNING;???;511524
29;Sichuan;GAO;??;511525
29;Sichuan;GONG;??;511526
29;Sichuan;JUNLIAN;???;511527
29;Sichuan;XINGWEN;???;511528
29;Sichuan;PINGSHAN;???;511529
29;Sichuan;GUANGAN;???;511602
29;Sichuan;YUECHI;???;511621
29;Sichuan;WUSHENG;???;511622
29;Sichuan;LINSHUI;???;511623
29;Sichuan;HUAYING;???;511681
29;Sichuan;TONGCHUAN;???;511702
29;Sichuan;DA;??;511721
29;Sichuan;XUANHAN;???;511722
29;Sichuan;KAIJIANG;???;511723
29;Sichuan;DA ZHU;???;511724
29;Sichuan;QU;??;511725
29;Sichuan;WANYUAN;???;511781
29;Sichuan;YUCHENG;???;511802
29;Sichuan;MINGSHAN;???;511821
29;Sichuan;XINGJING;???;511822
29;Sichuan;HANYUAN;???;511823
29;Sichuan;SHIMIAN;???;511824
29;Sichuan;TIANQUAN;???;511825
29;Sichuan;LUSHAN;???;511826
29;Sichuan;BAOXING;???;511827
29;Sichuan;BAZHOU;???;511902
29;Sichuan;TONGJIANG;???;511921
29;Sichuan;NANJIANG;???;511922
29;Sichuan;PINGCHANG;???;511923
29;Sichuan;YANJIANG;???;512002
29;Sichuan;ANYUE;???;512021
29;Sichuan;LEZHI;???;512022
29;Sichuan;JIANYANG;???;512081
29;Sichuan;WENCHUAN;???;513221
29;Sichuan;LI;??;513222
29;Sichuan;MAO;??;513223
29;Sichuan;SONGPAN;???;513224
29;Sichuan;JIUZHAIGOU;????;513225
29;Sichuan;JINCHUAN;???;513226
29;Sichuan;XIAOJIN;???;513227
29;Sichuan;HEISHUI;???;513228
29;Sichuan;MAERKANG;????;513229
29;Sichuan;RANGTANG;???;513230
29;Sichuan;ABA;???;513231
29;Sichuan;RUOERGAI;????;513232
29;Sichuan;HONGYUAN;???;513233
29;Sichuan;KANGDING;???;513321
29;Sichuan;LUDING;???;513322
29;Sichuan;DANBA;???;513323
29;Sichuan;JIULONG;???;513324
29;Sichuan;YAJIANG;???;513325
29;Sichuan;DAOFU;???;513326
29;Sichuan;LUHUO;???;513327
29;Sichuan;GANZI;???;513328
29;Sichuan;XINLONG;???;513329
29;Sichuan;DEGE;???;513330
29;Sichuan;BAIYU;???;513331
29;Sichuan;SHIQU;???;513332
29;Sichuan;SEDA;???;513333
29;Sichuan;LITANG;???;513334
29;Sichuan;BATANG;???;513335
29;Sichuan;XIANGCHENG;???;513336
29;Sichuan;DAOCHENG;???;513337
29;Sichuan;DERONG;???;513338
29;Sichuan;XICHANG;???;513401
29;Sichuan;MULICANGZUZHZHIXIAN;???????;513422
29;Sichuan;YANYUAN;???;513423
29;Sichuan;DECHANG;???;513424
29;Sichuan;HUILI;???;513425
29;Sichuan;HUIDONG;???;513426
29;Sichuan;NINGNAN;???;513427
29;Sichuan;PUGE;???;513428
29;Sichuan;BUTUO;???;513429
29;Sichuan;JINYANG;???;513430
29;Sichuan;ZHAOJUE;???;513431
29;Sichuan;XIDE;???;513432
29;Sichuan;MIANNING;???;513433
29;Sichuan;YUEXI;???;513434
29;Sichuan;GANLUO;???;513435
29;Sichuan;MEIGU;???;513436
29;Sichuan;LEIBO;???;513437
30;Shanghai;HUANGPU;???;310101
30;Shanghai;NANSHI;???;310102
30;Shanghai;LUWAN;???;310103
30;Shanghai;XUHUI;???;310104
30;Shanghai;CHANGNING;???;310105
30;Shanghai;JINGAN;???;310106
30;Shanghai;PUTUO;???;310107
30;Shanghai;ZHABEI;???;310108
30;Shanghai;HONGKOU;???;310109
30;Shanghai;YANGPU;???;310110
30;Shanghai;MINXING;???;310112
30;Shanghai;BAOSHAN;???;310113
30;Shanghai;JIADING;???;310114
30;Shanghai;PUDONGXIN;????;310115
30;Shanghai;JINSHAN;???;310116
30;Shanghai;SONGJIANG;???;310117
30;Shanghai;QINGPU;???;310118
30;Shanghai;NANHUI;???;310225
30;Shanghai;FENGXIAN;???;310226
30;Shanghai;CHONGMING;???;310230
31;Zhejiang;SHANGCHENG;?????;330102
31;Zhejiang;HANGZHOU XIACHENG;?????;330103
31;Zhejiang;JIANGGAN;???;330104
31;Zhejiang;GONGSHU;???;330105
31;Zhejiang;XIHU;???;330106
31;Zhejiang;BINJIANG;???;330108
31;Zhejiang;TONGLU;???;330122
31;Zhejiang;CHUNAN;???;330127
31;Zhejiang;XIAOSHAN;???;330181
31;Zhejiang;JIANDE;???;330182
31;Zhejiang;FUYANG;???;330183
31;Zhejiang;YUHANG;???;330184
31;Zhejiang;LINAN;???;330185
31;Zhejiang;HAISHU;???;330203
31;Zhejiang;JIANGDONG;???;330204
31;Zhejiang;JIANGBEI;???;330205
31;Zhejiang;BEILUN;???;330206
31;Zhejiang;ZHENHAI;???;330211
31;Zhejiang;XIANGSHAN;???;330225
31;Zhejiang;NINGHAI;???;330226
31;Zhejiang;YINXIAN;??;330227
31;Zhejiang;YUYAO;???;330281
31;Zhejiang;CIXI;???;330282
31;Zhejiang;FENGHUA;???;330283
31;Zhejiang;LUCHENG;???;330302
31;Zhejiang;LONGWAN;???;330303
31;Zhejiang;OUHAI;???;330304
31;Zhejiang;DONGTOU;???;330322
31;Zhejiang;YONGJIA;???;330324
31;Zhejiang;PINGYANG;???;330326
31;Zhejiang;CANGNAN;???;330327
31;Zhejiang;WENCHENG;???;330328
31;Zhejiang;TAISHUN;???;330329
31;Zhejiang;RUIAN;???;330381
31;Zhejiang;LEQING;???;330382
31;Zhejiang;XIUCHENG;???;330402
31;Zhejiang;XIUZHOU;???;330411
31;Zhejiang;JIASHAN;???;330421
31;Zhejiang;HAIYAN;???;330424
31;Zhejiang;HAINING;???;330481
31;Zhejiang;PINGHU;???;330482
31;Zhejiang;TONGXIANG;???;330483
31;Zhejiang;HUZHOU;???;330501
31;Zhejiang;DEQING;???;330521
31;Zhejiang;CHANGXING;???;330522
31;Zhejiang;ANJI;???;330523
31;Zhejiang;YUECHENG;???;330602
31;Zhejiang;SHAOXING;???;330621
31;Zhejiang;XINCHANG;???;330624
31;Zhejiang;ZHUJI;???;330681
31;Zhejiang;SHANGYU;???;330682
31;Zhejiang;SHENGZHOU;???;330683
31;Zhejiang;WUCHENG;???;330702
31;Zhejiang;JINHUA;???;330721
31;Zhejiang;WUYI;???;330723
31;Zhejiang;PUJIANG;???;330726
31;Zhejiang;PANAN;???;330727
31;Zhejiang;LANXI;???;330781
31;Zhejiang;YIWU;???;330782
31;Zhejiang;DONGYANG;???;330783
31;Zhejiang;YONGKANG;???;330784
31;Zhejiang;KECHENG;???;330802
31;Zhejiang;QUXIAN;??;330821
31;Zhejiang;CHANGSHAN;???;330822
31;Zhejiang;KAIHUA;???;330824
31;Zhejiang;LONGYOU;???;330825
31;Zhejiang;JIANGSHAN;???;330881
31;Zhejiang;DINGHAI;???;330902
31;Zhejiang;PUTUO;???;330903
31;Zhejiang;DAISHAN;???;330921
31;Zhejiang;SHENGSI;???;330922
31;Zhejiang;JIAOJIANG;???;331002
31;Zhejiang;HUANGYAN;???;331003
31;Zhejiang;LUQIAO;???;331004
31;Zhejiang;YUHUAN;???;331021
31;Zhejiang;SANMEN;???;331022
31;Zhejiang;TIANTAI;???;331023
31;Zhejiang;XIANJU;???;331024
31;Zhejiang;WENLING;???;331081
31;Zhejiang;LINHAI;???;331082
31;Zhejiang;LIANDU;???;331102
31;Zhejiang;QINGTIAN;???;331121
31;Zhejiang;JINYUN;???;331122
31;Zhejiang;SUICHANG;???;331123
31;Zhejiang;SONGYANG;???;331124
31;Zhejiang;YUNHE;???;331125
31;Zhejiang;QINGYUAN;???;331126
31;Zhejiang;JINGNINGSHEZUZIZHIXIAN;???????;331127
31;Zhejiang;LONGQUAN;???;331181
